peak	gene	CV_amplitude	CV_phase	GF_LAG	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH
chr18_14680432_14683823	Ss18	105.5798554	10.890907	0.764858199	564.017434	0.004333634	0.002716355	0.243598609
chr18_14782102_14784684	Taf4b	43.79142849	11.80274151	2.064880573	200.7387257	0.273896955	0.003930442	0.352476048
chr18_15401748_15404048	Aqp4	5.637231685	14.26817649	19.87183644	59.99656607	0.28665484	0.004018262	0.360351601
chr18_20056321_20060499	Dsc2	103.0883849	11.19434047	20.19708442	562.7700506	0.231081641	0.003676694	0.329720277
chr18_20555922_20562059	Dsg2	284.9862417	10.67691294	2.572884475	1459.865936	0.359300424	0.004558214	0.408773646
chr18_20744669_20746675	B4galt6	99.15174812	10.99067353	1.455596549	431.3863372	0.124125793	0.003078792	0.276101353
chr18_20893378_20897601	Trappc8	95.84120014	11.09424436	0.746677388	527.5321028	2.41884E-05	0.00160162	0.143630864
chr18_20942412_20944494	Rnf125	5.54818475	6.183716413	19.99459036	69.351737	0.261769481	0.003852643	0.345499152
chr18_21000426_21003574	Rnf138	75.79737255	11.37752238	0.998801441	402.1812175	0.050436542	0.003031006	0.271815974
chr18_21069871_21077247	Mep1b	99.57328237	9.610939529	0.491654733	767.6571349	0.067246871	0.003031006	0.271815974
chr18_21295593_21300344	Fam59a	34.4873556	11.82910251	1.194996354	301.3655874	0.086017075	0.003044557	0.273031225
chr18_22343250_22345167	Asxl3	19.96847751	13.14329234	1.485750254	51.13182472	0.130582001	0.003083617	0.276534089
chr18_23750732_23755683	Mapre2	144.5877479	11.36864293	1.424257763	647.6477391	0.764462268	0.008767614	0.786266215
chr18_23953718_23956342	Zfp397	66.7139052	11.10348532	0.988285194	329.2780465	0.04800053	0.003025337	0.271307597
chr18_23986605_23987895	Zfp35	10.04666441	10.30669568	20.067581	82.58203677	0.258521479	0.003834345	0.343858192
chr18_23988540_23990786	Zfp35	23.61826125	9.929717333	0.676624805	197.3567813	0.016578471	0.002872939	0.257640772
chr18_24018579_24021987	Zfp191	69.77635834	10.81048131	0.740050497	366.3746387	0.001546614	0.002716355	0.243598609
chr18_24120175_24122648	Ino80c	57.92009016	11.01448136	1.564542031	326.1499547	0.137457072	0.003086009	0.27674862
chr18_24204503_24209190	Galnt1	128.3060346	11.92800906	20.15463089	521.3094536	0.240142854	0.003730562	0.334551091
chr18_24470249_24471614	2700062C07Rik	22.46552761	11.29369719	20.16530798	114.4365522	0.237869861	0.003715136	0.333167714
chr18_24528806_24530788	Rprd1a	44.22511491	11.26354075	1.387667101	209.9916474	0.119185043	0.003065676	0.274925146
chr18_24602702_24604866	Elp2	13.61219223	13.41687084	19.86195795	132.5793766	0.288632317	0.004032549	0.361632866
chr18_24652652_24655750	Mocos	38.28299917	10.85207759	1.040750276	293.9375513	0.060144507	0.003031006	0.271815974
chr18_24708482_24710365	Fhod3	10.36839251	12.72008768	0.61018679	57.04129386	0.039810227	0.002999802	0.269017677
chr18_25167461_25170255	AW554918	44.47084737	11.31222385	1.678238141	202.8812503	0.151166376	0.003112075	0.279086139
chr18_30271590_30274730	Pik3c3	24.95798677	10.65381801	19.82637095	207.8775787	0.29572407	0.004077755	0.365686866
chr18_31608304_31610277	Slc25a46	54.94565403	10.17214909	0.799212524	233.357441	0.01247589	0.002819423	0.252841584
chr18_31633295_31636376	Sap130	70.96107054	11.01197112	1.227583349	351.4514361	0.093359136	0.003044557	0.273031225
chr18_31758838_31762231	Ammecr1l	139.4320485	10.84012782	0.927128052	581.8331308	0.033818669	0.002999802	0.269017677
chr18_31788078_31790672	Polr2d	33.51561282	9.982403358	0.273432886	282.717268	0.137542598	0.003086427	0.276786046
chr18_31803408_31806952	Wdr33	75.77835912	10.31718316	0.278100224	433.6843461	0.131954498	0.003083617	0.276534089
chr18_31908973_31912284	Sft2d3	88.46717544	11.69869859	1.553505764	434.8019967	0.135147743	0.003083617	0.276534089
chr18_32031653_32039269	Myo7b	280.6577555	10.2343386	5.961429761	1421.913357	0.888570474	0.009955908	0.892830641
chr18_32066480_32069773	Iws1	156.0857537	10.75324957	0.700509591	655.0605189	0.652589225	0.007666204	0.687493477
chr18_32137856_32140554	Proc	11.73046354	8.012437311	19.96800853	135.232671	0.267206336	0.003884563	0.348361657
chr18_32161724_32165409	Map3k2	112.9887937	10.75594932	2.502106979	520.616226	0.346401354	0.004449705	0.399042718
chr18_32239000_32242778	Ercc3	45.59567496	10.74704401	1.198076384	433.3330681	0.086711629	0.003044557	0.273031225
chr18_32376456_32378605	Bin1	18.59229349	12.43133913	19.11602982	114.8428307	0.40109448	0.004899435	0.43937382
chr18_32816468_32818123	Tslp	6.005674185	9.808567059	20.26500918	56.91621246	0.216456722	0.003587319	0.321705327
chr18_32836646_32839097	Wdr36	42.80352737	11.25177819	0.609688509	207.7071807	0.039925791	0.002999802	0.269017677
chr18_33209375_33215695	Stard4	140.4803832	9.792482211	2.12833426	811.5523061	0.286689043	0.004018262	0.360351601
chr18_33462816_33464858	Gm10549	9.512308957	12.78986031	1.249161874	80.25887703	0.098212832	0.003044557	0.273031225
chr18_33793975_33797027	2410004N09Rik	66.0566019	11.02118369	0.96490219	364.0170264	0.042581088	0.002999802	0.269017677
chr18_34005442_34007715	Epb4.1l4a	13.67774727	10.98811837	0.373775573	125.0781156	0.106073065	0.003048531	0.273387593
chr18_34220157_34224659	Apc	151.119891	11.20702943	0.365786703	641.6457819	0.10782953	0.003058019	0.274238448
chr18_34330170_34332797	Srp19	90.05306459	10.85295467	0.762484318	510.2589001	0.003770955	0.002716355	0.243598609
chr18_34372270_34373521	Reep5	14.21606754	13.42958532	20.29990257	54.7375101	0.208885363	0.003542433	0.317679984
chr18_34503615_34508940	Fam13b	102.6292132	10.74511799	1.217679173	552.5404013	0.091129177	0.003044557	0.273031225
chr18_34622481_34626370	Kif20a	86.76155348	10.2535891	0.654259822	395.7628907	0.029582863	0.002999802	0.269017677
chr18_34650229_34652351	Cdc23	39.84143448	11.34045739	1.371546361	184.5525455	0.115652933	0.003065676	0.274925146
chr18_34749864_34752582	Cdc25c	11.82645734	12.17928251	0.476859152	117.7926027	0.070662399	0.003031006	0.271815974
chr18_34758239_34760923	Fam53c	106.9457548	10.22879664	1.048233717	590.1246646	0.061874679	0.003031006	0.271815974
chr18_34776544_34780142	Kdm3b	195.1555367	11.0722385	0.439988537	699.9328312	0.085491161	0.003043844	0.272967253
chr18_34858745_34863571	Egr1	192.9352022	11.4127527	0.699764718	852.6111667	0.65243605	0.007665573	0.687436907
chr18_34928680_34934583	Etf1	173.0017289	10.60210918	1.604766837	1064.052774	0.145855576	0.003108708	0.27878421
chr18_34952158_34956037	Hspa9	136.0642155	10.85414483	1.615607515	701.0969996	0.190396998	0.003438583	0.308366872
chr18_35117279_35122400	Ctnna1	277.5217983	10.87419012	1.752349714	1106.8359	0.220208789	0.003610819	0.323812772
chr18_35497630_35499684	Sil1	33.6450058	11.44701995	0.302359024	184.1303235	0.12676438	0.003083617	0.276534089
chr18_35552054_35555253	Snhg4	28.93659994	10.62376192	0.168523218	229.167957	0.16679022	0.003159547	0.28334336
chr18_35560560_35564566	Matr3	93.88650984	10.81620943	0.708877215	562.5308174	0.008935418	0.002809574	0.251958306
chr18_35597886_35601664	Paip2	63.60602547	10.29777347	1.675375184	338.5300909	0.203497877	0.003514259	0.315153423
chr18_35625341_35627564	Slc23a1	15.50382296	11.6028067	6.011533678	145.829927	0.887920991	0.009952487	0.89252386
chr18_35702131_35703943	Dnajc18	26.1032588	12.43657041	1.238076041	131.3387199	0.095720109	0.003044557	0.273031225
chr18_35726063_35728272	1700066B19Rik	14.56923602	13.71005398	19.85943582	107.6932709	0.289136582	0.004036755	0.362010056
chr18_35739223_35741393	Tmem173	6.378449027	10.32818477	19.75217148	49.65066965	0.310345669	0.004192885	0.376011545
chr18_35770165_35773913	Ube2d2	162.5983025	10.93085117	0.982684769	682.5089384	0.046702889	0.003010649	0.269990427
chr18_35829519_35832205	Cxxc5	24.27580395	11.50929339	18.94933482	91.61801371	0.416128773	0.005016528	0.449874584
chr18_36279646_36283381	Pura	142.5980084	11.24468315	1.089918778	626.6579468	0.071501855	0.003031006	0.271815974
chr18_36346214_36353538	0610010O12Rik	191.1184183	10.61715005	1.817874531	1021.668826	0.234281586	0.003693301	0.331209627
chr18_36452497_36455581	Pfdn1	58.95731328	10.69443584	1.713701813	274.2127171	0.158386198	0.003132851	0.280949289
chr18_36512356_36518041	Hbegf	154.4181672	10.61553971	1.910113925	882.3175566	0.253838706	0.003817054	0.342307548
chr18_36524585_36527245	Slc4a9	22.19306439	10.40920893	0.541019332	233.7182827	0.055835054	0.003031006	0.271815974
chr18_36557845_36565001	Ankhd1	170.4677997	10.88754608	1.242756439	909.2369841	0.096772744	0.003044557	0.273031225
chr18_36662805_36666948	Eif4ebp3	13.14194517	9.464274518	20.2865532	157.3049071	0.211786546	0.003557842	0.31906184
chr18_36668124_36671364	Sra1	81.48782087	11.03007522	2.502139562	486.8498334	0.346407343	0.004449705	0.399042718
chr18_36677651_36680776	Slc35a4	83.17241938	11.32836942	1.314488925	439.0384144	0.103118037	0.003046673	0.273220979
chr18_36724966_36727207	Cd14	50.19251562	10.69496845	20.30846291	223.4358775	0.207022031	0.003533809	0.31690661
chr18_36733503_36737547	Tmco6	43.5100219	11.48960893	0.936435127	266.1966889	0.035978403	0.002999802	0.269017677
chr18_36742705_36746521	Ik	77.55713558	10.25204978	0.501481534	414.8170478	0.064977087	0.003031006	0.271815974
chr18_36759411_36762496	Wdr55	18.76707932	9.861737903	0.336474285	143.2618678	0.119448524	0.003065676	0.274925146
chr18_36781452_36784871	Hars2	54.69442452	10.60691508	0.32420014	344.6414299	0.116956755	0.003065676	0.274925146
chr18_36792706_36795523	Zmat2	29.19858856	11.24579326	1.316046213	245.0945739	0.103460817	0.003046673	0.273220979
chr18_36800366_36803649	Vaultrc5	14.52392471	10.98876979	0.402145122	211.5063404	0.094017358	0.003044557	0.273031225
chr18_37642712_37645052	Taf7	54.09804781	9.74611613	1.705687084	345.4652081	0.210100829	0.003550519	0.318405099
chr18_37805720_37807692	Pcdhgc3	9.645402877	11.96064092	0.337143433	79.72694262	0.114118996	0.003065676	0.274925146
chr18_37814032_37816468	Pcdhgc4	10.47724113	11.49345341	19.55836984	86.35265887	0.335206095	0.004356604	0.390693625
chr18_37824309_37826098	Pcdhgc5	14.47093636	9.963219318	20.31603304	62.77116696	0.205372342	0.003525066	0.316122522
chr18_37931278_37935747	Diap1	138.5566613	10.39397636	0.506285082	715.6677242	0.063867207	0.003031006	0.271815974
chr18_37952339_37956303	Rell2	48.11564112	11.2882701	20.22865172	280.6681987	0.224303945	0.003635591	0.326034292
chr18_37968479_37970664	Fchsd1	15.04307594	10.24044494	0.422742037	140.1213409	0.089379214	0.003044557	0.273031225
chr18_38207031_38213107	Pcdh1	163.7746868	10.99651934	0.408087021	918.0159548	0.092679923	0.003044557	0.273031225
chr18_38248782_38251622	0610009O20Rik	80.37614876	10.77972801	0.781349468	346.9909109	0.008242403	0.002809574	0.251958306
chr18_38295920_38300003	Rnf14	57.37584101	10.99421704	0.933601894	296.582274	0.035320994	0.002999802	0.269017677
chr18_38336516_38340514	Gnpda1	46.55315583	10.56097802	1.216215084	267.9231609	0.090799418	0.003044557	0.273031225
chr18_38418282_38420959	Ndfip1	85.46553839	10.74250807	0.51967219	370.3538211	0.060772848	0.003031006	0.271815974
chr18_38600236_38602246	Spry4	15.1779577	12.16836735	0.399152662	100.3746889	0.09469073	0.003044557	0.273031225
chr18_38991928_38996746	Arhgap26	69.05774031	11.82951593	0.170911179	377.9601745	0.166316133	0.003158848	0.283280709
chr18_39484407_39492240	Nr3c1	171.9831367	10.94771877	20.33069889	867.4749824	0.202171338	0.003508426	0.314630295
chr18_40216910_40220109	Yipf5	72.62879213	11.28250486	1.358408002	376.6394892	0.112771112	0.00306383	0.27475958
chr18_41948968_41952180	Prelid2	40.04588082	11.10423896	0.6836095	139.646606	0.014923462	0.002855582	0.256084214
chr18_42051816_42056263	Sh3rf2	35.57440742	9.478957526	0.200258662	275.1657072	0.156775849	0.003132851	0.280949289
chr18_42259980_42263043	Lars	36.86523186	10.4484189	0.673657612	233.6098572	0.025078446	0.002962406	0.265664064
chr18_42274407_42277395	Rbm27	66.79976531	10.81082891	19.83960473	361.8022074	0.293092748	0.004063205	0.364382067
chr18_42511171_42514411	Tcerg1	111.7958341	10.74543908	1.679570819	491.2463598	0.151438115	0.003113191	0.279186259
chr18_43392215_43394165	Dpysl3	10.13807196	12.21314771	0.19018927	53.28742664	0.162484794	0.003136141	0.281244305
chr18_43730841_43737981	Spink3	45.27405293	8.96489745	0.461360888	470.6746026	0.080667712	0.003034602	0.272138497
chr18_44378694_44383114	Dcp2	55.81164069	10.15357058	0.931222079	295.5018064	0.034768759	0.002999802	0.269017677
chr18_44660194_44663089	A930012L18Rik	27.50172228	11.05466035	20.1647727	147.6159675	0.237983908	0.003716199	0.333263066
chr18_44827332_44830096	Ythdc2	87.55926997	11.56777851	1.179805488	353.1718074	0.082589731	0.003039127	0.272544248
chr18_46279421_46281582	Pggt1b	66.60603229	11.17673728	0.580755723	316.323558	0.046633241	0.003010649	0.269990427
chr18_46311036_46312261	Ccdc112	5.735096669	9.874872281	0.674347988	59.78748407	0.024918102	0.002962406	0.265664064
chr18_46521216_46527044	Fem1c	141.3538767	10.38062693	0.439703239	698.8643096	0.08555551	0.003043844	0.272967253
chr18_46594585_46600320	Eif1a	178.4236732	10.43835251	1.7086441	856.0965649	0.157357995	0.003132851	0.280949289
chr18_46726048_46729187	Cdo1	35.62836675	11.27358398	19.5378228	202.7545723	0.339027366	0.004388181	0.393525347
chr18_46738593_46744252	Ap3s1	144.7323986	10.42088573	1.683200094	910.4118135	0.152177974	0.003116687	0.279499764
chr18_46957349_46959880	Commd10	19.98597886	11.22621539	1.668424697	125.2025392	0.14916436	0.003108708	0.27878421
chr18_47365339_47371129	Sema6a	34.35888209	11.78923709	0.260854859	366.1679306	0.135637755	0.003083617	0.276534089
chr18_49754761_49757156	Dtwd2	58.53054386	11.29820182	1.046108739	264.0341316	0.061383439	0.003031006	0.271815974
chr18_49831072_49836067	Dmxl1	78.21772563	10.53115019	0.474435382	503.4996277	0.071221692	0.003031006	0.271815974
chr18_49978646_49980916	Tnfaip8	15.8565895	10.2432164	0.484859593	104.467016	0.075358011	0.003034327	0.272113824
chr18_50127618_50129842	Hsd17b4	57.46028878	11.08651975	1.820669333	249.6267645	0.169953627	0.003168523	0.284148348
chr18_52464723_52467470	Srfbp1	46.81913499	10.96187349	1.715652477	225.7501031	0.158782624	0.003132851	0.280949289
chr18_53175577_53177689	Snx2	48.33473614	11.03101032	0.786155644	260.8755144	0.009381503	0.002809574	0.251958306
chr18_53244503_53247297	Snx24	38.08593551	10.51546415	0.825703356	145.4964567	0.01875285	0.002913282	0.261258647
chr18_53743056_53746167	Cep120	83.65130344	9.937543372	1.024816116	426.0157648	0.711044517	0.008237724	0.738746472
chr18_53860917_53865507	Csnk1g3	167.8613634	10.46709466	1.763928615	745.3630872	0.22270605	0.003628741	0.325419955
chr18_54989124_54993496	Zfp608	62.89486893	10.25751574	19.6519846	428.5698983	0.329722377	0.004331244	0.388419345
chr18_56431263_56433074	Gramd3	18.75491143	10.79744138	20.12982294	79.16779911	0.2454085	0.003764086	0.337557487
chr18_56561805_56563216	Phax	11.53844317	10.45728813	0.259283336	48.97274726	0.135973132	0.003083617	0.276534089
chr18_56572198_56574877	Aldh7a1	43.59995346	10.74228666	0.645231867	236.7765368	0.024015116	0.002962406	0.265664064
chr18_56706622_56710291	Lmnb1	115.4936222	11.1714223	19.79434493	453.0352832	0.302062699	0.004121836	0.369639949
chr18_56924299_56926669	2024-03-03 00:00:00	10.13988942	10.37797064	19.57680076	90.22617801	0.33176306	0.004332834	0.388561943
chr18_56974351_56976278	C330018D20Rik	50.45543113	10.2776273	0.518163184	265.4630038	0.061121734	0.003031006	0.271815974
chr18_57353990_57357119	Prrc1	95.07448305	10.62684765	1.879485624	372.6459746	0.247378616	0.003773997	0.338446331
chr18_57877178_57881587	Slc12a2	109.5035235	11.36243648	20.37163416	330.4432173	0.193202429	0.003458205	0.310126511
chr18_58560347_58561723	Slc27a6	6.155019868	10.529324	3.011459256	65.28421254	0.40987237	0.004961806	0.444967176
chr18_58658674_58661876	Isoc1	43.85094962	12.58875787	1.655646508	297.2833455	0.199185175	0.00349682	0.313589463
chr18_60499863_60502567	2010002N04Rik	45.44620539	11.15754244	0.681905691	254.8803964	0.015327188	0.002858815	0.256374201
chr18_60524962_60527854	Dctn4	47.17788763	11.07249836	1.011706889	287.626246	0.053424788	0.003031006	0.271815974
chr18_60559856_60562174	Rbm22	85.86494151	9.975622206	3.319342808	372.8387074	0.445232032	0.005267656	0.472395323
chr18_60595571_60596958	Myoz3	14.36734417	11.57897883	19.12481945	66.26147135	0.399631306	0.004886971	0.4382561
chr18_60623115_60625235	Synpo	13.94683115	12.43914254	19.3260816	88.07023292	0.377323502	0.004692936	0.420855308
chr18_60655151_60661745	G630071F17	93.42790138	10.42129501	1.933377946	561.1592342	0.258722384	0.003834345	0.343858192
chr18_60721656_60724527	Ndst1	29.98925077	13.005789	20.36554186	165.8835295	0.194540396	0.003466739	0.310891845
chr18_60773805_60777591	Rps14	137.0625616	10.70896903	2.160470648	622.9472481	0.293107754	0.004063205	0.364382067
chr18_60802488_60807009	Cd74	94.39306342	10.8595517	18.7384188	388.2917119	0.873746203	0.009835858	0.882064766
chr18_60847675_60849793	Tcof1	18.66619782	11.41939972	0.326631941	128.7874063	0.121561149	0.003069738	0.275289426
chr18_61013247_61014773	Slc6a7	8.005837122	13.62190014	0.515644273	81.31812064	0.061704064	0.003031006	0.271815974
chr18_61031893_61038622	Cdx1	231.0813987	11.63488784	19.35485484	1048.118399	0.372238244	0.004663203	0.41818892
chr18_61042496_61044638	Pdgfrb	4.854960241	11.59303141	0.360301641	56.61226173	0.109034932	0.003058811	0.274309525
chr18_61175243_61178397	Hmgxb3	77.5057854	11.46091657	0.558151697	437.862681	0.051869259	0.003031006	0.271815974
chr18_61207218_61213859	Slc26a2	100.9394496	11.31556734	0.750797243	577.0190756	0.001000737	0.002508342	0.224944242
chr18_61217732_61219731	Pde6a	1.9604078	16.55434029	19.7221218	66.42180155	0.316202311	0.004234855	0.379775348
chr18_61397243_61402523	Ppargc1b	105.9588869	11.2732469	0.354603513	462.0979314	0.110286663	0.003058811	0.274309525
chr18_61534289_61537572	Arhgef37	22.22227716	11.06934284	20.32480237	210.3142415	0.203459116	0.003514105	0.315139613
chr18_61553140_61559713	Csnk1a1	299.6297057	9.901851229	0.787001318	1504.869171	0.009581931	0.002809574	0.251958306
chr18_61631552_61639488	LOC545261	97.84885982	11.4402854	0.267588612	706.1538932	0.134200203	0.003083617	0.276534089
chr18_61668265_61669974	E330013P06	6.883732226	13.04892987	0.934917886	51.02258991	0.035626356	0.002999802	0.269017677
chr18_61706713_61707894	Pcyox1l	13.12205831	13.25586688	0.305458099	66.0335009	0.126100604	0.003083617	0.276534089
chr18_61724147_61729787	1500015A07Rik	67.98814502	10.80971205	1.076114354	456.1646016	0.068315756	0.003031006	0.271815974
chr18_61784933_61787235	Afap1l1	12.29884612	9.836046305	0.504367572	69.27367598	0.064310284	0.003031006	0.271815974
chr18_62323511_62324689	Htr4	19.73856283	12.90282832	18.79822606	79.91865358	0.42769015	0.005120398	0.459189509
chr18_62546359_62550458	Spink10	124.3216272	10.10943621	1.799426658	602.9801261	0.165738989	0.003153432	0.282795014
chr18_62921711_62923500	Apcdd1	8.977443142	10.93239463	0.798954392	55.04772423	0.012414717	0.002819423	0.252841584
chr18_62977053_62979696	Napg	39.24698012	11.23302907	0.999922854	269.8156879	0.050696258	0.003031006	0.271815974
chr18_63689648_63693432	Txnl1	110.7855941	10.35962195	0.964945403	652.0624656	0.042591107	0.002999802	0.269017677
chr18_63708019_63710608	Wdr7	17.63944468	11.85343827	0.226909432	146.6836783	0.14725314	0.003108708	0.27878421
chr18_64341207_64343407	Onecut2	7.076528681	15.48905752	0.296087077	70.04204278	0.128107232	0.003083617	0.276534089
chr18_64487649_64489846	Fech	32.24233444	11.93739732	20.29508861	188.0954665	0.209932214	0.003549371	0.318302193
chr18_64514667_64517988	Nars	80.88729464	10.78121036	0.888695417	474.6450904	0.024895683	0.002962406	0.265664064
chr18_64653746_64662360	Atp8b1	288.1036291	10.64351607	18.71624439	1456.795762	0.439991126	0.005226716	0.468723951
chr18_64886154_64890144	Nedd4l	114.1488577	11.03891329	0.328735369	540.8162914	0.115962739	0.003065676	0.274925146
chr18_65397271_65398921	Alpk2	7.937952184	12.02006415	0.558131777	64.79133115	0.051873872	0.003031006	0.271815974
chr18_65429749_65433185	Malt1	70.80213942	11.42234927	0.643912008	386.131718	0.031985056	0.002999802	0.269017677
chr18_65579989_65582026	Zfp532	53.98207145	11.6986043	20.41041562	186.5557236	0.18466031	0.00341017	0.305818824
chr18_65799810_65803743	Sec11c	81.51416362	11.11693911	0.89076015	408.5285605	0.025375223	0.002962406	0.265664064
chr18_66000703_66003381	Lman1	67.26958023	11.375062	2.261206629	302.7069609	0.312957729	0.004210968	0.377633156
chr18_66290707_66292814	Ccbe1	9.000667808	11.64809575	0.468003904	99.275127	0.072705457	0.003031006	0.271815974
chr18_66457326_66465166	Pmaip1	131.6447153	10.21991989	3.010021443	967.2799846	0.409641572	0.004959616	0.444770827
chr18_66502193_66509776	Gm9926	133.3495112	9.703219113	2.775570328	906.2664073	0.382799693	0.004736839	0.424792484
chr18_67204514_67211049	Chmp1b	118.7696937	9.99603333	1.599118161	643.965373	0.18676422	0.003417095	0.306439883
chr18_67244179_67246519	Mppe1	53.44524867	10.96166067	20.17095894	310.036051	0.236665237	0.003708171	0.332543148
chr18_67287748_67290686	Impa2	35.17980158	10.804368	0.147296637	187.6928703	0.170999462	0.003173379	0.284583745
chr18_67446277_67449430	Afg3l2	83.3160618	11.71378005	1.506824451	361.0367672	0.135084723	0.003083617	0.276534089
chr18_67639940_67642815	Psmg2	61.54776329	11.68338698	1.211307081	366.0890742	0.089693769	0.003044557	0.273031225
chr18_67721031_67725508	Ptpn2	117.4943104	11.4208009	0.925005212	579.5740003	0.033325992	0.002999802	0.269017677
chr18_67773147_67777178	Seh1l	70.74022174	11.30403934	1.362498889	340.4612136	0.113668723	0.003065676	0.274925146
chr18_67799184_67801399	Cep192	44.45414237	11.27289793	0.903807303	202.1699654	0.028405051	0.002999802	0.269017677
chr18_67932284_67935338	D18Ertd653e	55.71296608	12.14500509	19.98671965	192.1355478	0.263382002	0.003864032	0.346520457
chr18_68298586_68302116	Rnmt	109.6464433	10.62746714	1.690196687	471.6072588	0.153603596	0.003120822	0.279870559
chr18_69343547_69347535	Tcf4	86.1382429	10.56888269	0.216337184	432.4223687	0.149454204	0.003108708	0.27878421
chr18_69924174_69927425	Ccdc68	45.82076141	10.77410746	0.48163846	254.6822399	0.069559366	0.003031006	0.271815974
chr18_70140540_70142175	Rab27b	4.018976128	10.20674832	20.00813245	63.64611308	0.258989756	0.003834345	0.343858192
chr18_70529009_70532316	Poli	49.65261268	11.6321139	2.868635452	285.8125968	0.398539425	0.00487632	0.437300975
chr18_70567655_70571567	Mbd2	99.66712954	10.50137536	1.772035264	361.5709332	0.224451801	0.003636049	0.326075341
chr18_73570958_73575990	Mex3c	220.6793846	11.05819318	20.38580517	899.1957595	0.190086072	0.003437135	0.308237025
chr18_73698545_73705735	Smad4	180.0009047	10.92727776	0.625852636	755.1237895	0.036176128	0.002999802	0.269017677
chr18_73750942_73756798	Elac1	68.3880396	11.24193628	20.23530286	356.7052815	0.222871643	0.003628741	0.325419955
chr18_73810289_73818132	Me2	178.6047604	10.04095591	1.473235321	898.1607559	0.127904332	0.003083617	0.276534089
chr18_73862611_73866616	Mro	23.64903014	11.38820636	20.29071013	213.6369278	0.210883734	0.003554549	0.318766516
chr18_74063232_74065835	Mapk4	36.42964245	12.13491769	0.260972722	245.0915751	0.140147193	0.003099289	0.277939541
chr18_74206539_74208379	Ska1	10.72247658	11.1781841	0.568311721	82.46852631	0.049516274	0.003031006	0.271815974
chr18_74215123_74217863	Cxxc1	55.7231423	11.66080427	0.497266275	269.4370939	0.065950846	0.003031006	0.271815974
chr18_74267512_74269948	Mbd1	45.7403651	11.0683982	0.261527066	285.3324515	0.135494287	0.003083617	0.276534089
chr18_74440119_74447275	Myo5b	155.4625881	10.78024101	0.481538904	741.803157	0.076108734	0.003034602	0.272138497
chr18_74535671_74540968	1700120E14Rik	12.96275896	11.5162544	0.219459293	162.317251	0.152866975	0.003118734	0.279683295
chr18_74777086_74782431	Acaa2	66.77987463	10.80681348	20.34812949	420.5514062	0.198358401	0.003490654	0.313036549
chr18_74958651_74963647	Lipg	74.298589	10.84045432	0.282719117	284.7674267	0.135599671	0.003083617	0.276534089
chr18_74999316_75003347	Rpl17	165.863826	11.41544036	0.999367639	681.6774609	0.050567673	0.003031006	0.271815974
chr18_75004585_75008061	BC031181	79.91800383	10.59963584	0.575512576	461.5858837	0.047848119	0.003025337	0.271307597
chr18_75018270_75019901	Dym	23.39425412	12.0753043	0.560299184	118.4210374	0.051371986	0.003031006	0.271815974
chr18_75294676_75298576	2010010A06Rik	29.01215112	10.98386246	19.26345665	273.7898578	0.376081699	0.004685265	0.420167398
chr18_75366101_75374458	Smad7	427.6401218	10.78899362	19.15752644	1432.580669	0.394155093	0.004832541	0.433374944
chr18_75694640_75698722	Ctif	18.92807249	11.28582495	19.83492	194.2934951	0.294025032	0.004066705	0.364695859
chr18_75819155_75820398	Zbtb7c	9.723622543	9.810806499	0.23703581	48.84223479	0.149282685	0.003108708	0.27878421
chr18_76240200_76243789	Smad2	133.0783041	10.81061623	2.187001835	535.6652507	0.298375882	0.004097622	0.367468451
chr18_76928993_76932329	Ier3ip1	43.05081787	11.05621559	0.920567871	314.6561679	0.032296079	0.002999802	0.269017677
chr18_76943403_76945767	Hdhd2	55.22956765	11.55237727	0.513034879	276.2397974	0.062307247	0.003031006	0.271815974
chr18_77064370_77067188	Pias2	61.18076847	12.21082151	0.330002771	285.4582491	0.115684894	0.003065676	0.274925146
chr18_77711008_77715195	4930465K10Rik	123.8642444	11.65017212	0.222954145	556.7597608	0.148076851	0.003108708	0.27878421
chr18_77766313_77768329	Haus1	15.82438465	11.06589994	1.051141496	141.1488697	0.062546811	0.003031006	0.271815974
chr18_77773018_77777434	Atp5a1	165.020756	10.39406156	0.272146138	726.6142856	0.137811699	0.003086427	0.276786046
chr18_77793573_77798052	Pstpip2	47.09155432	10.85128593	0.532518841	296.8560694	0.057801798	0.003031006	0.271815974
chr18_77937029_77940552	5430411K18Rik	49.17499043	11.16290912	0.203332802	329.2703624	0.156150485	0.003132851	0.280949289
chr18_79108745_79110754	Setbp1	27.97276359	10.70414135	0.768908806	127.072898	0.005293735	0.002717218	0.243675979
chr18_80046208_80047941	Pard6g	14.81960658	11.04509457	19.95930559	60.05810953	0.268980705	0.003898409	0.349603399
chr18_80149714_80152057	Adnp2	48.83932616	11.01530784	0.83519155	217.1420156	0.021000569	0.002962406	0.265664064
chr18_80199099_80201599	Rbfa	20.20962478	10.69065725	1.595580987	162.4616112	0.185983937	0.003413509	0.306118253
chr18_80205931_80209654	Txnl4a	115.0524416	10.88511749	1.809764546	405.1311793	0.232547692	0.003684317	0.330403939
chr18_80254751_80259304	Pqlc1	42.19032794	11.29597951	1.572234193	251.1201478	0.139065378	0.003089973	0.277104098
chr18_80467570_80471575	Ctdp1	133.9963481	11.45841171	1.842542331	604.8569353	0.239541464	0.00372559	0.334105202
