Chromosome,Start,End,Name,Start_b,End_b,Name_b,Strand,Distance
chr3,51326217,51327914,10216,51325987,51327987,Elf2,-,0
chr3,51332499,51334195,10217,51325987,51327987,Elf2,-,4513
chr3,51338825,51342846,10218,51325987,51327987,Elf2,-,10839
chr3,51356759,51359766,10219,51325987,51327987,Elf2,-,28773
chr3,51377292,51379029,10220,51396547,51398547,4930583H14Rik,-,17519
chr3,51407293,51409662,10221,51408955,51410955,Ndufc1,-,0
chr3,51414615,51418648,10222,51414016,51416016,Naa15,+,0
chr3,51474628,51476510,10223,51481966,51483966,Rab33b,+,5457
chr3,51482630,51486073,10224,51481966,51483966,Rab33b,+,0
chr3,51509677,51512197,10225,51481966,51483966,Rab33b,+,25712
chr3,51515873,51521784,10226,51481966,51483966,Rab33b,+,31908
chr3,51531140,51533614,10227,51557757,51559757,5031434O11Rik,+,24144
chr3,51551704,51554550,10228,51557757,51559757,5031434O11Rik,+,3208
chr3,51557196,51562272,10229,51557757,51559757,5031434O11Rik,+,0
chr3,51652191,51654473,10230,51659193,51661193,Mgst2,+,4721
chr3,51659686,51664314,10231,51659193,51661193,Mgst2,+,0
chr3,51671424,51675134,10232,51659193,51661193,Mgst2,+,10232
chr3,51765900,51766850,10233,51659193,51661193,Mgst2,+,104708
chr3,51915693,51917948,10234,52105006,52107006,Maml3,-,187059
chr3,52006221,52008382,10235,52105006,52107006,Maml3,-,96625
chr3,52017214,52018793,10236,52105006,52107006,Maml3,-,86214
chr3,52028871,52030579,10237,52105006,52107006,Maml3,-,74428
chr3,52033190,52036155,10238,52105006,52107006,Maml3,-,68852
chr3,52044144,52047852,10239,52105006,52107006,Maml3,-,57155
chr3,52069179,52070778,10240,52105006,52107006,Maml3,-,34229
chr3,52087705,52089497,10241,52105006,52107006,Maml3,-,15510
chr3,52100931,52106072,10242,52105006,52107006,Maml3,-,0
chr3,52195770,52197107,10243,52266337,52268337,Foxo1,+,69231
chr3,52197604,52200163,10244,52266337,52268337,Foxo1,+,66175
chr3,52266479,52272150,10245,52266337,52268337,Foxo1,+,0
chr3,52280962,52282955,10246,52266337,52268337,Foxo1,+,12626
chr3,52469212,52471698,10247,52266337,52268337,Foxo1,+,200876
chr3,52509875,52511867,10248,52737724,52739724,Gm2447,+,225858
chr3,53015889,53017716,10249,53017223,53019223,Cog6,-,0
chr3,53461123,53466248,10250,53461817,53463817,2810046L04Rik,+,0
chr3,53862321,53864735,10251,53863807,53865807,Ufm1,-,0
chr3,54186043,54186278,10252,54154057,54156057,Trpc4,+,29987
chr3,54691845,54694061,10253,54691105,54693105,Fam48a,+,0
chr3,54733756,54736843,10254,54733539,54735539,Alg5,+,0
chr3,54804868,54808856,10255,54807791,54809791,Rfxap,-,0
chr3,55087718,55090064,10256,55110108,55112108,Spg20,+,20045
chr3,55111444,55114657,10257,55110108,55112108,Spg20,+,0
chr3,56182206,56184686,10258,56183701,56185701,Nbea,-,0
chr3,56575072,56576143,10259,56183701,56185701,Nbea,-,389372
chr3,57342602,57345217,10260,57301919,57303919,Tm4sf1,-,38684
chr3,57409164,57411863,10261,57423410,57425410,Tm4sf4,+,11548
chr3,57424003,57431258,10262,57423410,57425410,Tm4sf4,+,0
chr3,57574775,57576521,10263,57575910,57577910,Wwtr1,-,0
chr3,57650115,57652276,10264,57651684,57653684,Commd2,-,0
chr3,57734683,57737986,10265,57734066,57736066,Rnf13,+,0
chr3,57794344,57796352,10266,57847757,57849757,Pfn2,-,51406
chr3,57846479,57848542,10267,57847757,57849757,Pfn2,-,0
chr3,58371515,58373441,10268,58413689,58415689,Tsc22d2,+,40249
chr3,58413412,58421740,10269,58413689,58415689,Tsc22d2,+,0
chr3,58453794,58455933,10270,58413689,58415689,Tsc22d2,+,38106
chr3,58523082,58527775,10271,58523821,58525821,Eif2a,+,0
chr3,58576172,58578697,10272,58574658,58576658,2810407C02Rik,+,0
chr3,58680726,58682665,10273,58690589,58692589,4930593A02Rik,+,7925
chr3,58689405,58693238,10274,58690589,58692589,4930593A02Rik,+,0
chr3,59919859,59920477,10275,59923214,59925214,C130079G13Rik,+,2738
chr3,60031075,60033800,10276,60029788,60031788,Aadac,+,0
chr3,60044750,60046184,10277,60029788,60031788,Aadac,+,12963
chr3,60408016,60409927,10278,60470830,60472830,Mbnl1,+,60904
chr3,60493099,60496081,10279,60470830,60472830,Mbnl1,+,20270
chr3,60497872,60505483,10280,60470830,60472830,Mbnl1,+,25043
chr3,60526746,60529349,10281,60470830,60472830,Mbnl1,+,53917
chr3,60736077,60736292,10282,60470830,60472830,Mbnl1,+,263248
chr3,61000438,61006717,10283,61000795,61002795,P2ry1,+,0
chr3,61339399,61341611,10284,61362507,61364507,Rap2b,+,20897
chr3,61362043,61367416,10285,61362507,61364507,Rap2b,+,0
chr3,62159219,62159369,10286,62336777,62338777,Arhgef26,+,177409
chr3,62337686,62345217,10287,62336777,62338777,Arhgef26,+,0
chr3,62456572,62459914,10288,62506988,62508988,Dhx36,-,47075
chr3,62505731,62507752,10289,62506988,62508988,Dhx36,-,0
chr3,63294931,63297537,10290,63293872,63295872,Mme,+,0
chr3,63516356,63516580,10291,63293872,63295872,Mme,+,220485
chr3,63516585,63516749,10292,63293872,63295872,Mme,+,220714
chr3,63891947,63894714,10293,63929385,63931385,E130311K13Rik,-,34672
chr3,63896700,63900428,10294,63929385,63931385,E130311K13Rik,-,28958
chr3,63928648,63929833,10295,63929385,63931385,E130311K13Rik,-,0
chr3,63961367,63965386,10296,63964733,63966733,Slc33a1,-,0
chr3,63975526,63977889,10297,63974143,63976143,Gmps,+,0
chr3,64414066,64414733,10298,64410057,64412057,Vmn2r4,-,2010
chr3,65389989,65393008,10299,65392553,65394553,Ssr3,-,0
chr3,65517045,65518789,10300,65526447,65528447,Tiparp,+,7659
chr3,65527214,65531061,10301,65526447,65528447,Tiparp,+,0
chr3,65540012,65542036,10302,65529414,65531414,4931440P22Rik,-,8599
chr3,65628711,65630651,10303,65664228,65666228,Lekr1,+,33578
chr3,65657847,65660475,10304,65664228,65666228,Lekr1,+,3754
chr3,65665446,65667467,10305,65664228,65666228,Lekr1,+,0
chr3,65928465,65930433,10306,65958225,65960225,Ccnl1,-,27793
chr3,65951603,65960082,10307,65958225,65960225,Ccnl1,-,0
chr3,65973533,65975804,10308,65958225,65960225,Ccnl1,-,13309
chr3,66985171,66986776,10309,66983672,66985672,Rsrc1,+,0
chr3,67429430,67431552,10310,67428115,67430115,Gfm1,+,0
chr3,67462395,67464766,10311,67463907,67465907,Lxn,-,0
chr3,67582207,67584264,10312,67580768,67582768,Mfsd1,+,0
chr3,68605344,68605523,10313,68688644,68690644,Il12a,+,83122
chr3,68746368,68746611,10314,68688644,68690644,Il12a,+,55725
chr3,69003813,69008054,10315,69002972,69004972,Smc4,+,0
chr3,69040659,69046122,10316,69044742,69046742,Trim59,-,0
chr3,69123758,69128251,10317,69127092,69129092,Kpna4,-,0
chr3,69207392,69209608,10318,69220419,69222419,Arl14,+,10812
chr3,69221335,69225106,10319,69220419,69222419,Arl14,+,0
chr3,69315066,69318959,10320,69314918,69316918,Ppm1l,+,0
chr3,69721165,69725536,10321,69720055,69722055,Nmd3,+,0
chr3,69859748,69862529,10322,69859896,69861896,1110032A04Rik,-,0
chr3,70103871,70105191,10323,70005613,70007613,Otol1,+,96259
chr3,72963573,72968744,10324,72966866,72968866,Sis,-,0
chr3,73706706,73709318,10325,73708415,73710415,Bche,-,0
chr3,73716837,73719166,10326,73708415,73710415,Bche,-,6423
chr3,75555334,75558078,10327,75555533,75557533,Serpini1,+,0
chr3,75951641,75957845,10328,75956831,75958831,Golim4,-,0
chr3,78966445,78967633,10329,79145875,79147875,Rapgef2,-,178243
chr3,79179769,79183322,10330,79210919,79212919,4921511C10Rik,+,27598
chr3,79191981,79195677,10331,79210919,79212919,4921511C10Rik,+,15243
chr3,79221576,79223689,10332,79210919,79212919,4921511C10Rik,+,8658
chr3,79238392,79239961,10333,79210919,79212919,4921511C10Rik,+,25474
chr3,79284722,79289495,10334,79343376,79345376,Gm17359,+,53882
chr3,79566330,79568822,10335,79567679,79569679,Fnip2,-,0
chr3,79590480,79593085,10336,79589389,79591389,Ppid,+,0
chr3,79626514,79630031,10337,79627079,79629079,4930579G24Rik,+,0
chr3,79840528,79844412,10338,79842662,79844662,Tmem144,-,0
chr3,79848166,79853593,10339,79842662,79844662,Tmem144,-,3505
chr3,79878502,79879925,10340,79883930,79885930,Fam198b,+,4006
chr3,79884459,79886708,10341,79883930,79885930,Fam198b,+,0
chr3,81035866,81038711,10342,81034416,81036416,Pdgfc,+,0
chr3,81931691,81933982,10343,81930616,81932616,Ctso,+,0
chr3,82547592,82549239,10344,82548085,82550085,Npy2r,-,0
chr3,82902149,82904953,10345,82903974,82905974,Lrat,-,0
chr3,83054383,83056634,10346,83053538,83055538,Plrg1,+,0
chr3,83789238,83790632,10347,83764321,83766321,Sfrp2,+,22918
chr3,83840497,83842119,10348,83841608,83843608,Tlr2,-,0
chr3,84038574,84041217,10349,84040161,84042161,D930015E06Rik,-,0
chr3,84154665,84156453,10350,84155786,84157786,Mnd1,-,0
chr3,84257456,84261099,10351,84220877,84222877,Trim2,-,34580
chr3,84266413,84273453,10352,84220877,84222877,Trim2,-,43537
chr3,84281663,84284573,10353,84220877,84222877,Trim2,-,58787
chr3,84304121,84305841,10354,84379921,84381921,4930565D16Rik,-,74081
chr3,84427128,84431321,10355,84379921,84381921,4930565D16Rik,-,45208
chr3,84435894,84437967,10356,84480439,84482439,Fhdc1,-,42473
chr3,84463358,84464960,10357,84480439,84482439,Fhdc1,-,15480
chr3,84478638,84481616,10358,84480439,84482439,Fhdc1,-,0
chr3,84511404,84513584,10359,84480439,84482439,Fhdc1,-,28966
chr3,84579460,84583825,10360,84582625,84584625,Arfip1,-,0
chr3,84594169,84596143,10361,84591574,84593574,Tigd4,+,596
chr3,84637232,84640787,10362,84664192,84666192,Tmem154,+,23406
chr3,84652691,84655256,10363,84664192,84666192,Tmem154,+,8937
chr3,84813018,84817293,10364,84813577,84815577,Fbxw7,+,0
chr3,85021922,85023592,10365,84965580,84967580,Dear1,-,54343
chr3,85171079,85173351,10366,85315519,85317519,1700036G14Rik,+,142169
chr3,85573246,85575237,10367,85572129,85574129,Pet112l,+,0
chr3,85885444,85889003,10368,85887518,85889518,Glt28d2,-,0
chr3,85970400,85974680,10369,86002491,86004491,Prss48,-,27812
chr3,86010389,86015306,10370,86002491,86004491,Prss48,-,5899
chr3,86106213,86109692,10371,86082434,86084434,Sh3d19,+,21780
chr3,86139208,86142941,10372,86138858,86140858,Snord73a,-,0
chr3,86222099,86226760,10373,86222690,86224690,Lrba,+,0
chr3,86842189,86842317,10374,86920884,86922884,Dclk2,-,78568
chr3,87424939,87425530,10375,87433782,87435782,Fcrl5,+,8253
chr3,87508003,87509915,10376,87523578,87525578,Etv3,+,13664
chr3,87513512,87516637,10377,87523578,87525578,Etv3,+,6942
chr3,87524715,87528602,10378,87523578,87525578,Etv3,+,0
chr3,87554884,87557760,10379,87523578,87525578,Etv3,+,29307
chr3,87561012,87562781,10380,87523578,87525578,Etv3,+,35435
chr3,87616194,87622403,10381,87616751,87618751,Arhgef11,+,0
chr3,87883107,87886498,10382,87885562,87887562,Prcc,-,0
chr3,87905535,87911651,10383,87904321,87906321,Hdgf,+,0
chr3,87918447,87921608,10384,87917544,87919544,Mrpl24,+,0
chr3,87928799,87932209,10385,87928314,87930314,Isg20l2,+,0
chr3,88042392,88044119,10386,88041108,88043108,Gpatch4,+,0
chr3,88057084,88058923,10387,88058495,88060495,Apoa1bp,-,0
chr3,88081379,88083509,10388,88080051,88082051,Iqgap3,+,0
chr3,88137719,88146354,10389,88140395,88142395,Mef2d,+,0
chr3,88176697,88178872,10390,88177785,88179785,1700113A16Rik,-,0
chr3,88253682,88255441,10391,88254684,88256684,Rhbg,-,0
chr3,88294892,88299003,10392,88295116,88297116,Cct3,+,0
chr3,88324480,88326557,10393,88323023,88325023,0610031J06Rik,+,0
chr3,88332566,88338303,10394,88334260,88336260,Smg5,+,0
chr3,88406976,88413383,10395,88410316,88412316,Pmf1,-,0
chr3,88414657,88416054,10396,88410316,88412316,Pmf1,-,2342
chr3,88420945,88426809,10397,88425139,88427139,Slc25a44,-,0
chr3,88440157,88444092,10398,88425139,88427139,Slc25a44,-,13019
chr3,88446994,88449530,10399,88461182,88463182,Sema4a,-,11653
chr3,88453503,88457133,10400,88461182,88463182,Sema4a,-,4050
chr3,88491846,88498224,10401,88503332,88505332,Lmna,-,5109
chr3,88499039,88503764,10402,88503332,88505332,Lmna,-,0
chr3,88508156,88511275,10403,88503332,88505332,Lmna,-,2825
chr3,88530428,88533640,10404,88530395,88532395,Mex3a,+,0
chr3,88545719,88549640,10405,88548279,88550279,Rab25,-,0
chr3,88551406,88556177,10406,88551716,88553716,Ubqln4,+,0
chr3,88578972,88581375,10407,88577671,88579671,Ssr2,+,0
chr3,88590828,88596643,10408,88577671,88579671,Ssr2,+,11158
chr3,88620219,88622228,10409,88614207,88616207,Arhgef2,+,4013
chr3,88677219,88678335,10410,88683794,88685794,2810403A07Rik,+,5460
chr3,88684634,88689241,10411,88683794,88685794,2810403A07Rik,+,0
chr3,88716322,88719839,10412,88714854,88716854,Rit1,+,0
chr3,88745776,88748542,10413,88772599,88774599,Syt11,-,24058
chr3,88774592,88777708,10414,88772599,88774599,Syt11,-,0
chr3,88834724,88836935,10415,88833231,88835231,Gon4l,+,0
chr3,88912947,88915320,10416,88913950,88915950,Msto1,-,0
chr3,88948546,88952793,10417,88950282,88952282,Dap3,-,0
chr3,89088204,89092268,10418,89093363,89095363,Rusc1,-,1096
chr3,89098922,89103124,10419,89101967,89103967,Fdps,-,0
chr3,89135766,89140988,10420,89134142,89136142,Pklr,+,0
chr3,89146659,89148681,10421,89134142,89136142,Pklr,+,10518
chr3,89163740,89166982,10422,89162805,89164805,Clk2,+,0
chr3,89177186,89179271,10423,89175485,89177485,Scamp3,+,0
chr3,89202344,89204294,10424,89200928,89202928,Gba,+,0
chr3,89212482,89215129,10425,89213187,89215187,Thbs3,+,0
chr3,89226995,89228973,10426,89227052,89229052,Muc1,+,0
chr3,89246076,89247811,10427,89244438,89246438,Krtcap2,+,0
chr3,89265889,89267894,10428,89264552,89266552,Dpm3,+,0
chr3,89269408,89271181,10429,89270570,89272570,Slc50a1,-,0
chr3,89274733,89282958,10430,89280951,89282951,Efna1,-,0
chr3,89292711,89296759,10431,89280951,89282951,Efna1,-,9761
chr3,89298227,89302502,10432,89280951,89282951,Efna1,-,15277
chr3,89304162,89306725,10433,89322879,89324879,Efna3,-,16155
chr3,89319859,89323542,10434,89322879,89324879,Efna3,-,0
chr3,89335872,89339540,10435,89338028,89340028,Efna4,-,0
chr3,89348477,89351042,10436,89350010,89352010,Adam15,-,0
chr3,89353684,89356575,10437,89350010,89352010,Adam15,-,1675
chr3,89386344,89388678,10438,89389864,89391864,Gm15417,+,1187
chr3,89389769,89395726,10439,89389864,89391864,Gm15417,+,0
chr3,89409161,89412840,10440,89411863,89413863,Flad1,-,0
chr3,89416729,89421541,10441,89416551,89418551,Shc1,+,0
chr3,89429685,89432233,10442,89428837,89430837,Pygo2,+,0
chr3,89436061,89437891,10443,89434704,89436704,Pbxip1,+,0
chr3,89457639,89460650,10444,89457118,89459118,Pmvk,+,0
chr3,89714692,89716124,10445,89713022,89715022,Adar,+,0
chr3,89729653,89734517,10446,89713022,89715022,Adar,+,14632
chr3,89770756,89776373,10447,89771609,89773609,Ube2q1,+,0
chr3,89783888,89785934,10448,89771609,89773609,Ube2q1,+,10280
chr3,89912269,89913934,10449,89913162,89915162,Il6ra,-,0
chr3,89996903,90000319,10450,89996760,89998760,Gm19710,+,0
chr3,90049757,90055309,10451,90050817,90052817,4933434E20Rik,+,0
chr3,90078128,90086200,10452,90070651,90072651,Tpm3,+,5478
chr3,90210528,90214796,10453,90213647,90215647,Gm9846,-,0
chr3,90219770,90221752,10454,90218817,90220817,Rab13,+,0
chr3,90230481,90233037,10455,90229597,90231597,Jtb,+,0
chr3,90241839,90244218,10456,90243512,90245512,Creb3l4,-,0
chr3,90247352,90250572,10457,90246192,90248192,Slc39a1,+,0
chr3,90252906,90256310,10458,90252281,90254281,Crtc2,+,0
chr3,90264224,90266821,10459,90264534,90266534,Dennd4b,+,0
chr3,90291686,90294941,10460,90264534,90266534,Dennd4b,+,25153
chr3,90431781,90434826,10461,90433636,90435636,Ints3,-,0
chr3,90464903,90466932,10462,90465866,90467866,Npr1,-,0
chr3,90475087,90477905,10463,90474201,90476201,Ilf2,+,0
chr3,90489781,90491713,10464,90491013,90493013,Snapin,-,0
chr3,90505542,90510388,10465,90509443,90511443,2500003M10Rik,-,0
chr3,90513148,90515614,10466,90512435,90514435,S100a13,+,0
chr3,90525644,90527577,10467,90524849,90526849,S100a14,+,0
chr3,90536502,90539031,10468,90539223,90541223,S100a16,+,193
chr3,90585155,90589115,10469,90588247,90590247,S100a2,+,0
chr3,90612690,90617364,10470,90610894,90612894,S100a6,+,0
chr3,90625709,90627535,10471,90610894,90612894,S100a6,+,12816
chr3,92080065,92082110,10472,92083142,92085142,Lor,-,1033
chr3,92209828,92214329,10473,92213835,92215835,Sprr2a2,+,0
chr3,92214889,92217008,10474,92213835,92215835,Sprr2a2,+,0
chr3,92227818,92228929,10475,92213835,92215835,Sprr2a2,+,11984
chr3,92249670,92251834,10476,92213835,92215835,Sprr2a2,+,33836
chr3,92262839,92266281,10477,92213835,92215835,Sprr2a2,+,47005
chr3,92280145,92281231,10478,92314705,92316705,Sprr2b,+,33475
chr3,92284350,92286058,10479,92314705,92316705,Sprr2b,+,28648
chr3,93443480,93448378,10480,93440330,93442330,Tchh,+,1151
chr3,93505607,93507105,10481,93518496,93520496,S100a11,+,11392
chr3,93520017,93522237,10482,93518496,93520496,S100a11,+,0
chr3,93553652,93561155,10483,93553117,93555117,S100a10,+,0
chr3,93566635,93570050,10484,93553117,93555117,S100a10,+,11519
chr3,93578612,93582621,10485,93553117,93555117,S100a10,+,23496
chr3,93592846,93599270,10486,93553117,93555117,S100a10,+,37730
chr3,93604376,93609020,10487,93652663,93654663,Tdpoz2,-,43644
chr3,94308896,94312812,10488,94308132,94310132,Them4,+,0
chr3,94363142,94364669,10489,94360444,94362444,C2cd4d,+,699
chr3,94365309,94368734,10490,94370826,94372826,Rorc,+,2093
chr3,94371188,94375956,10491,94370826,94372826,Rorc,+,0
chr3,94412176,94413670,10492,94411318,94413318,Tdrkh,+,0
chr3,94442525,94445488,10493,94441336,94443336,Mrpl9,+,0
chr3,94475441,94477277,10494,94473591,94475591,Riiad1,-,0
chr3,94580831,94583204,10495,94582702,94584702,Snx27,-,0
chr3,94648714,94652201,10496,94658806,94660806,Tuft1,-,6606
chr3,94655268,94661562,10497,94658806,94660806,Tuft1,-,0
chr3,94754591,94761074,10498,94786515,94788515,Cgn,-,25442
chr3,94779483,94788327,10499,94786515,94788515,Cgn,-,0
chr3,94820758,94822475,10500,94835567,94837567,Pogz,+,13093
chr3,94836549,94839340,10501,94835567,94837567,Pogz,+,0
chr3,94884857,94887694,10502,94886958,94888958,Psmb4,-,0
chr3,94932620,94933987,10503,94931083,94933083,Selenbp1,+,0
chr3,94952637,94955485,10504,94953015,94955015,Rfx5,+,0
chr3,94973783,94977517,10505,94972731,94974731,Pi4kb,+,0
chr3,95012773,95018245,10506,95015238,95017238,Zfp687,-,0
chr3,95040964,95043545,10507,95042545,95044545,Psmd4,-,0
chr3,95103980,95107735,10508,95106858,95108858,Pip5k1a,-,0
chr3,95110333,95112888,10509,95109042,95111042,Vps72,+,0
chr3,95132823,95137501,10510,95132088,95134088,Lysmd1,+,0
chr3,95141327,95143975,10511,95142360,95144360,Tnfaip8l2,-,0
chr3,95159590,95161344,10512,95162374,95164374,Sema6c,+,1031
chr3,95173008,95175021,10513,95162374,95164374,Sema6c,+,8635
chr3,95215904,95218811,10514,95217942,95219942,Gabpb2,-,0
chr3,95227171,95233708,10515,95226780,95228780,Cdc42se1,+,0
chr3,95279163,95287487,10516,95280935,95282935,Fam63a,+,0
chr3,95314346,95320462,10517,95313252,95315252,Lass2,+,0
chr3,95355351,95357622,10518,95357202,95359202,Setdb1,-,0
chr3,95427220,95429164,10519,95425349,95427349,Gm4349,+,0
chr3,95433245,95436053,10520,95432390,95434390,Arnt,+,0
chr3,95525795,95528527,10521,95524786,95526786,Ctss,+,0
chr3,95588741,95590893,10522,95586934,95588934,Golph3l,+,0
chr3,95596827,95599381,10523,95586934,95588934,Golph3l,+,7894
chr3,95612224,95614925,10524,95622980,95624980,Ensa,+,8056
chr3,95624054,95628855,10525,95622980,95624980,Ensa,+,0
chr3,95641437,95644175,10526,95656721,95658721,Mcl1,+,12547
chr3,95657387,95665223,10527,95656721,95658721,Mcl1,+,0
chr3,95672796,95677013,10528,95687858,95689858,Adamtsl4,-,10846
chr3,95687122,95688631,10529,95687858,95689858,Adamtsl4,-,0
chr3,95700646,95703204,10530,95687858,95689858,Adamtsl4,-,10789
chr3,95753805,95755917,10531,95754977,95756977,Tars2,-,0
chr3,95816587,95821147,10532,95818953,95820953,Rprd2,-,0
chr3,95854405,95856968,10533,95855753,95857753,Prpf3,-,0
chr3,95870316,95872944,10534,95869522,95871522,C920021L13Rik,+,0
chr3,95881023,95886349,10535,95882228,95884228,Gm129,-,0
chr3,95892880,95896290,10536,95891930,95893930,BC028528,-,0
chr3,95906083,95907745,10537,95904639,95906639,Car14,-,0
chr3,95927885,95931290,10538,95927257,95929257,Anp32e,+,0
chr3,95949951,95952252,10539,95927257,95929257,Anp32e,+,20695
chr3,95984757,95986706,10540,95983510,95985510,Gm9054,+,0
chr3,96044144,96045779,10541,96058455,96060455,Vps45,-,12677
chr3,96056489,96059432,10542,96058455,96060455,Vps45,-,0
chr3,96093308,96094903,10543,96102527,96104527,Otud7b,+,7625
chr3,96103561,96106767,10544,96102527,96104527,Otud7b,+,0
chr3,96158894,96165958,10545,96159970,96161970,Mtmr11,+,0
chr3,96169423,96173825,10546,96170550,96172550,Sf3b4,+,0
chr3,96196360,96199005,10547,96197586,96199586,Bola1,-,0
chr3,96218527,96222655,10548,96217916,96219916,Hist2h2ab,+,0
chr3,96236517,96241372,10549,96239127,96241127,Hist2h3c2,-,0
chr3,96243906,96249075,10550,96243538,96245538,Hist2h2aa1,+,0
chr3,96261542,96264861,10551,96263317,96265317,Hist2h4,-,0
chr3,96266741,96270634,10552,96266694,96268694,Hist2h3b,+,0
chr3,96413442,96415245,10553,96414833,96416833,Terc,-,0
chr3,96449821,96452734,10554,96452306,96454306,BC107364,-,0
chr3,96458868,96460890,10555,96452306,96454306,BC107364,-,4563
chr3,96485504,96490265,10556,96452306,96454306,BC107364,-,31199
chr3,96499002,96503805,10557,96523185,96525185,Hfe2,+,19381
chr3,96554464,96562864,10558,96555957,96557957,Txnip,+,0
chr3,96573440,96578036,10559,96566801,96568801,Gm15441,-,4640
chr3,96592500,96594724,10560,96594158,96596158,Polr3gl,-,0
chr3,96628474,96631756,10561,96627928,96629928,Rbm8a,+,0
chr3,96634447,96637962,10562,96633357,96635357,Pex11b,+,0
chr3,96695662,96698092,10563,96694375,96696375,Pias3,+,0
chr3,96707172,96708855,10564,96708560,96710560,Nudt17,-,0
chr3,96726413,96729646,10565,96725611,96727611,Rnf115,+,0
chr3,96812217,96814886,10566,96828065,96830065,Pdzk1,+,13180
chr3,96827442,96833728,10567,96828065,96830065,Pdzk1,+,0
chr3,96871960,96876602,10568,96905298,96907298,Gpr89,-,28697
chr3,96901036,96906336,10569,96905298,96907298,Gpr89,-,0
chr3,97075728,97077893,10570,97030416,97032416,Gja5,+,43313
chr3,97157848,97161403,10571,97156777,97158777,Acp6,+,0
chr3,97210550,97212214,10572,97216507,97218507,Bcl9,-,4294
chr3,97226174,97228830,10573,97216507,97218507,Bcl9,-,7668
chr3,97254908,97257203,10574,97216507,97218507,Bcl9,-,36402
chr3,97296112,97298887,10575,97216507,97218507,Bcl9,-,77606
chr3,97462466,97462683,10576,97411179,97413179,Olfr1402,-,49288
chr3,97609031,97611201,10577,97610190,97612190,Chd1l,-,0
chr3,97627472,97631950,10578,97626804,97628804,Fmo5,+,0
chr3,97657223,97659672,10579,97656212,97658212,Prkab2,+,0
chr3,97680489,97682660,10580,97656212,97658212,Prkab2,+,22278
chr3,97755664,97758083,10581,97656212,97658212,Prkab2,+,97453
chr3,97761944,97769163,10582,97656212,97658212,Prkab2,+,103733
chr3,97823666,97825254,10583,97888707,97890707,Pde4dip,-,63454
chr3,97900294,97903748,10584,97899227,97901227,Sec22b,+,0
chr3,98012728,98014994,10585,98011538,98013538,Notch2,+,0
chr3,98381853,98383622,10586,98380481,98382481,Zfp697,+,0
chr3,98761387,98763724,10587,98763128,98765128,Hsd3b3,-,0
chr3,99140246,99142549,10588,99139090,99141090,Wars2,+,0
chr3,99980912,99981629,10589,99883417,99885417,Spag17,+,95496
chr3,100160566,100163862,10590,100160518,100162518,Gdap2,+,0
chr3,100316123,100316875,10591,100424405,100426405,4930406D18Rik,+,107531
chr3,100487032,100490443,10592,100489192,100491192,Fam46c,-,0
chr3,100680923,100686798,10593,100685473,100687473,Man1a2,-,0
chr3,100921049,100923765,10594,100920493,100922493,Trim45,+,0
chr3,100968614,100970971,10595,100969663,100971663,Ttf2,-,0
chr3,101010343,101012429,10596,101029495,101031495,Cd101,-,17067
chr3,101042442,101042574,10597,101029495,101031495,Cd101,-,10948
chr3,101044174,101046396,10598,101029495,101031495,Cd101,-,12680
chr3,101107982,101113450,10599,101110166,101112166,Ptgfrn,-,0
chr3,101375942,101381178,10600,101375125,101377125,Igsf3,+,0
chr3,101395623,101398396,10601,101375125,101377125,Igsf3,+,18499
chr3,101493785,101495637,10602,101604707,101606707,Atp1a1,-,109071
chr3,101499552,101501429,10603,101604707,101606707,Atp1a1,-,103279
chr3,101501626,101502943,10604,101604707,101606707,Atp1a1,-,101765
chr3,101505640,101508444,10605,101604707,101606707,Atp1a1,-,96264
chr3,101512862,101520231,10606,101604707,101606707,Atp1a1,-,84477
chr3,101525324,101530243,10607,101604707,101606707,Atp1a1,-,74465
chr3,101550556,101552555,10608,101604707,101606707,Atp1a1,-,52153
chr3,101600334,101605434,10609,101604707,101606707,Atp1a1,-,0
chr3,101666396,101669035,10610,101604707,101606707,Atp1a1,-,59690
chr3,101708212,101710835,10611,101604707,101606707,Atp1a1,-,101506
chr3,101804918,101807198,10612,101836223,101838223,Mab21l3,-,29026
chr3,101922404,101925127,10613,101924453,101926453,Slc22a15,-,0
chr3,102203206,102204908,10614,102204693,102206693,Vangl1,-,0
chr3,102714535,102715932,10615,102732770,102734770,Tspan2,+,16839
chr3,102995086,102998094,10616,102993740,102995740,Sike1,+,0
chr3,103018886,103022799,10617,103018546,103020546,Csde1,+,0
chr3,103057522,103059932,10618,103056285,103058285,Nras,+,0
chr3,103101925,103103793,10619,103125556,103127556,Dennd2c,+,21764
chr3,103170548,103173917,10620,103169711,103171711,Bcas2,+,0
chr3,103277592,103281773,10621,103277293,103279293,Trim33,+,0
chr3,103788368,103792295,10622,103791275,103793275,Hipk1,-,0
chr3,103801099,103803307,10623,103801129,103803129,Gm15471,+,0
chr3,103807685,103811827,10624,103807517,103809517,Ap4b1,+,0
chr3,103831611,103836275,10625,103830696,103832696,Bcl2l15,+,0
chr3,103862202,103865047,10626,103858292,103860292,Ptpn22,+,1911
chr3,103913157,103917677,10627,103912120,103914120,Rsbn1,+,0
chr3,103966780,103969499,10628,103966110,103968110,Phtf1,+,0
chr3,104214906,104222671,10629,104220406,104222406,Magi3,-,0
chr3,104225850,104229035,10630,104220406,104222406,Magi3,-,3445
