Chromosome,Start,End,Name,Start_b,End_b,Name_b,Score,Strand,Distance
chr16,78259478,78260621,6955,78255454,78257454,E330011O21Rik,.,-,2025
chr16,78260645,78261738,6956,78255454,78257454,E330011O21Rik,.,-,3192
chr16,78264065,78268383,6957,78255454,78257454,E330011O21Rik,.,-,6612
chr16,78278406,78280310,6958,78299691,78301691,Cxadr,.,+,19382
chr16,78299657,78306860,6959,78299691,78301691,Cxadr,.,+,0
chr16,78317016,78318145,6960,78299691,78301691,Cxadr,.,+,15326
chr16,78325621,78329046,6961,78299691,78301691,Cxadr,.,+,23931
chr16,78375878,78377463,6962,78376757,78378757,Gm7334,.,-,0
chr16,79522544,79523238,6963,79091097,79093097,Tmprss15,.,-,429448
chr16,81305974,81306800,6964,81198697,81200697,Ncam2,.,+,105278
chr16,84734181,84736960,6965,84735302,84737302,Mrpl39,.,-,0
chr16,84824515,84825190,6966,84833124,84835124,Gabpa,.,+,7935
chr16,84833421,84837095,6967,84833124,84835124,Gabpa,.,+,0
chr16,85131624,85133181,6968,85173707,85175707,App,.,-,40527
chr16,85142400,85144517,6969,85173707,85175707,App,.,-,29191
chr16,85144836,85145729,6970,85173707,85175707,App,.,-,27979
chr16,85168047,85174469,6971,85173707,85175707,App,.,-,0
chr16,86003654,86003780,6972,85901125,85903125,Adamts5,.,-,100530
chr16,86765527,86768211,6973,87352185,87354185,N6amt1,.,+,583975
chr16,86820349,86821607,6974,87352185,87354185,N6amt1,.,+,530579
chr16,87353287,87354887,6975,87352185,87354185,N6amt1,.,+,0
chr16,87431152,87432733,6976,87432606,87434606,Ltn1,.,-,0
chr16,87439325,87441668,6977,87440592,87442592,Rwdd2b,.,-,0
chr16,87454239,87457087,6978,87452985,87454985,Usp16,.,+,0
chr16,87494171,87496990,6979,87494073,87496073,B130034C11Rik,.,+,0
chr16,87597065,87600224,6980,87551330,87553330,ORF63,.,+,43736
chr16,87603359,87605017,6981,87551330,87553330,ORF63,.,+,50030
chr16,87625266,87626242,6982,87696954,87698954,Bach1,.,+,70713
chr16,87670007,87671258,6983,87696954,87698954,Bach1,.,+,25697
chr16,87680379,87682642,6984,87696954,87698954,Bach1,.,+,14313
chr16,87698909,87701695,6985,87696954,87698954,Bach1,.,+,0
chr16,87724823,87727191,6986,87696954,87698954,Bach1,.,+,25870
chr16,87739522,87742340,6987,87696954,87698954,Bach1,.,+,40569
chr16,88599473,88601431,6988,88612279,88614279,Krtap24-1,.,-,10849
chr16,90195688,90199469,6989,90218742,90220742,Sod1,.,+,19274
chr16,90210617,90213768,6990,90218742,90220742,Sod1,.,+,4975
chr16,90220021,90223090,6991,90218742,90220742,Sod1,.,+,0
chr16,90280716,90285559,6992,90284425,90286425,Scaf4,.,-,0
chr16,90385378,90387989,6993,90384397,90386397,Hunk,.,+,0
chr16,90410318,90415261,6994,90384397,90386397,Hunk,.,+,23922
chr16,90726383,90728361,6995,90727371,90729371,2610039C10Rik,.,-,0
chr16,90820166,90822034,6996,90828859,90830859,4931408A02Rik,.,+,6826
chr16,90829790,90831290,6997,90828859,90830859,4931408A02Rik,.,+,0
chr16,90933551,90935843,6998,90934849,90936849,1110004E09Rik,.,-,0
chr16,90994771,90999284,6999,91009249,91011249,4930404I05Rik,.,+,9966
chr16,91009663,91012096,7000,91009249,91011249,4930404I05Rik,.,+,0
chr16,91041917,91045613,7001,91044379,91046379,Gcfc1,.,-,0
chr16,91054196,91058333,7002,91044379,91046379,Gcfc1,.,-,7818
chr16,91255436,91256982,7003,91267769,91269769,Olig1,.,+,10788
chr16,91405247,91408423,7004,91404235,91406235,Il10rb,.,+,0
chr16,91446553,91449053,7005,91483215,91485215,Ifnar1,.,+,34163
chr16,91463622,91465871,7006,91483215,91485215,Ifnar1,.,+,17345
chr16,91483786,91486325,7007,91483215,91485215,Ifnar1,.,+,0
chr16,91546973,91548290,7008,91545094,91547094,Ifngr2,.,+,0
chr16,91548377,91550627,7009,91545094,91547094,Ifngr2,.,+,1284
chr16,91563560,91565094,7010,91545094,91547094,Ifngr2,.,+,16467
chr16,91565326,91565811,7011,91545094,91547094,Ifngr2,.,+,18233
chr16,91595841,91597913,7012,91597680,91599680,Tmem50b,.,-,0
chr16,91618453,91619054,7013,91618999,91620999,Dnajc28,.,-,0
chr16,91645567,91649867,7014,91645824,91647824,Son,.,+,0
chr16,91687669,91690160,7015,91686898,91688898,Gm10785,.,+,0
chr16,91700915,91704386,7016,91688728,91690728,Donson,.,-,10188
chr16,91709321,91711236,7017,91727371,91729371,Itsn1,.,+,16136
chr16,91725478,91731321,7018,91727371,91729371,Itsn1,.,+,0
chr16,91929659,91932655,7019,91931630,91933630,Atp5o,.,-,0
chr16,91952785,91955228,7020,91931630,91933630,Atp5o,.,-,19156
chr16,92057224,92059468,7021,92056322,92058322,Slc5a3,.,+,0
chr16,92157529,92159964,7022,92056336,92058336,Mrps6,.,+,99194
chr16,92233358,92237308,7023,92290389,92292389,Kcne2,.,+,53082
chr16,92300395,92302616,7024,92299303,92301303,Fam165b,.,+,0
chr16,92399022,92401003,7025,92359468,92361468,Kcne1,.,-,37555
chr16,92407060,92409284,7026,92359468,92361468,Kcne1,.,-,45593
chr16,92442736,92444504,7027,92466146,92468146,Rcan1,.,-,21643
chr16,92464524,92466666,7028,92466146,92468146,Rcan1,.,-,0
chr16,92498231,92500289,7029,92496147,92498147,Clic6,.,+,85
chr16,92608344,92611620,7030,92496147,92498147,Clic6,.,+,110198
chr16,92643889,92646031,7031,92496147,92498147,Clic6,.,+,145743
chr16,92697467,92698190,7032,92826066,92828066,Runx1,.,-,127877
chr16,93292180,93292886,7033,93359511,93361511,1810053B23Rik,.,-,66626
chr16,93363161,93370471,7034,93367720,93369720,Mir802,.,+,0
chr16,93603026,93605438,7035,93603815,93605815,Setd4,.,-,0
chr16,93607755,93609482,7036,93605837,93607837,Cbr1,.,+,0
chr16,93614351,93616237,7037,93605837,93607837,Cbr1,.,+,6515
chr16,93637730,93639794,7038,93605837,93607837,Cbr1,.,+,29894
chr16,93682363,93684064,7039,93681219,93683219,Cbr3,.,+,0
chr16,93686616,93686857,7040,93681219,93683219,Cbr3,.,+,3398
chr16,93711816,93716070,7041,93709907,93711907,Dopey2,.,+,0
chr16,93724711,93726549,7042,93709907,93711907,Dopey2,.,+,12805
chr16,93732190,93734163,7043,93709907,93711907,Dopey2,.,+,20284
chr16,93742325,93746164,7044,93709907,93711907,Dopey2,.,+,30419
chr16,93788724,93789818,7045,93830121,93832121,Morc3,.,+,40304
chr16,93815609,93817752,7046,93830121,93832121,Morc3,.,+,12370
chr16,93831980,93833530,7047,93830121,93832121,Morc3,.,+,0
chr16,93883828,93884626,7048,93881901,93883901,Chaf1b,.,+,0
chr16,93917053,93918755,7049,93881901,93883901,Chaf1b,.,+,33153
chr16,93931393,93933866,7050,93881901,93883901,Chaf1b,.,+,47493
chr16,93992202,93993458,7051,94008837,94010837,Cldn14,.,-,15380
chr16,94005250,94007493,7052,94008837,94010837,Cldn14,.,-,1345
chr16,94249912,94250970,7053,94287856,94289856,Hlcs,.,-,36887
chr16,94311952,94314398,7054,94326422,94328422,Ripply3,.,+,12025
chr16,94369506,94372396,7055,94368739,94370739,Ttc3,.,+,0
chr16,94525027,94528766,7056,94526629,94528629,Dscr3,.,-,0
chr16,94536275,94538362,7057,94526629,94528629,Dscr3,.,-,7647
chr16,94543821,94546639,7058,94526629,94528629,Dscr3,.,-,15193
chr16,94568393,94571901,7059,94568206,94570206,Dyrk1a,.,+,0
chr16,94604284,94608208,7060,94568206,94570206,Dyrk1a,.,+,34079
chr16,95658027,95660525,7061,95700407,95702407,Ets2,.,+,39883
chr16,95666963,95670215,7062,95700407,95702407,Ets2,.,+,30193
chr16,95673292,95676174,7063,95700407,95702407,Ets2,.,+,24234
chr16,95680514,95684350,7064,95700407,95702407,Ets2,.,+,16058
chr16,95684936,95685964,7065,95700407,95702407,Ets2,.,+,14444
chr16,95698034,95706120,7066,95700407,95702407,Ets2,.,+,0
chr16,95823587,95826427,7067,95929077,95931077,1600002D24Rik,.,-,102651
chr16,95856667,95857749,7068,95929077,95931077,1600002D24Rik,.,-,71329
chr16,95989404,95992040,7069,95990903,95992903,Psmg1,.,-,0
chr16,96080741,96084609,7070,96082428,96084428,Brwd1,.,-,0
chr16,96126644,96128740,7071,96127725,96129725,Hmgn1,.,-,0
chr16,96359841,96365158,7072,96359757,96361757,Igsf5,.,+,0
chr16,97361870,97363727,7073,97354728,97356728,Bace2,.,+,5143
chr16,97467037,97469958,7074,97462905,97464905,Mx1,.,-,2133
chr16,97475789,97477194,7075,97462905,97464905,Mx1,.,-,10885
chr16,97495723,97499787,7076,97504936,97506936,Fam3b,.,-,5150
chr16,97502918,97505764,7077,97504936,97506936,Fam3b,.,-,0
chr16,97509985,97514121,7078,97504936,97506936,Fam3b,.,-,3050
chr16,97532077,97537897,7079,97534081,97536081,Mx2,.,+,0
chr16,97591138,97593024,7080,97611195,97613195,Tmprss2,.,-,18172
chr16,97598451,97600008,7081,97611195,97613195,Tmprss2,.,-,11188
chr16,97606104,97607208,7082,97611195,97613195,Tmprss2,.,-,3988
chr16,97608540,97612174,7083,97611195,97613195,Tmprss2,.,-,0
chr16,97641520,97646460,7084,97611195,97613195,Tmprss2,.,-,28326
chr16,97658575,97660088,7085,97611195,97613195,Tmprss2,.,-,45381
chr16,97669341,97671133,7086,97611195,97613195,Tmprss2,.,-,56147
chr16,97679491,97680303,7087,97611195,97613195,Tmprss2,.,-,66297
chr16,97696823,97699425,7088,97763755,97765755,Ripk4,.,-,64331
chr16,97761475,97764391,7089,97763755,97765755,Ripk4,.,-,0
chr16,97822354,97824587,7090,97851227,97853227,Prdm15,.,-,26641
chr16,97844356,97846796,7091,97851227,97853227,Prdm15,.,-,4432
chr16,97849097,97852860,7092,97851227,97853227,Prdm15,.,-,0
chr16,97921303,97923105,7093,97922633,97924633,C2cd2,.,-,0
chr16,97960438,97963481,7094,97962621,97964621,Zfp295,.,-,0
chr16,97995951,97998800,7095,97962621,97964621,Zfp295,.,-,31331
chr16,98022770,98023263,7096,97962621,97964621,Zfp295,.,-,58150
chr16,98081052,98083046,7097,98082439,98084439,A630089N07Rik,.,-,0
chr17,3009844,3010704,7098,3084183,3086183,Pisd-ps2,.,-,73480
chr17,3019863,3021106,7099,3084183,3086183,Pisd-ps2,.,-,63078
chr17,3022280,3023304,7100,3084183,3086183,Pisd-ps2,.,-,60880
chr17,3026996,3027255,7101,3084183,3086183,Pisd-ps2,.,-,56929
chr17,3029530,3031080,7102,3084183,3086183,Pisd-ps2,.,-,53104
chr17,3077272,3077536,7103,3084183,3086183,Pisd-ps2,.,-,6648
chr17,3077794,3078071,7104,3084183,3086183,Pisd-ps2,.,-,6113
chr17,3079037,3085388,7105,3084183,3086183,Pisd-ps2,.,-,0
chr17,3113375,3116519,7106,3112972,3114972,Scaf8,.,+,0
chr17,3244392,3245497,7107,3324573,3326573,Tiam2,.,+,79077
chr17,3245601,3247108,7108,3324573,3326573,Tiam2,.,+,77466
chr17,3288529,3289646,7109,3324573,3326573,Tiam2,.,+,34928
chr17,3325752,3327988,7110,3324573,3326573,Tiam2,.,+,0
chr17,3556321,3557919,7111,3555824,3557824,1700102H20Rik,.,+,0
chr17,4625916,4626976,7112,4993074,4995074,Arid1b,.,+,366099
chr17,4867278,4869632,7113,4993074,4995074,Arid1b,.,+,123443
chr17,4906703,4909287,7114,4993074,4995074,Arid1b,.,+,83788
chr17,4945262,4948777,7115,4993074,4995074,Arid1b,.,+,44298
chr17,4974227,4976554,7116,4993074,4995074,Arid1b,.,+,16521
chr17,4992650,4997599,7117,4993074,4995074,Arid1b,.,+,0
chr17,5188725,5191386,7118,4993074,4995074,Arid1b,.,+,193652
chr17,5439371,5441313,7119,5440260,5442260,5730437N04Rik,.,-,0
chr17,5491213,5494328,7120,5490600,5492600,Zdhhc14,.,+,0
chr17,5570404,5574148,7121,5490600,5492600,Zdhhc14,.,+,77805
chr17,5800898,5802436,7122,5796657,5798657,3300005D01Rik,.,+,2242
chr17,5840285,5843708,7123,5839380,5841380,Snx9,.,+,0
chr17,5848585,5849630,7124,5839380,5841380,Snx9,.,+,7206
chr17,5866940,5870108,7125,5839380,5841380,Snx9,.,+,25561
chr17,5891352,5895282,7126,5939280,5941280,Synj2,.,+,43999
chr17,5940407,5943037,7127,5939280,5941280,Synj2,.,+,0
chr17,6078868,6081005,7128,6077828,6079828,Gtf2h5,.,+,0
chr17,6105809,6108492,7129,6104830,6106830,Tulp4,.,+,0
chr17,6176707,6179775,7130,6104830,6106830,Tulp4,.,+,69878
chr17,6270321,6271768,7131,6268475,6270475,Tmem181a,.,+,0
chr17,6298271,6303388,7132,6317474,6319474,Dynlt1a,.,-,14087
chr17,6315452,6317579,7133,6317474,6319474,Dynlt1a,.,-,0
chr17,6429307,6431292,7134,6428112,6430112,Dynlt1b,.,+,0
chr17,6443826,6447552,7135,6450994,6452994,Tmem181b-ps,.,-,3443
chr17,6475865,6477513,7136,6450994,6452994,Tmem181b-ps,.,-,22872
chr17,6600812,6602861,7137,6599671,6601671,Dynlt1f,.,+,0
chr17,6614901,6619732,7138,6620925,6622925,Tmem181c-ps,.,-,1194
chr17,6620777,6621337,7139,6620925,6622925,Tmem181c-ps,.,-,0
chr17,6653623,6656749,7140,6671610,6673610,Sytl3,.,+,14862
chr17,6728067,6729866,7141,6782780,6784780,Ezr,.,-,52915
chr17,6742958,6744890,7142,6782780,6784780,Ezr,.,-,37891
chr17,6777695,6783874,7143,6782780,6784780,Ezr,.,-,0
chr17,6793532,6800207,7144,6782780,6784780,Ezr,.,-,8753
chr17,6806774,6810333,7145,6782780,6784780,Ezr,.,-,21995
chr17,6815668,6817092,7146,6782780,6784780,Ezr,.,-,30889
chr17,6826135,6829426,7147,6782780,6784780,Ezr,.,-,41356
chr17,6834762,6837300,7148,6782780,6784780,Ezr,.,-,49983
chr17,6859827,6864772,7149,6895337,6897337,Mir692-1,.,-,30566
chr17,6867573,6868974,7150,6895337,6897337,Mir692-1,.,-,26364
chr17,6941701,6943146,7151,6948356,6950356,Rsph3b,.,-,5211
chr17,6947441,6949507,7152,6948356,6950356,Rsph3b,.,-,0
chr17,6958946,6962573,7153,6961156,6963156,Tagap1,.,-,0
chr17,6978081,6980301,7154,6976860,6978860,Rnaset2b,.,+,0
chr17,7382099,7383698,7155,7385305,7387305,Gm9992,.,-,1608
chr17,7396471,7399919,7156,7385305,7387305,Gm9992,.,-,9167
chr17,7402993,7406762,7157,7385305,7387305,Gm9992,.,-,15689
chr17,7944158,7948040,7158,7943614,7945614,Rsph3a,.,+,0
chr17,7948572,7953582,7159,7943614,7945614,Rsph3a,.,+,2959
chr17,8146551,8148470,7160,8147788,8149788,Rnaset2a,.,-,0
chr17,8164520,8167158,7161,8163518,8165518,Fgfr1op,.,+,0
chr17,8281776,8285584,7162,8281813,8283813,Brp44l,.,+,0
chr17,8310048,8312944,7163,8309103,8311103,Sft2d1,.,+,0
chr17,9418992,9419743,7164,9168022,9170022,6530411M01Rik,.,-,248971
chr17,10839191,10841293,7165,10838384,10840384,Park2,.,+,0
chr17,12118146,12120232,7166,12117284,12119284,Agpat4,.,+,0
chr17,12138046,12139213,7167,12117284,12119284,Agpat4,.,+,18763
chr17,12193985,12197777,7168,12117284,12119284,Agpat4,.,+,74702
chr17,12296644,12298638,7169,12316853,12318853,4732491K20Rik,.,+,18216
chr17,12317418,12319461,7170,12316853,12318853,4732491K20Rik,.,+,0
chr17,12368123,12370801,7171,12376609,12378609,Plg,.,+,5809
chr17,12673273,12676289,7172,12675838,12677838,Slc22a1,.,-,0
chr17,12690923,12693126,7173,12675838,12677838,Slc22a1,.,-,13086
chr17,12699385,12703098,7174,12675838,12677838,Slc22a1,.,-,21548
chr17,12722016,12727176,7175,12739311,12741311,Airn,.,+,12136
chr17,12750102,12751582,7176,12739311,12741311,Airn,.,+,8792
chr17,12768002,12770397,7177,12769706,12771706,Igf2r,.,-,0
chr17,12789662,12794617,7178,12769706,12771706,Igf2r,.,-,17957
chr17,12914941,12916212,7179,12914465,12916465,Tcp1,.,+,0
chr17,12916266,12917502,7180,12914465,12916465,Tcp1,.,+,0
chr17,12959676,12961650,7181,12960725,12962725,Acat2,.,-,0
chr17,12990302,12994689,7182,12992539,12994539,Wtap,.,-,0
chr17,13006821,13009500,7183,13005839,13007839,Sod2,.,+,0
chr17,13128265,13130930,7184,13131791,13133791,Unc93a,.,-,862
chr17,13143597,13144958,7185,13131791,13133791,Unc93a,.,-,9807
chr17,13149714,13153221,7186,13131791,13133791,Unc93a,.,-,15924
chr17,13305874,13310766,7187,13352572,13354572,Tcp10c,.,+,41807
chr17,13405319,13408861,7188,13352572,13354572,Tcp10c,.,+,50748
chr17,13420906,13426486,7189,13352572,13354572,Tcp10c,.,+,66335
chr17,13540403,13544187,7190,13554094,13556094,2700054A10Rik,.,-,9908
chr17,13550371,13553475,7191,13554094,13556094,2700054A10Rik,.,-,620
chr17,13571503,13575388,7192,13554094,13556094,2700054A10Rik,.,-,15410
chr17,13586140,13586676,7193,13554094,13556094,2700054A10Rik,.,-,30047
chr17,13586982,13587898,7194,13554094,13556094,2700054A10Rik,.,-,30889
chr17,13589092,13591735,7195,13554094,13556094,2700054A10Rik,.,-,32999
chr17,13654480,13655611,7196,13554094,13556094,2700054A10Rik,.,-,98387
chr17,13681966,13684969,7197,13758541,13760541,Mllt4,.,+,73573
chr17,13742930,13743883,7198,13758541,13760541,Mllt4,.,+,14659
chr17,13758402,13762952,7199,13758541,13760541,Mllt4,.,+,0
chr17,13767954,13769945,7200,13761394,13763394,Tcte2,.,-,4561
chr17,13789286,13790838,7201,13761394,13763394,Tcte2,.,-,25893
chr17,13799355,13801257,7202,13761394,13763394,Tcte2,.,-,35962
chr17,13865628,13868885,7203,13946373,13948373,Gm7168,.,+,77489
chr17,13969396,13974034,7204,13946373,13948373,Gm7168,.,+,21024
chr17,14034917,14037871,7205,13946373,13948373,Gm7168,.,+,86545
chr17,14074925,14076523,7206,13946373,13948373,Gm7168,.,+,126553
chr17,14202479,14205312,7207,14203831,14205831,Dact2,.,-,0
chr17,14225479,14229690,7208,14203831,14205831,Dact2,.,-,19649
chr17,14279290,14281174,7209,14277506,14279506,Smoc2,.,+,0
chr17,14942270,14946918,7210,14941184,14943184,1600012H06Rik,.,+,0
chr17,14959080,14962563,7211,14961260,14963260,Phf10,.,-,0
chr17,14977662,14979942,7212,14976864,14978864,9030025P20Rik,.,+,0
chr17,14991824,14993723,7213,14976864,14978864,9030025P20Rik,.,+,12961
chr17,15008818,15011236,7214,15007840,15009840,Gm3435,.,+,0
chr17,15023296,15025280,7215,15007840,15009840,Gm3435,.,+,13457
chr17,15039858,15043108,7216,15039612,15041612,2210404J11Rik,.,+,0
chr17,15067009,15070528,7217,15041559,15043559,Tcte3,.,-,23451
chr17,15077126,15078512,7218,15041559,15043559,Tcte3,.,-,33568
chr17,15253016,15254944,7219,15240783,15242783,Gm5091,.,-,10234
chr17,15268947,15270765,7220,15240783,15242783,Gm5091,.,-,26165
chr17,15354696,15358478,7221,15354461,15356461,Gm10510,.,-,0
chr17,15371798,15377330,7222,15375823,15377823,Dll1,.,-,0
chr17,15387947,15390150,7223,15394202,15396202,Fam120b,.,+,4053
chr17,15395669,15398058,7224,15394202,15396202,Fam120b,.,+,0
chr17,15495820,15500937,7225,15497888,15499888,Tbp,.,+,0
chr17,15526110,15528118,7226,15527301,15529301,Pdcd2,.,-,0
chr17,15563304,15565506,7227,15563323,15565323,Prdm9,.,-,0
chr17,15576223,15581788,7228,15563323,15565323,Prdm9,.,-,10901
chr17,15587888,15592485,7229,15563323,15565323,Prdm9,.,-,22566
chr17,15702772,15708448,7230,15702967,15704967,Chd1,.,+,0
chr17,15823766,15826659,7231,15826586,15828586,Rgmb,.,-,0
chr17,15828695,15831718,7232,15826586,15828586,Rgmb,.,-,110
chr17,16600324,16600796,7233,17062103,17064103,Zfp960,.,+,461308
chr17,16950573,16952693,7234,17062103,17064103,Zfp960,.,+,109411
chr17,17004101,17006261,7235,17062103,17064103,Zfp960,.,+,55843
chr17,17063227,17065055,7236,17062103,17064103,Zfp960,.,+,0
chr17,17120506,17122737,7237,17119383,17121383,Zfp97,.,+,0
chr17,17178410,17180533,7238,17119383,17121383,Zfp97,.,+,57028
chr17,17233916,17236621,7239,17119383,17121383,Zfp97,.,+,112534
chr17,17293241,17295590,7240,17372332,17374332,Riok2,.,+,76743
chr17,17325732,17327806,7241,17372332,17374332,Riok2,.,+,44527
chr17,17345124,17346459,7242,17372332,17374332,Riok2,.,+,25874
chr17,17372937,17376360,7243,17372332,17374332,Riok2,.,+,0
chr17,17622739,17626629,7244,17624489,17626489,Lnpep,.,-,0
chr17,17837206,17839863,7245,17828975,17830975,Ncrna00085,.,+,6232
chr17,18701972,18702589,7246,18579727,18581727,Vmn2r96,.,+,120246
chr17,19457358,19458344,7247,19502811,19504811,Vmn2r100,.,+,44468
chr17,19658391,19658990,7248,19658399,19660399,Vmn2r102,.,+,0
chr17,19707264,19708189,7249,19658399,19660399,Vmn2r102,.,+,46866
chr17,20071841,20077265,7250,20048205,20050205,Vmn2r104,.,-,21637
chr17,20944391,20947175,7251,20943454,20945454,Ppp2r1a,.,+,0
chr17,21008342,21010571,7252,21006941,21008941,Zfp160,.,+,0
chr17,21016758,21019863,7253,21006941,21008941,Zfp160,.,+,7818
chr17,21422515,21424478,7254,21421227,21423227,Zfp54,.,+,0
chr17,21449116,21451783,7255,21448352,21450352,Zfp51,.,+,0
chr17,21488262,21491823,7256,21486988,21488988,Zfp53,.,+,0
chr17,21515913,21517796,7257,21533539,21535539,Zfp52,.,+,15744
chr17,21531429,21533429,7258,21533539,21535539,Zfp52,.,+,111
chr17,21565860,21568188,7259,21565046,21567046,Zfp948,.,+,0
chr17,21649314,21651939,7260,21648611,21650611,3110052M02Rik,.,+,0
chr17,21679124,21681176,7261,21688212,21690212,Gm10509,.,+,7037
chr17,21706972,21708674,7262,21705741,21707741,Zfp760,.,+,0
chr17,21732965,21734522,7263,21731724,21733724,Zfp229,.,+,0
chr17,21844789,21846231,7264,21845759,21847759,Zfp820,.,-,0
chr17,21908073,21910319,7265,21909926,21911926,2210404O09Rik,.,-,0
chr17,21961461,21964270,7266,21960559,21962559,Zfp943,.,+,0
chr17,22164941,22166417,7267,22165977,22167977,Zfp947,.,-,0
chr17,22224733,22226525,7268,22225614,22227614,Gm4944,.,-,0
chr17,22313944,22315864,7269,22359453,22361453,Zfp758,.,+,43590
chr17,22360178,22362484,7270,22359453,22361453,Zfp758,.,+,0
chr17,22423184,22425783,7271,22422268,22424268,Zfp946,.,+,0
chr17,22738883,22740401,7272,22817747,22819747,Gm16386,.,-,77347
chr17,22816799,22818226,7273,22817747,22819747,Gm16386,.,-,0
chr17,22866309,22867427,7274,22867134,22869134,Zfp945,.,-,0
chr17,23546189,23547862,7275,23564226,23566226,Zfp213,.,-,16365
chr17,23550325,23551368,7276,23564226,23566226,Zfp213,.,-,12859
chr17,23562923,23565373,7277,23564226,23566226,Zfp213,.,-,0
chr17,23598213,23600406,7278,23598856,23600856,Zscan10,.,+,0
chr17,23660268,23661781,7279,23658523,23660523,Ccdc64b,.,+,0
chr17,23673030,23675058,7280,23671608,23673608,Hcfc1r1,.,+,0
chr17,23725554,23727818,7281,23724336,23726336,Pkmyt1,.,+,0
chr17,23738178,23741655,7282,23740330,23742330,Paqr4,.,-,0
chr17,23748219,23750373,7283,23747236,23749236,9530082P21Rik,.,+,0
chr17,23770377,23771986,7284,23771591,23773591,Flywch1,.,-,0
chr17,23789588,23791603,7285,23786077,23788077,Flywch2,.,-,1512
chr17,23801761,23805605,7286,23801187,23803187,Srrm2,.,+,0
chr17,23826766,23830656,7287,23829109,23831109,Tceb2,.,-,0
chr17,23849974,23851040,7288,23851772,23853772,Prss32,.,+,733
chr17,23852868,23856390,7289,23851772,23853772,Prss32,.,+,0
chr17,23924529,23925805,7290,23915458,23917458,Dcpp3,.,+,7072
chr17,23958204,23963935,7291,23955273,23957273,Sbpl,.,-,932
chr17,23965650,23970823,7292,23975230,23977230,Prss30,.,-,4408
chr17,23973939,23976611,7293,23975230,23977230,Prss30,.,-,0
chr17,23979093,23984781,7294,23975230,23977230,Prss30,.,-,1864
chr17,23992142,23993614,7295,23998100,24000100,Prss22,.,-,4487
chr17,24035618,24039693,7296,24036243,24038243,Prss27,.,+,0
chr17,24070088,24073798,7297,24073485,24075485,Kctd5,.,-,0
chr17,24099484,24102598,7298,24073485,24075485,Kctd5,.,-,24000
chr17,24139956,24142709,7299,24141594,24143594,Pdpk1,.,-,0
chr17,24161221,24164024,7300,24163733,24165733,Amdhd2,.,-,0
chr17,24167583,24170684,7301,24169395,24171395,Atp6v0c-ps2,.,-,0
chr17,24199577,24205586,7302,24205562,24207562,Tbc1d24,.,-,0
chr17,24219923,24221093,7303,24220769,24222769,1600002H07Rik,.,-,0
chr17,24249804,24252297,7304,24251409,24253409,Ccnf,.,-,0
chr17,24351199,24353175,7305,24350046,24352046,Abca3,.,+,0
chr17,24413681,24417318,7306,24412675,24414675,Rnps1,.,+,0
chr17,24425628,24428399,7307,24424683,24426683,Eci1,.,+,0
chr17,24453602,24456461,7308,24455311,24457311,E4f1,.,-,0
chr17,24469237,24475672,7309,24468473,24470473,Pgp,.,+,0
chr17,24476188,24479881,7310,24479078,24481078,Mlst8,.,-,0
chr17,24526410,24527961,7311,24526251,24528251,2610019E17Rik,.,+,0
chr17,24528049,24530623,7312,24526251,24528251,2610019E17Rik,.,+,0
chr17,24547983,24551163,7313,24547950,24549950,Pkd1,.,+,0
chr17,24631772,24633781,7314,24630682,24632682,Nthl1,.,+,0
chr17,24668521,24673753,7315,24667752,24669752,Zfp598,.,+,0
chr17,24694820,24701951,7316,24694234,24696234,Noxo1,.,+,0
chr17,24705606,24708549,7317,24707653,24709653,Tbl3,.,-,0
chr17,24718849,24721940,7318,24718057,24720057,Rnf151,.,-,0
chr17,24723028,24724513,7319,24724388,24726388,Ndufb10,.,-,0
chr17,24735335,24738658,7320,24734642,24736642,Sepx1,.,+,0
chr17,24847529,24851473,7321,24848490,24850490,Hagh,.,+,0
chr17,24885123,24886536,7322,24884674,24886674,Spsb3,.,+,0
chr17,24886556,24888557,7323,24884674,24886674,Spsb3,.,+,0
chr17,24893853,24897767,7324,24893120,24895120,Mrps34,.,+,0
chr17,24935248,24937338,7325,24936977,24938977,Mapk8ip3,.,-,0
chr17,24958608,24961555,7326,24960623,24962623,Hn1l,.,-,0
chr17,25012317,25015905,7327,25014086,25016086,Ift140,.,+,0
chr17,25016101,25017379,7328,25015230,25017230,Cramp1l,.,-,0
chr17,25115052,25116616,7329,25115905,25117905,Telo2,.,-,0
chr17,25133090,25134398,7330,25131394,25133394,Clcn7,.,+,0
chr17,25182723,25185532,7331,25182561,25184561,BC003965,.,+,0
chr17,25187955,25189256,7332,25186400,25188400,Unkl,.,+,0
chr17,25239465,25241320,7333,25238170,25240170,0610007P22Rik,.,+,0
chr17,25271231,25275173,7334,25272124,25274124,Gm17801,.,+,0
chr17,25578481,25579933,7335,25577174,25579174,Lmf1,.,+,0
chr17,25773111,25774928,7336,25771776,25773776,Narfl,.,+,0
chr17,25790672,25793340,7337,25792284,25794284,Fam173a,.,-,0
chr17,25822986,25824654,7338,25821627,25823627,Wdr24,.,+,0
chr17,25831076,25835148,7339,25833361,25835361,Stub1,.,-,0
chr17,25841978,25845226,7340,25844851,25846851,Rhot2,.,-,0
chr17,25861108,25862176,7341,25861515,25863515,Wdr90,.,-,0
chr17,25862734,25869437,7342,25861515,25863515,Wdr90,.,-,0
