chr	chromStart	chromEnd	name
chr2	13479296	13486297	8749
chr2	13487090	13493840	8750
chr2	13521692	13525092	8751
chr2	13543626	13545252	8752
chr2	14053454	14060474	8753
chr2	14072404	14076957	8754
chr2	14129972	14131802	8755
chr2	14173137	14179859	8756
chr2	14215456	14218334	8757
chr2	14294749	14296350	8758
chr2	15047660	15050285	8759
chr2	15053997	15057676	8760
chr2	15145165	15149932	8761
chr2	15525335	15529835	8762
chr2	18025900	18029387	8763
chr2	18055592	18058659	8764
chr2	18062512	18066944	8765
chr2	18391135	18393420	8766
chr2	18586751	18588642	8767
chr2	18671552	18674227	8768
chr2	18675784	18678720	8769
chr2	18693581	18695021	8770
chr2	18764931	18767917	8771
chr2	18821139	18822689	8772
chr2	19371072	19372360	8773
chr2	19509034	19509767	8774
chr2	19657483	19659637	8775
chr2	20338495	20340912	8776
chr2	20518888	20522203	8777
chr2	20546064	20548600	8778
chr2	20722028	20724325	8779
chr2	20734200	20739373	8780
chr2	20752274	20755574	8781
chr2	20760473	20762470	8782
chr2	20774549	20776803	8783
chr2	20899563	20900485	8784
chr2	20935627	20938476	8785
chr2	20965268	20970458	8786
chr2	21204543	21207096	8787
chr2	22587051	22590599	8788
chr2	22743379	22745350	8789
chr2	22876794	22878083	8790
chr2	22893980	22898324	8791
chr2	23010920	23013987	8792
chr2	23036491	23040912	8793
chr2	23066994	23071259	8794
chr2	23154383	23157644	8795
chr2	23569966	23572570	8796
chr2	24048132	24050088	8797
chr2	24334745	24336942	8798
chr2	24366737	24369150	8799
chr2	24377390	24380282	8800
chr2	24383317	24386426	8801
chr2	24420631	24423804	8802
chr2	24454576	24456093	8803
chr2	24459830	24461653	8804
chr2	24468319	24472462	8805
chr2	24477571	24481080	8806
chr2	24520325	24522422	8807
chr2	24917313	24920555	8808
chr2	24932922	24936410	8809
chr2	24948687	24951736	8810
chr2	24961860	24963916	8811
chr2	24973500	24976802	8812
chr2	25053601	25056480	8813
chr2	25077003	25084782	8814
chr2	25092123	25095926	8815
chr2	25167201	25169020	8816
chr2	25179401	25184274	8817
chr2	25184904	25186971	8818
chr2	25192806	25200453	8819
chr2	25209471	25212304	8820
chr2	25221221	25226302	8821
chr2	25233334	25236440	8822
chr2	25240273	25243311	8823
chr2	25245447	25247815	8824
chr2	25254040	25256998	8825
chr2	25261362	25269541	8826
chr2	25269697	25274544	8827
chr2	25285353	25289069	8828
chr2	25289172	25293317	8829
chr2	25331255	25335795	8830
chr2	25355428	25357435	8831
chr2	25360980	25366346	8832
chr2	25371205	25375541	8833
chr2	25395004	25397240	8834
chr2	25402412	25404476	8835
chr2	25428273	25429639	8836
chr2	25459013	25462060	8837
chr2	25500107	25503616	8838
chr2	25545079	25547587	8839
chr2	25555930	25560637	8840
chr2	25573892	25576128	8841
chr2	25605755	25609137	8842
chr2	25621032	25622466	8843
chr2	25706226	25707840	8844
chr2	25981034	25984370	8845
chr2	26019816	26022578	8846
chr2	26118098	26123778	8847
chr2	26138546	26141737	8848
chr2	26233436	26238119	8849
chr2	26315117	26316502	8850
chr2	26336633	26339505	8851
chr2	26350543	26353555	8852
chr2	26378556	26381194	8853
chr2	26386703	26391395	8854
chr2	26405288	26409759	8855
chr2	26433509	26436410	8856
chr2	26442621	26448008	8857
chr2	26481307	26484037	8858
chr2	26501051	26504814	8859
chr2	26594483	26596471	8860
chr2	26599673	26605396	8861
chr2	26610374	26612762	8862
chr2	26627695	26630146	8863
chr2	26637018	26640675	8864
chr2	26900987	26904862	8865
chr2	26908268	26913338	8866
chr2	26914570	26917754	8867
chr2	26929894	26935471	8868
chr2	26956537	26959117	8869
chr2	26962092	26965579	8870
chr2	27008533	27012826	8871
chr2	27246192	27248575	8872
chr2	27284050	27285841	8873
chr2	27388909	27392011	8874
chr2	27402191	27404104	8875
chr2	27423930	27427734	8876
chr2	27472736	27476852	8877
chr2	27513804	27517603	8878
chr2	27539025	27542300	8879
chr2	27559975	27562024	8880
chr2	27625100	27627748	8881
chr2	27671310	27673273	8882
chr2	27675696	27681168	8883
chr2	27702841	27705751	8884
chr2	27714299	27716120	8885
chr2	27757282	27760539	8886
chr2	28446163	28447998	8887
chr2	28467735	28469205	8888
chr2	28512198	28519890	8889
chr2	28523440	28527941	8890
chr2	28532268	28534587	8891
chr2	28536393	28541307	8892
chr2	28581810	28583942	8893
chr2	28628492	28631496	8894
chr2	28640166	28642679	8895
chr2	28838711	28842237	8896
chr2	29053514	29055543	8897
chr2	29059679	29061744	8898
chr2	29100305	29101844	8899
chr2	29124132	29127055	8900
chr2	29251219	29253365	8901
chr2	29346109	29347899	8902
chr2	29619231	29621712	8903
chr2	29750754	29752252	8904
chr2	29770328	29775005	8905
chr2	29786117	29790468	8906
chr2	29802345	29808767	8907
chr2	29815713	29821300	8908
chr2	29826036	29828982	8909
chr2	29868648	29870312	8910
chr2	29888847	29891020	8911
chr2	29934427	29936638	8912
chr2	29963672	29968774	8913
chr2	30047943	30049734	8914
chr2	30061006	30065274	8915
chr2	30065461	30068734	8916
chr2	30077051	30079017	8917
chr2	30092181	30095534	8918
chr2	30122942	30125733	8919
chr2	30132054	30136329	8920
chr2	30171058	30173458	8921
chr2	30176754	30178752	8922
chr2	30191427	30193393	8923
chr2	30198373	30201837	8924
chr2	30203558	30207751	8925
chr2	30236325	30241093	8926
chr2	30250656	30252694	8927
chr2	30284884	30288146	8928
chr2	30356961	30362505	8929
chr2	30363370	30366577	8930
chr2	30390951	30397096	8931
chr2	30412905	30419544	8932
chr2	30463743	30464995	8933
chr2	30471308	30475645	8934
chr2	30657540	30659419	8935
chr2	30699632	30700917	8936
chr2	30707211	30708746	8937
chr2	30711427	30713100	8938
chr2	30716407	30720684	8939
chr2	30724383	30726578	8940
chr2	30771089	30772696	8941
chr2	30783211	30785270	8942
chr2	30806865	30809405	8943
chr2	30826219	30828845	8944
chr2	30928347	30930436	8945
chr2	30952344	30956432	8946
chr2	30964808	30968332	8947
chr2	30980791	30983514	8948
chr2	31140532	31143414	8949
chr2	31150703	31155166	8950
chr2	31469961	31471353	8951
chr2	31571619	31574529	8952
chr2	31670500	31671693	8953
chr2	31686554	31691796	8954
chr2	31718196	31721604	8955
chr2	31758984	31762862	8956
chr2	31769061	31771855	8957
chr2	31868101	31869876	8958
chr2	31973256	31976420	8959
chr2	32077846	32085183	8960
chr2	32136877	32138290	8961
chr2	32150272	32156186	8962
chr2	32174126	32176002	8963
chr2	32234434	32238784	8964
chr2	32257614	32260875	8965
chr2	32286126	32290475	8966
chr2	32350969	32355310	8967
chr2	32359707	32364643	8968
chr2	32380484	32382713	8969
chr2	32394540	32398975	8970
chr2	32421899	32425447	8971
chr2	32427475	32429797	8972
chr2	32438810	32443148	8973
chr2	32446832	32453859	8974
chr2	32463333	32466349	8975
chr2	32469964	32473522	8976
chr2	32484075	32487092	8977
chr2	32500792	32504199	8978
chr2	32522000	32526743	8979
chr2	32534052	32540171	8980
chr2	32570002	32572449	8981
chr2	32692717	32694950	8982
chr2	32710347	32715881	8983
chr2	32750678	32752425	8984
chr2	32756866	32758475	8985
chr2	32774184	32777355	8986
chr2	32845589	32847477	8987
chr2	32874934	32879876	8988
chr2	32959968	32965194	8989
chr2	32965366	32968534	8990
chr2	32980877	32984412	8991
chr2	33129823	33130944	8992
chr2	33359706	33362723	8993
chr2	33369662	33372212	8994
chr2	33429307	33432482	8995
chr2	33465863	33469330	8996
chr2	33886332	33888228	8997
chr2	33933662	33934641	8998
chr2	34370467	34373755	8999
chr2	34405963	34408622	9000
chr2	34751573	34755640	9001
chr2	34770110	34778676	9002
chr2	34798207	34801054	9003
chr2	34801486	34805459	9004
chr2	34824311	34827452	9005
chr2	34868928	34872254	9006
chr2	34873823	34875619	9007
chr2	34904313	34906209	9008
chr2	34912930	34915026	9009
chr2	35108687	35110604	9010
chr2	35131407	35133690	9011
chr2	35197947	35202345	9012
chr2	35266090	35269440	9013
chr2	35281772	35283771	9014
chr2	35304195	35306643	9015
chr2	35335586	35339241	9016
chr2	35581399	35583432	9017
chr2	35621629	35623113	9018
chr2	35658601	35664887	9019
chr2	35691671	35698554	9020
chr2	35977405	35980497	9021
chr2	36047910	36049691	9022
chr2	36135235	36137731	9023
chr2	37357394	37359930	9024
chr2	37420533	37423974	9025
chr2	37429449	37432990	9026
chr2	37441807	37445471	9027
chr2	37451249	37454275	9028
chr2	37699963	37704799	9029
chr2	37771053	37772476	9030
chr2	38286228	38288014	9031
chr2	38484450	38487245	9032
chr2	38511025	38517481	9033
chr2	38523401	38527442	9034
chr2	38642347	38644836	9035
chr2	38783233	38785623	9036
chr2	38823112	38825933	9037
chr2	38923194	38927602	9038
chr2	38997298	38999322	9039
chr2	39003789	39005952	9040
chr2	39006839	39010229	9041
chr2	39063586	39067131	9042
chr2	39189311	39191085	9043
chr2	39224476	39227024	9044
chr2	41895868	41896559	9045
chr2	44924492	44928864	9046
chr2	44987939	44989408	9047
chr2	48401716	48405141	9048
chr2	48440687	48442949	9049
chr2	48812626	48817410	9050
chr2	48946653	48951309	9051
chr2	49312559	49313625	9052
chr2	49365967	49368124	9053
chr2	49450472	49453627	9054
chr2	50149348	50151714	9055
chr2	50294035	50297528	9056
chr2	51055255	51057148	9057
chr2	51072104	51073662	9058
chr2	51138114	51149439	9059
chr2	51751715	51752312	9060
chr2	51933610	51935560	9061
chr2	51971165	51973645	9062
chr2	52071875	52074740	9063
chr2	52420049	52426448	9064
chr2	52697287	52698422	9065
chr2	52740632	52743374	9066
chr2	53189546	53193531	9067
chr2	57113711	57118377	9068
chr2	57122313	57124563	9069
chr2	57180787	57182910	9070
chr2	57236329	57240706	9071
chr2	57629080	57630418	9072
chr2	58191463	58196353	9073
chr2	58278617	58280118	9074
chr2	58356305	58358543	9075
chr2	58425833	58426714	9076
chr2	58483560	58486361	9077
chr2	58565196	58569036	9078
chr2	58841153	58843350	9079
chr2	59159207	59163477	9080
chr2	59175135	59177118	9081
chr2	59183376	59185854	9082
chr2	59421860	59423692	9083
chr2	59437908	59439558	9084
chr2	59598500	59600793	9085
chr2	59610977	59614321	9086
chr2	59669578	59671602	9087
chr2	59676003	59678032	9088
chr2	59684299	59686486	9089
chr2	59745114	59749503	9090
chr2	59841684	59843596	9091
chr2	59881191	59883298	9092
chr2	60035161	60038551	9093
chr2	60041534	60043536	9094
chr2	60121633	60127202	9095
chr2	60207788	60212877	9096
chr2	60260167	60262431	9097
chr2	60282070	60285438	9098
chr2	60381264	60383852	9099
chr2	60429341	60431475	9100
chr2	60671192	60674296	9101
chr2	60687945	60690451	9102
chr2	60693593	60696833	9103
chr2	61592764	61595729	9104
chr2	61655224	61657195	9105
chr2	61710905	61713275	9106
chr2	62406683	62412866	9107
chr2	62642829	62647324	9108
chr2	62663970	62666074	9109
chr2	65021907	65023452	9110
chr2	65170193	65172266	9111
chr2	65237106	65240552	9112
chr2	66123090	66125693	9113
chr2	66255830	66257718	9114
chr2	68420433	68422182	9115
chr2	68434839	68436868	9116
chr2	68470321	68473144	9117
chr2	68844377	68846698	9118
chr2	68859994	68867462	9119
chr2	68899198	68902279	9120
chr2	68930054	68933439	9121
chr2	68990951	68993476	9122
chr2	69061966	69063284	9123
chr2	69133802	69141674	9124
chr2	69204848	69207292	9125
chr2	69355163	69356027	9126
chr2	69646554	69648218	9127
chr2	69712367	69713842	9128
chr2	69721468	69725149	9129
chr2	69788773	69791565	9130
chr2	69821890	69823846	9131
chr2	69860346	69864114	9132
chr2	69873353	69873527	9133
chr2	69883933	69886452	9134
chr2	69896505	69900077	9135
chr2	70473672	70479001	9136
chr2	70496936	70498836	9137
chr2	70508409	70509945	9138
chr2	70660455	70664951	9139
chr2	70822111	70827203	9140
chr2	70837625	70841085	9141
chr2	71053958	71056880	9142
chr2	71211312	71214055	9143
chr2	71366276	71368688	9144
chr2	71388755	71390756	9145
chr2	71452580	71454458	9146
chr2	71606660	71608368	9147
chr2	71625832	71627904	9148
chr2	71689736	71691950	9149
chr2	71738519	71740505	9150
chr2	71749250	71750920	9151
chr2	71786216	71791694	9152
chr2	71799055	71804262	9153
chr2	71810676	71816072	9154
chr2	71872092	71874711	9155
chr2	72253882	72256030	9156
chr2	72273713	72275610	9157
chr2	72285063	72288951	9158
chr2	72475155	72479538	9159
chr2	72754034	72755337	9160
chr2	72785521	72786956	9161
chr2	72788328	72790343	9162
chr2	72796251	72798355	9163
chr2	72865115	72867046	9164
chr2	72907254	72909011	9165
chr2	72976416	72982089	9166
chr2	72996332	72998028	9167
chr2	73212750	73216235	9168
chr2	73272411	73274942	9169
chr2	73311207	73313797	9170
chr2	73384600	73387641	9171
chr2	73527553	73530574	9172
chr2	73584424	73586003	9173
chr2	73867870	73868098	9174
chr2	73890937	73893968	9175
chr2	73908888	73912403	9176
chr2	74577596	74579860	9177
chr2	74825108	74827410	9178
chr2	75639108	75642268	9179
chr2	75656900	75662505	9180
chr2	75700205	75708629	9181
chr2	75713724	75718049	9182
chr2	75722766	75724655	9183
chr2	75756005	75758879	9184
chr2	75771771	75773655	9185
chr2	75780225	75782663	9186
chr2	75831544	75834456	9187
chr2	75937519	75939472	9188
chr2	75980961	75982602	9189
chr2	76069054	76071374	9190
chr2	76128063	76129845	9191
chr2	76338076	76339695	9192
chr2	76369171	76372950	9193
chr2	76405502	76408333	9194
chr2	76414105	76416077	9195
chr2	76416413	76418752	9196
chr2	76435267	76437170	9197
chr2	76497952	76500003	9198
chr2	76646431	76649377	9199
chr2	76671228	76673828	9200
chr2	76674031	76677476	9201
chr2	77169730	77171284	9202
chr2	77265236	77271306	9203
chr2	77278821	77281405	9204
chr2	77517940	77520554	9205
chr2	77944743	77946861	9206
chr2	78867743	78872459	9207
chr2	79511171	79512840	9208
chr2	79542256	79545056	9209
chr2	79601093	79605681	9210
chr2	79617645	79620305	9211
chr2	79634132	79639954	9212
chr2	80314071	80317643	9213
chr2	80578159	80582564	9214
chr2	80616381	80618516	9215
chr2	80638448	80640199	9216
chr2	83643578	83650414	9217
chr2	83723316	83725893	9218
chr2	83758132	83760694	9219
chr2	84504685	84507141	9220
chr2	84518279	84522692	9221
chr2	84617623	84619177	9222
chr2	84632236	84637756	9223
chr2	84645677	84651849	9224
chr2	84669257	84671959	9225
chr2	84676773	84680046	9226
chr2	84712882	84717660	9227
chr2	84724218	84728407	9228
chr2	84742896	84744943	9229
chr2	84798006	84801001	9230
chr2	84810199	84812623	9231
chr2	84826125	84828085	9232
chr2	84839450	84841119	9233
chr2	85007940	85010378	9234
chr2	85036218	85038729	9235
chr2	85046606	85049359	9236
chr2	85049789	85052019	9237
chr2	85059176	85062895	9238
chr2	86019888	86022309	9239
chr2	90395079	90395291	9240
chr2	90479291	90482528	9241
chr2	90489101	90493090	9242
chr2	90564595	90567566	9243
chr2	90573866	90576497	9244
chr2	90578106	90584435	9245
chr2	90638961	90641777	9246
chr2	90678416	90681497	9247
chr2	90744347	90747299	9248
chr2	90844324	90849837	9249
chr2	90889159	90890687	9250
chr2	90902922	90906410	9251
chr2	90914843	90919314	9252
chr2	90939721	90943114	9253
chr2	91053001	91055538	9254
chr2	91069151	91071475	9255
chr2	91114893	91115984	9256
chr2	91181454	91184470	9257
chr2	91192542	91197228	9258
chr2	91201401	91204188	9259
chr2	91235817	91238689	9260
chr2	91255605	91258316	9261
chr2	91264126	91267218	9262
chr2	91326540	91329049	9263
chr2	91349307	91351216	9264
chr2	91456679	91460102	9265
chr2	91484000	91486058	9266
chr2	91525745	91528154	9267
chr2	91537104	91538575	9268
chr2	91648405	91652437	9269
chr2	91708263	91712906	9270
chr2	91717498	91719738	9271
chr2	91729469	91732162	9272
chr2	91921658	91923859	9273
chr2	91931914	91933919	9274
chr2	91958159	91964416	9275
chr2	91983869	91986355	9276
chr2	92007373	92009384	9277
chr2	92020963	92024962	9278
chr2	92028317	92030488	9279
chr2	92055317	92056729	9280
chr2	92058204	92060434	9281
chr2	92093222	92094165	9282
chr2	92167874	92168526	9283
chr2	92182144	92186638	9284
chr2	92370505	92371183	9285
chr2	92372339	92377957	9286
chr2	92388564	92389963	9287
chr2	92430918	92435088	9288
chr2	92445888	92448043	9289
chr2	92455543	92461295	9290
chr2	92528715	92530055	9291
chr2	93044865	93046900	9292
chr2	93186878	93189487	9293
chr2	93333353	93335360	9294
chr2	93430560	93434552	9295
chr2	93457036	93463795	9296
chr2	93469354	93471548	9297
chr2	93820914	93822909	9298
chr2	93848793	93850560	9299
chr2	94008929	94011692	9300
chr2	94155845	94159457	9301
chr2	94177125	94179444	9302
chr2	94404229	94408395	9303
chr2	94436032	94438938	9304
chr2	98661882	98664440	9305
chr2	98664762	98665403	9306
chr2	98665798	98667741	9307
chr2	101627672	101629324	9308
chr2	101677919	101680067	9309
chr2	101796176	101798338	9310
chr2	101885615	101887215	9311
chr2	102185169	102187036	9312
chr2	102400034	102401783	9313
chr2	102899403	102902137	9314
chr2	103071957	103074526	9315
chr2	103281740	103288048	9316
chr2	103297118	103304619	9317
chr2	103324005	103327570	9318
chr2	103465918	103468316	9319
chr2	103482380	103486516	9320
chr2	103565215	103567432	9321
chr2	103759518	103762503	9322
chr2	103794665	103798923	9323
chr2	103816990	103818258	9324
chr2	103968619	103971027	9325
chr2	104027194	104030045	9326
chr2	104122216	104123702	9327
chr2	104492080	104495205	9328
chr2	104589136	104592529	9329
chr2	104711361	104713126	9330
chr2	104739297	104744146	9331
chr2	104815209	104818457	9332
chr2	104848557	104850518	9333
chr2	105014672	105017970	9334
chr2	105223888	105225446	9335
chr2	105252927	105253104	9336
chr2	105398287	105399830	9337
chr2	105903596	105907147	9338
chr2	106002071	106004100	9339
chr2	106973360	106975104	9340
chr2	109277287	109279151	9341
chr2	109279975	109282421	9342
chr2	109889872	109894832	9343
chr2	109916680	109924198	9344
chr2	109931925	109933135	9345
chr2	109990981	109992871	9346
chr2	110017017	110020733	9347
chr2	110189961	110194154	9348
chr2	110293326	110294002	9349
chr2	110595100	110603194	9350
chr2	112237990	112241714	9351
chr2	112254284	112256357	9352
chr2	112261662	112263774	9353
chr2	112264894	112267496	9354
chr2	112283954	112291468	9355
chr2	112366052	112369361	9356
chr2	112378535	112381452	9357
chr2	112453595	112457242	9358
chr2	112491664	112494488	9359
chr2	113326858	113328493	9360
chr2	113440007	113445389	9361
chr2	113477288	113479561	9362
chr2	113845507	113849960	9363
chr2	114173577	114175739	9364
chr2	114200125	114201933	9365
chr2	114653531	114655787	9366
chr2	115449141	115451153	9367
chr2	115519846	115520960	9368
chr2	115580499	115582693	9369
chr2	115911120	115913799	9370
chr2	116065299	116067685	9371
chr2	117119369	117123757	9372
chr2	117249252	117251127	9373
chr2	118109797	118113733	9374
chr2	118179429	118179636	9375
chr2	118387842	118389988	9376
chr2	118477924	118480494	9377
chr2	118548804	118549990	9378
chr2	118553701	118555586	9379
chr2	118597902	118599580	9380
chr2	118676506	118678310	9381
chr2	118744694	118747999	9382
chr2	118761566	118763440	9383
chr2	118764001	118766489	9384
chr2	118771218	118777444	9385
chr2	118790099	118792022	9386
chr2	118813612	118815486	9387
chr2	118861330	118862770	9388
chr2	118882550	118883892	9389
chr2	118895876	118897659	9390
chr2	118899850	118904162	9391
chr2	118925779	118927230	9392
chr2	119014903	119016541	9393
chr2	119027939	119029925	9394
chr2	119034111	119036192	9395
chr2	119046330	119048612	9396
chr2	119111554	119114507	9397
chr2	119153387	119157867	9398
chr2	119166383	119168548	9399
chr2	119172747	119176976	9400
chr2	119207356	119210858	9401
chr2	119226173	119232591	9402
chr2	119236202	119244887	9403
chr2	119249474	119252447	9404
chr2	119262741	119264981	9405
chr2	119269980	119271558	9406
chr2	119287520	119290489	9407
chr2	119298538	119301443	9408
chr2	119317632	119319605	9409
chr2	119324012	119329783	9410
chr2	119337160	119338823	9411
chr2	119350215	119351974	9412
chr2	119366652	119370378	9413
chr2	119474825	119479898	9414
chr2	119500649	119502503	9415
chr2	119546452	119550850	9416
chr2	119557222	119560449	9417
chr2	119592517	119598672	9418
chr2	119616863	119620714	9419
chr2	119661656	119663700	9420
chr2	119673139	119677269	9421
chr2	119739789	119745796	9422
chr2	119757261	119759366	9423
chr2	119786472	119788714	9424
chr2	119799013	119800863	9425
chr2	119872048	119873686	9426
chr2	119896384	119899049	9427
chr2	119971562	119974703	9428
chr2	119997312	119999432	9429
chr2	120026661	120029080	9430
chr2	120152681	120155865	9431
chr2	120352046	120353450	9432
chr2	120400942	120406216	9433
chr2	120562410	120564462	9434
chr2	120566452	120570075	9435
chr2	120607595	120611024	9436
chr2	120729639	120732781	9437
chr2	120847913	120851443	9438
chr2	120969156	120971776	9439
chr2	120976268	120978435	9440
chr2	121007518	121009894	9441
chr2	121138190	121141939	9442
chr2	121168162	121172837	9443
chr2	121270180	121272344	9444
chr2	121354441	121355642	9445
chr2	121356337	121360281	9446
chr2	121412431	121420131	9447
chr2	121441384	121443711	9448
chr2	121447429	121452902	9449
chr2	121456202	121458602	9450
chr2	121472939	121475097	9451
chr2	121505526	121508721	9452
chr2	121865985	121868162	9453
chr2	121954972	121958974	9454
chr2	122027056	122031123	9455
chr2	122116654	122119175	9456
chr2	122136863	122139146	9457
chr2	122145369	122152109	9458
chr2	122205067	122207817	9459
chr2	122220804	122223276	9460
chr2	122233451	122238655	9461
chr2	122259489	122261797	9462
chr2	122265322	122267746	9463
chr2	122296936	122302185	9464
chr2	122347788	122349809	9465
chr2	122359373	122362756	9466
chr2	122367336	122369478	9467
chr2	122374710	122379017	9468
chr2	122382375	122384736	9469
chr2	122440594	122445856	9470
chr2	122466669	122468283	9471
chr2	122629769	122632691	9472
chr2	122637289	122640500	9473
chr2	122656862	122660160	9474
chr2	122681301	122682351	9475
chr2	122698766	122705338	9476
chr2	122707298	122710245	9477
chr2	122737194	122740314	9478
chr2	122764371	122768423	9479
chr2	124601939	124605432	9480
chr2	124607196	124613034	9481
chr2	125121924	125124256	9482
chr2	125246401	125249514	9483
chr2	125624016	125625839	9484
chr2	125672529	125674232	9485
chr2	125723413	125725242	9486
chr2	125780267	125783724	9487
chr2	125857254	125860159	9488
chr2	125865645	125867639	9489
chr2	126151327	126153385	9490
chr2	126552134	126556760	9491
chr2	126596728	126598628	9492
chr2	126667998	126669555	9493
chr2	126671657	126677405	9494
chr2	126706391	126709882	9495
chr2	126864217	126866577	9496
chr2	126872427	126877275	9497
chr2	126931520	126934746	9498
chr2	127008091	127010466	9499
chr2	127069523	127072178	9500
chr2	127131719	127135014	9501
chr2	127142056	127144151	9502
chr2	127181997	127183687	9503
chr2	127206883	127209918	9504
chr2	127246395	127250571	9505
chr2	127268491	127272380	9506
chr2	127443537	127445312	9507
chr2	127583852	127584976	9508
chr2	127586210	127588686	9509
chr2	127721811	127726955	9510
chr2	127726989	127731232	9511
chr2	127734408	127735943	9512
chr2	127735950	127737615	9513
chr2	127740695	127742733	9514
chr2	127788215	127790482	9515
chr2	127790541	127793183	9516
chr2	127830644	127832902	9517
chr2	127889788	127892487	9518
chr2	128125201	128129349	9519
chr2	128202846	128203008	9520
chr2	128239547	128241359	9521
chr2	128420186	128421409	9522
chr2	128685561	128688119	9523
chr2	128696096	128702240	9524
chr2	128725542	128727577	9525
chr2	128816284	128821457	9526
chr2	128942953	128944875	9527
chr2	128966141	128969271	9528
chr2	129065226	129066970	9529
chr2	129100495	129102535	9530
chr2	129109456	129109571	9531
chr2	129128471	129130851	9532
chr2	129197407	129199882	9533
chr2	129245562	129248853	9534
chr2	129295833	129298411	9535
chr2	129799573	129805177	9536
chr2	130176219	130180478	9537
chr2	130273146	130276248	9538
chr2	130282446	130285508	9539
chr2	130423294	130426202	9540
chr2	130448932	130452046	9541
chr2	130562714	130566065	9542
chr2	130628311	130630498	9543
chr2	130634804	130639991	9544
chr2	130641987	130643416	9545
chr2	130663042	130665010	9546
chr2	130667032	130669644	9547
chr2	130838977	130840944	9548
chr2	130905163	130908301	9549
chr2	131159153	131161350	9550
chr2	131174513	131180714	9551
chr2	131185439	131188259	9552
chr2	131203648	131205554	9553
chr2	131208569	131215025	9554
chr2	131221153	131224103	9555
chr2	131232790	131236291	9556
chr2	131252877	131255021	9557
chr2	131261318	131266047	9558
chr2	131351051	131354578	9559
chr2	131402620	131405304	9560
chr2	131422508	131424056	9561
chr2	131490759	131493583	9562
chr2	131909377	131910736	9563
chr2	132028504	132030687	9564
chr2	132143346	132145960	9565
chr2	132233198	132237829	9566
chr2	132246144	132248995	9567
chr2	132250313	132254676	9568
chr2	132262371	132265345	9569
chr2	132575117	132578902	9570
chr2	132685699	132688095	9571
chr2	132696701	132699729	9572
chr2	132814585	132817569	9573
chr2	132845875	132848775	9574
chr2	132901901	132902117	9575
chr2	132920795	132925658	9576
chr2	132937998	132940054	9577
chr2	132941712	132948900	9578
chr2	132989019	132991122	9579
chr2	133510213	133512284	9580
chr2	133550255	133555607	9581
chr2	134643267	134644453	9582
chr2	134785554	134787444	9583
chr2	135658044	135660425	9584
chr2	135988580	135988767	9585
chr2	136678239	136680266	9586
chr2	136889786	136893278	9587
chr2	137113572	137118301	9588
chr2	138255765	138258631	9589
chr2	138276673	138279385	9590
chr2	140065712	140067683	9591
chr2	140168748	140172274	9592
chr2	140394380	140396720	9593
chr2	140667296	140672663	9594
chr2	140762108	140765274	9595
chr2	140777287	140779059	9596
chr2	140895574	140897735	9597
chr2	141285438	141287612	9598
chr2	141287946	141289773	9599
chr2	142900089	142902287	9600
chr2	143062344	143064576	9601
chr2	143844920	143848651	9602
chr2	143851556	143854074	9603
chr2	143861957	143864000	9604
chr2	143870228	143872048	9605
chr2	143889196	143891117	9606
chr2	143902559	143905892	9607
chr2	143911446	143919967	9608
chr2	144006304	144011572	9609
chr2	144077069	144080633	9610
chr2	144084110	144087780	9611
chr2	144106457	144109380	9612
chr2	144164073	144168160	9613
chr2	144176385	144178386	9614
chr2	144185246	144189880	9615
chr2	144197423	144199817	9616
chr2	144267097	144272675	9617
chr2	144294254	144296651	9618
chr2	144329798	144333728	9619
chr2	144367955	144371724	9620
chr2	144427669	144430843	9621
chr2	144458662	144459795	9622
chr2	144526789	144529044	9623
chr2	144549691	144551340	9624
chr2	144554833	144558035	9625
chr2	144593562	144595176	9626
chr2	144599640	144600883	9627
chr2	145002060	145002487	9628
chr2	145674541	145676606	9629
chr2	145785360	145788629	9630
chr2	145821605	145825310	9631
chr2	145831628	145833408	9632
chr2	145858824	145864722	9633
chr2	145902855	145905090	9634
chr2	145933481	145935328	9635
chr2	146468577	146471448	9636
chr2	146509357	146513033	9637
chr2	146554493	146556617	9638
chr2	146575235	146577926	9639
chr2	146855081	146857070	9640
chr2	147011839	147015343	9641
chr2	148044440	148047516	9642
chr2	148671595	148674536	9643
chr2	148678575	148682600	9644
chr2	148730896	148732832	9645
chr2	148874121	148875830	9646
chr2	150134662	150137541	9647
chr2	150217406	150219125	9648
chr2	150310509	150313052	9649
chr2	150360536	150363482	9650
chr2	150450110	150452351	9651
chr2	150607271	150609605	9652
chr2	150665037	150670167	9653
chr2	150748386	150751392	9654
chr2	150785409	150788321	9655
chr2	150858014	150859899	9656
chr2	150902594	150905669	9657
chr2	150908995	150910536	9658
chr2	150926051	150928316	9659
chr2	151008256	151009869	9660
chr2	151037320	151040371	9661
chr2	151493689	151496423	9662
chr2	151541431	151544323	9663
chr2	151562644	151565294	9664
chr2	151571421	151577993	9665
chr2	151619011	151620994	9666
chr2	151631180	151633247	9667
chr2	151633949	151636647	9668
chr2	151701459	151703236	9669
chr2	151739108	151742020	9670
chr2	151972571	151974979	9671
chr2	151977532	151980689	9672
chr2	151996187	151998313	9673
chr2	151999505	152002074	9674
chr2	152008958	152013695	9675
chr2	152047916	152049675	9676
chr2	152104480	152107611	9677
chr2	152225578	152229944	9678
chr2	152249935	152252992	9679
chr2	152292875	152297405	9680
