peak	chr	chromStart	chromEnd	Name	Start_b	End_b	gene	Strand	Distance	CV_amplitude	CV_phase	CV_mean	CV_pvalue	CV_qvalue	CV_fdr_BH	GF_amplitude	GF_phase	GF_mean	GF_pvalue	GF_qvalue	GF_fdr_BH
chr2_30077338_30079280	chr2	30077338	30079280	9464	30076766	30078766	Pkn3	+	0	9.264141037	12.18315963	37.49583178	0.004037285	0.000819363	0.043954733	20.57197545	3.451631789	37.98142774	0.452516272	0.54144548	0.894427172
chr2_30092468_30093825	chr2	30092468	30093825	9465	30093635	30095635	Zdhhc12	-	0	15.275386	10.40461118	47.28348634	0.003106183	0.00073575	0.039469285	25.14525774	3.110723956	53.93484298	0.425573426	0.54144548	0.894427172
chr2_30122895_30125761	chr2	30122895	30125761	9466	30124454	30126454	Zer1	-	0	15.81830075	11.38729353	77.04128368	0.279541445	0.006265386	0.336106502	39.50938092	1.34729768	110.907118	0.755489086	0.54144548	0.894427172
chr2_30132139_30136071	chr2	30132139	30136071	9467	30131871	30133871	Tbc1d13	+	0	52.73066421	12.66454915	160.4907277	0.103197871	0.003402457	0.182524723	53.31041994	1.387347755	164.4002582	0.7602292	0.54144548	0.894427172
chr2_30170952_30173016	chr2	30170952	30173016	9468	30169524	30171524	Endog	+	0	5.744769547	10.88555037	45.25858917	0.043164378	0.00231347	0.124106037	20.795732	0.812075392	59.25739721	0.674497423	0.54144548	0.894427172
chr2_30177150_30178782	chr2	30177150	30178782	9469	30178459	30180459	D2Wsu81e	-	0	3.451001965	9.880888561	35.63911678	0.736354805	0.013974761	0.749675756	13.51701334	1.868571056	40.25034359	0.806630125	0.54144548	0.894427172
chr2_30204266_30207174	chr2	30204266	30207174	9473	30205699	30207699	Ccbl1	-	0	15.38927568	12.45203718	77.2481161	0.119053011	0.003663254	0.196515156	28.72642379	1.742192588	91.40393878	0.796123624	0.54144548	0.894427172
chr2_30236335_30240882	chr2	30236335	30240882	9474	30235769	30237769	Lrrc8a	+	0	20.4607182	11.67806247	133.1044625	0.252130248	0.005807708	0.311554379	54.79818559	1.633307188	165.7197032	0.786181173	0.54144548	0.894427172
chr2_30285315_30287502	chr2	30285315	30287502	9476	30284433	30286433	Nup188	+	0	18.3036827	11.01082395	71.71816545	0.081483902	0.00302879	0.162479354	28.51517584	3.401659219	80.29310883	0.445423165	0.54144548	0.894427172
chr2_30360857_30361815	chr2	30360857	30361815	9477	30359231	30361231	Sh3glb2	-	0	9.298063764	12.62559824	33.46949126	7.25631E-05	0.000143949	0.007722142	11.8083562	2.161403524	37.93707752	0.827299911	0.54144548	0.894427172
chr2_30364217_30365092	chr2	30364217	30365092	9478	30362233	30364233	Fam73b	+	0	10.35466974	12.48074597	31.17029965	0.216513893	0.005224535	0.280270046	10.63621416	1.262298269	39.9936645	0.74489764	0.54144548	0.894427172
chr2_30391153_30397045	chr2	30391153	30397045	9479	30390416	30392416	Dolpp1	+	0	46.10808151	9.946962834	177.5337087	0.036564762	0.00215678	0.115700421	62.94910089	2.121000264	221.0999554	0.82472205	0.54144548	0.894427172
chr2_30413211_30418670	chr2	30413211	30418670	9480	30414050	30416050	Ppp2r4	+	0	50.77914193	10.64491549	184.1584781	0.080978214	0.003020014	0.16200861	71.18267732	1.45793852	213.8466335	0.768215273	0.54144548	0.894427172
chr2_30474342_30475406	chr2	30474342	30475406	9482	30474199	30476199	Ier5l	-	0	9.847561908	14.89331987	23.04442716	0.124024549	0.003739641	0.200612955	8.331618905	1.374907593	23.90118762	0.758773459	0.54144548	0.894427172
chr2_30716816_30719783	chr2	30716816	30719783	9486	30719210	30721210	Mir3089	+	0	15.6232962	12.22634698	66.76810464	0.044353489	0.002345476	0.125822994	27.67028246	1.112778087	75.36894189	0.724366091	0.54144548	0.894427172
chr2_30807755_30808978	chr2	30807755	30808978	9487	30805977	30807977	Mettl11a	+	0	15.74517691	11.9819825	42.14777705	0.059678318	0.002654419	0.142396273	17.78936978	1.469091858	46.76098585	0.769435548	0.54144548	0.894427172
chr2_30827106_30828630	chr2	30827106	30828630	9488	30828300	30830300	Asb6	-	0	14.53832706	12.09837273	52.76500586	0.120202576	0.003681412	0.197489291	25.17575137	3.445066303	58.11234368	0.451591101	0.54144548	0.894427172
chr2_30952281_30955594	chr2	30952281	30955594	9490	30951001	30953001	Tor1b	+	0	22.89723078	13.6283664	88.05504068	0.041603246	0.002278278	0.122218147	28.51692983	2.007159916	106.3807878	0.817005313	0.54144548	0.894427172
chr2_30964762_30968523	chr2	30964762	30968523	9492	30967918	30969918	Tor1a	-	0	37.92121645	12.43699938	114.0959943	0.016336255	0.001525366	0.081828214	35.83495907	1.545457293	124.2470607	0.777499996	0.54144548	0.894427172
chr2_30981391_30981947	chr2	30981391	30981947	9493	30980279	30982279	Usp20	+	0	8.512381911	10.5054061	22.83843543	0.023647255	0.001787096	0.095868707	11.68471218	1.076335988	22.21755115	0.718964803	0.54144548	0.894427172
chr2_30982222_30983028	chr2	30982222	30983028	9494	30980279	30982279	Usp20	+	0	6.096862466	10.87227234	25.20007453	0.283294591	0.006322572	0.339174217	11.84572862	3.492412163	24.57580731	0.458216861	0.54144548	0.894427172
chr2_31140884_31142807	chr2	31140884	31142807	9495	31142008	31144008	Fnbp1	-	0	8.362784019	13.35782537	35.67454156	0.384197963	0.007948712	0.426408464	18.85110628	3.402626735	47.9463322	0.445561611	0.54144548	0.894427172
chr2_31150986_31155226	chr2	31150986	31155226	9496	31150316	31152316	Gpr107	+	0	34.11427961	12.60141127	117.6833703	0.04252384	0.002300447	0.123407414	41.08027089	1.612082422	150.6768767	0.784139797	0.54144548	0.894427172
chr2_31158801_31160607	chr2	31158801	31160607	9497	31152291	31154291	D330023K18Rik	-	4511	13.42415446	9.605454271	42.72864337	0.000571493	0.000350616	0.018808795	18.84738429	2.423245485	63.40349591	0.842180945	0.54144548	0.894427172
chr2_31571588_31573824	chr2	31571588	31573824	9498	31570725	31572725	Fubp3	+	0	23.69247539	10.7334201	85.28528394	0.005149528	0.000907692	0.048693096	35.67985996	1.49183394	96.53683395	0.771889689	0.54144548	0.894427172
chr2_31670429_31671806	chr2	31670429	31671806	9499	31668737	31670737	Exosc2	+	0	8.889362054	13.24438681	29.50105538	0.01486331	0.001456738	0.078146695	13.08505782	1.27062586	36.59842864	0.745968332	0.54144548	0.894427172
chr2_31686862_31691591	chr2	31686862	31691591	9500	31686556	31688556	Abl1	+	0	38.10860407	11.27307174	161.5593226	0.279354052	0.006262724	0.33596369	68.15967024	1.250513833	183.983075	0.743369886	0.54144548	0.894427172
chr2_31973568_31975831	chr2	31973568	31975831	9506	31972450	31974450	Nup214	+	0	27.54596477	9.968213918	86.18678495	0.019933675	0.001655151	0.088790552	27.64723947	2.122652952	94.23486969	0.824829098	0.54144548	0.894427172
chr2_32083169_32084885	chr2	32083169	32084885	9508	32083705	32085705	Fam78a	-	0	4.146184131	16.07209173	39.74818461	0.670829443	0.012832193	0.688382684	19.03605314	1.39656612	52.2527716	0.761298412	0.54144548	0.894427172
chr2_32092996_32096064	chr2	32092996	32096064	9509	32093651	32095651	Ppapdc3	+	0	5.986708814	9.674626995	34.96301843	0.449684637	0.009052766	0.485635423	25.41149646	3.264397289	57.90737742	0.437114998	0.54144548	0.894427172
chr2_32150783_32154733	chr2	32150783	32154733	9511	32149148	32151148	Prrc2b	+	0	26.87350187	9.46828248	98.69357601	0.019952629	0.001655153	0.088790627	41.14154459	0.678962194	115.4265662	0.648119974	0.54144548	0.894427172
chr2_32235143_32238677	chr2	32235143	32238677	9513	32234683	32236683	Pomt1	+	0	30.37293395	10.51660602	102.8689761	0.030050622	0.001980819	0.106261008	34.66934217	1.632841928	113.5674678	0.786136798	0.54144548	0.894427172
chr2_32258292_32260870	chr2	32258292	32260870	9514	32260105	32262105	Uck1	-	0	30.91393165	11.90089806	107.8774769	0.043515313	0.002324365	0.12469053	39.03275218	1.806666112	113.4772599	0.801615495	0.54144548	0.894427172
chr2_32286699_32289844	chr2	32286699	32289844	9515	32286253	32288253	Golga2	+	0	27.96879474	10.05881912	119.3982758	0.112999023	0.003566159	0.191306534	50.70426245	2.317596007	150.9645552	0.836537394	0.54144548	0.894427172
chr2_32351761_32355463	chr2	32351761	32355463	9516	32353304	32355304	Dnm1	-	0	16.80132942	8.358168021	121.3881442	0.381372081	0.007901545	0.423878229	39.78954001	1.69695776	133.8693893	0.792098263	0.54144548	0.894427172
chr2_32359911_32364538	chr2	32359911	32364538	9517	32361010	32363010	Ciz1	+	0	31.14130254	12.16713738	150.8266338	0.056337856	0.00259337	0.139121272	49.43862761	1.773869416	159.3376429	0.798857126	0.54144548	0.894427172
chr2_32394656_32398040	chr2	32394656	32398040	9518	32393890	32395890	Ptges2	+	0	23.42642321	9.854333357	106.0242135	0.208543257	0.005095398	0.273342513	40.39915019	1.050487704	126.6201615	0.71503344	0.54144548	0.894427172
chr2_32449078_32454904	chr2	32449078	32454904	9522	32448457	32450457	Naif1	+	0	60.08215707	12.88576891	205.9692779	0.117344222	0.003636376	0.195073328	77.86733046	1.44713876	219.0417132	0.767023073	0.54144548	0.894427172
chr2_32534392_32540161	chr2	32534392	32540161	9530	32533359	32535359	Fam102a	+	0	123.6783493	13.06690019	349.5956853	0.019636503	0.001643455	0.08816312	96.00928941	2.358743432	293.6349893	0.838790391	0.54144548	0.894427172
chr2_32569887_32572121	chr2	32569887	32572121	9531	32568858	32570858	Dpm2	+	0	13.51954443	11.81106141	74.45138845	0.081530576	0.003029436	0.162514021	24.25841258	1.185772174	78.61239133	0.734706491	0.54144548	0.894427172
chr2_32692941_32694827	chr2	32692941	32694827	9532	32694175	32696175	Fpgs	-	0	16.51376261	10.9481085	43.98007735	0.013420204	0.001388173	0.074468496	18.86286377	0.853817206	50.65361035	0.682186961	0.54144548	0.894427172
chr2_32710932_32715969	chr2	32710932	32715969	9534	32712784	32714784	Cdk9	-	0	43.64735068	9.027008413	165.5483446	0.197604218	0.004918447	0.263850002	65.24911852	1.740002354	182.5208477	0.795932055	0.54144548	0.894427172
chr2_32756929_32759735	chr2	32756929	32759735	9535	32755234	32757234	Tor2a	+	0	12.41815484	11.41780767	64.51250323	0.189736361	0.004786428	0.256767811	30.33850285	0.870347183	76.79797012	0.685159094	0.54144548	0.894427172
chr2_32771809_32777037	chr2	32771809	32777037	9536	32773821	32775821	Ptrh1	+	0	27.26118142	11.69885376	127.0110678	0.140526406	0.00401161	0.21520272	58.60026359	3.312133397	139.9015188	0.444175179	0.54144548	0.894427172
chr2_32875142_32879502	chr2	32875142	32879502	9538	32874134	32876134	Fam129b	+	0	25.08518526	12.02599091	118.1650808	0.049562404	0.002446849	0.131261151	36.90345407	1.401577615	114.8994328	0.761876309	0.54144548	0.894427172
chr2_32960576_32963745	chr2	32960576	32963745	9539	32959712	32961712	Rpl12	+	0	35.64497787	12.56958678	109.6055478	0.106552865	0.003457625	0.185484232	32.12043007	2.559074023	122.26379	0.84879131	0.54144548	0.894427172
chr2_32965580_32968053	chr2	32965580	32968053	9540	32961301	32963301	Snora65	+	2280	19.98410306	10.65201459	91.43367791	0.083829553	0.00307224	0.164810228	33.3431188	2.564842564	112.2164083	0.849056982	0.54144548	0.894427172
chr2_32981107_32982159	chr2	32981107	32982159	9541	32982056	32984056	Slc2a8	-	0	9.305318679	8.676740153	25.52758416	0.025312197	0.001835466	0.098463544	9.26655843	3.080081551	33.89557894	0.420775899	0.54144548	0.894427172
chr2_33429104_33432198	chr2	33429104	33432198	9543	33431324	33433324	Zbtb34	-	0	21.12611848	8.527609226	103.1414295	0.35196499	0.007422471	0.398178297	35.9815737	1.077719097	119.1482523	0.719172797	0.54144548	0.894427172
chr2_33465994_33469092	chr2	33465994	33469092	9544	33468532	33470532	Zbtb43	-	0	30.82234949	10.72358555	122.5250591	0.047318147	0.002401496	0.128828184	44.1634499	2.305272441	141.1216051	0.83584854	0.54144548	0.894427172
chr2_34370865_34373433	chr2	34370865	34373433	9545	34372036	34374036	Pbx3	-	0	20.1699508	10.34448251	68.57967566	0.144508077	0.004070856	0.21838099	30.02647182	0.685735537	79.50571445	0.64953344	0.54144548	0.894427172
chr2_34752328_34755483	chr2	34752328	34755483	9547	34755232	34757232	Gapvd1	-	0	21.83845925	12.26905851	96.3327481	0.057113381	0.002609868	0.140006326	28.4332842	1.96188911	105.2058417	0.813739994	0.54144548	0.894427172
chr2_34770377_34774259	chr2	34770377	34774259	9548	34770090	34772090	Hspa5	+	0	69.30860393	13.47422109	195.6272626	0.025815167	0.001856329	0.099582713	48.96946932	3.662595495	189.5394269	0.882732986	0.54144548	0.894427172
chr2_34798579_34801019	chr2	34798579	34801019	9549	34799912	34801912	Rabepk	-	0	13.96498826	14.61447673	84.64304856	0.43867333	0.008862435	0.47542511	35.18951253	1.350836304	96.4218746	0.755914191	0.54144548	0.894427172
chr2_34801328_34803739	chr2	34801328	34803739	9550	34799912	34801912	Rabepk	-	0	29.1340082	11.98520539	91.70818935	0.031194667	0.002013395	0.108008533	38.61458273	1.711077597	118.2049421	0.793370434	0.54144548	0.894427172
chr2_34825038_34827468	chr2	34825038	34827468	9551	34826235	34828235	Fbxw2	-	0	39.23022543	11.04301143	108.2891075	0.023512488	0.001782593	0.095627148	34.07799552	3.49381849	126.2470729	0.879331306	0.54144548	0.894427172
chr2_34869251_34872211	chr2	34869251	34872211	9552	34870962	34872962	Psmd5	-	0	13.79076086	13.62287205	74.11128605	0.057935625	0.002622251	0.140670598	25.02688443	1.5185193	88.08237576	0.774712128	0.54144548	0.894427172
chr2_34873954_34874950	chr2	34873954	34874950	9553	34872436	34874436	D730039F16Rik	+	0	7.021097693	15.46161793	25.31954933	0.20134338	0.004983298	0.267328901	7.910863263	3.53501051	36.51681903	0.880210007	0.54144548	0.894427172
chr2_34902342_34904985	chr2	34902342	34904985	9555	34913976	34915976	Phf19	-	8992	1.257339236	3.710253471	30.25083777	0.374151112	0.007785577	0.417657097	21.12933309	2.889300364	42.9608641	0.401980013	0.54144548	0.894427172
chr2_35108639_35110347	chr2	35108639	35110347	9556	35107492	35109492	Cep110	+	0	14.87529514	11.79878106	57.10856758	0.103127625	0.003401467	0.182471638	17.02276869	1.590212567	54.06478183	0.78199953	0.54144548	0.894427172
chr2_35197654_35202092	chr2	35197654	35202092	9558	35201120	35203120	Rab14	-	0	40.41553395	9.849418863	145.1108932	0.007918856	0.001096845	0.05884023	65.19933714	1.202144684	167.0488898	0.736941323	0.54144548	0.894427172
chr2_35265224_35271013	chr2	35265224	35271013	9559	35254359	35256359	Gsn	+	8866	31.767454	9.316344127	182.0039967	0.302553595	0.006622418	0.355259467	66.14713269	2.19905213	208.9288918	0.829630085	0.54144548	0.894427172
chr2_35336042_35337116	chr2	35336042	35337116	9562	35337009	35339009	Stom	-	0	11.94363078	10.39534858	42.80653046	0.023279317	0.001773724	0.095151366	15.05481862	1.9185034	41.07096736	0.810499537	0.54144548	0.894427172
chr2_35977978_35980270	chr2	35977978	35980270	9567	35979624	35981624	Ttll11	-	0	21.97494409	8.948257472	79.71551533	0.110677998	0.003524037	0.189046893	31.34824011	1.054184866	81.68068055	0.71560094	0.54144548	0.894427172
chr2_36047776_36049680	chr2	36047776	36049680	9568	36047473	36049473	Morn5	+	0	15.23233321	11.0246001	63.65163754	0.0093622	0.001163143	0.0623968	21.44257397	2.638351586	69.31489038	0.852340729	0.54144548	0.894427172
chr2_36135277_36137908	chr2	36135277	36137908	9569	36134398	36136398	Mrrf	+	0	20.59215961	10.24465424	106.2461982	0.140320862	0.004010028	0.215117852	34.88908455	2.905351728	123.0200295	0.862809194	0.54144548	0.894427172
chr2_37357177_37360062	chr2	37357177	37360062	9570	37359332	37361332	Pdcl	-	0	25.56943608	13.17582825	74.69843964	0.026769397	0.001887217	0.101239698	31.12622095	1.605772103	83.52780013	0.783526115	0.54144548	0.894427172
chr2_37420962_37423689	chr2	37420962	37423689	9571	37422903	37424903	Rc3h2	-	0	22.23375156	11.20023944	98.83475066	0.042557112	0.002300447	0.123407414	38.90461968	1.803914549	120.3993586	0.801386831	0.54144548	0.894427172
chr2_37429106_37433073	chr2	37429106	37433073	9572	37430919	37432919	Zbtb6	-	0	21.4115512	11.29114135	102.032166	0.206549025	0.005069143	0.271934075	44.06651899	1.707766064	134.2393748	0.793073361	0.54144548	0.894427172
chr2_37442055_37444520	chr2	37442055	37444520	9573	37441285	37443285	Rabgap1	+	0	22.86221437	11.1344442	95.29848898	0.023618636	0.001786425	0.095832705	39.57228231	1.343315972	110.0232858	0.755009275	0.54144548	0.894427172
chr2_37451132_37454023	chr2	37451132	37454023	9574	37443121	37445121	Zbtb26	-	6012	12.91575344	10.11074622	79.74971528	0.077218915	0.002958291	0.158697478	35.35588367	1.074391249	94.37698487	0.718671947	0.54144548	0.894427172
chr2_38286364_38287778	chr2	38286364	38287778	9579	38287384	38289384	Dennd1a	-	0	6.142869907	8.124223074	39.78324496	0.364556907	0.007625958	0.409094341	14.30395873	1.361360408	40.20478854	0.757171219	0.54144548	0.894427172
chr2_38510991_38517377	chr2	38510991	38517377	9582	38509697	38511697	Nek6	+	0	54.31995241	11.70314384	228.9204979	0.062582512	0.002704271	0.145070561	94.76369199	1.602470677	341.1072697	0.783203803	0.54144548	0.894427172
chr2_38642895_38644789	chr2	38642895	38644789	9584	38643906	38645906	Psmb7	-	0	16.23888272	12.08226957	84.95562635	0.397642142	0.008173293	0.438456128	25.75994981	1.110732378	83.05028331	0.724067191	0.54144548	0.894427172
chr2_38923090_38927515	chr2	38923090	38927515	9586	38926461	38928461	Nr6a1	-	0	46.87713878	10.82896476	160.9473465	0.00304412	0.000729119	0.039113554	67.9193998	1.314655107	183.8346744	0.751508885	0.54144548	0.894427172
chr2_38997474_38999599	chr2	38997474	38999599	9587	38996309	38998309	Wdr38	+	0	15.48053176	9.261596008	54.20407051	0.097004631	0.0032998	0.177017722	18.81888587	1.057174135	54.1627363	0.716058509	0.54144548	0.894427172
chr2_39003750_39005945	chr2	39003750	39005945	9588	39005131	39007131	Rpl35	-	0	22.65459882	12.31423751	83.70341711	0.038543961	0.00221178	0.118650888	29.62906112	2.073596721	90.14071445	0.821592074	0.54144548	0.894427172
chr2_39006743_39009735	chr2	39006743	39009735	9589	39005131	39007131	Rpl35	-	0	27.21981635	11.11130799	96.56968569	0.025722828	0.001853898	0.099452329	45.96130841	0.685628721	109.2530865	0.649511211	0.54144548	0.894427172
chr2_39063785_39067281	chr2	39063785	39067281	9590	39065406	39067406	Golga1	-	0	33.50419583	10.94117002	149.6370092	0.118402043	0.003651064	0.195861226	56.10568779	1.849288339	180.3906894	0.805094445	0.54144548	0.894427172
chr2_39189621_39191017	chr2	39189621	39191017	9591	39190730	39192730	Scai	-	0	6.004563979	10.94149889	28.17299596	0.070508764	0.002840095	0.152356844	15.63570048	1.416526163	39.59708586	0.763586097	0.54144548	0.894427172
chr2_39224690_39227088	chr2	39224690	39227088	9592	39226338	39228338	Ppp6c	-	0	35.22538692	11.96606266	109.3122914	0.0228378	0.00176034	0.094433418	42.18039829	1.765297706	122.4801206	0.798124247	0.54144548	0.894427172
chr2_48812499_48817333	chr2	48812499	48817333	9600	48812109	48814109	Acvr2a	+	0	32.96841764	10.08322389	173.0492435	0.289032106	0.006409018	0.343811627	64.98716947	1.3901389	199.8494319	0.760553788	0.54144548	0.894427172
chr2_48947104_48951039	chr2	48947104	48951039	9603	48947508	48949508	Mbd5	+	0	37.02151156	10.77905078	134.537769	0.107758147	0.003474269	0.186377068	57.89488905	1.054073952	162.6064136	0.71558394	0.54144548	0.894427172
chr2_49450497_49453627	chr2	49450497	49453627	9605	49449486	49451486	Epc2	+	0	32.60769573	10.24957157	142.4093892	0.214952659	0.00520237	0.279081027	44.07136824	2.180883316	141.1906225	0.82851409	0.54144548	0.894427172
chr2_50295306_50297538	chr2	50295306	50297538	9607	50294810	50296810	Gm13483	+	0	23.37156397	13.65187659	83.02732735	0.176771036	0.004581506	0.245774807	26.89642492	1.828600424	87.01148076	0.803420538	0.54144548	0.894427172
chr2_51146277_51149266	chr2	51146277	51149266	9616	51149111	51151111	Rnd3	-	0	61.98606697	11.46385105	180.3281786	0.041622441	0.002278797	0.122245992	58.77778991	2.871475482	191.8308813	0.861598564	0.54144548	0.894427172
chr2_51971046_51973749	chr2	51971046	51973749	9619	51973208	51975208	Nmi	-	0	22.68540028	13.19696135	84.91341941	0.022157346	0.001737418	0.093203762	35.14096027	1.302625175	101.2093873	0.750014926	0.54144548	0.894427172
chr2_52072184_52074742	chr2	52072184	52074742	9620	52070837	52072837	Rif1	+	0	13.12836923	12.63025995	64.02880991	0.293772988	0.006481034	0.347674919	24.80831938	1.920852691	83.25333443	0.810677858	0.54144548	0.894427172
chr2_52424140_52425952	chr2	52424140	52425952	9621	52424874	52426874	Arl5a	-	0	18.56366502	12.70077672	73.67147535	0.087560916	0.003134637	0.168157548	23.46157916	2.723780351	89.11515038	0.855929439	0.54144548	0.894427172
chr2_52740908_52743106	chr2	52740908	52743106	9623	52742149	52744149	Stam2	-	0	27.36549965	9.736947805	111.430579	0.30503664	0.006659662	0.357257444	46.30416878	1.886045024	135.3946615	0.808001647	0.54144548	0.894427172
chr2_53189942_53193129	chr2	53189942	53193129	9624	53190084	53192084	Arl6ip6	+	0	36.57545809	9.51949368	155.7848029	0.225471446	0.005371804	0.288170298	53.09806669	2.910222342	169.0080888	0.862980622	0.54144548	0.894427172
chr2_57122400_57124804	chr2	57122400	57124804	9626	57124003	57126003	Nr4a2	-	0	19.38543729	8.15119129	92.29192938	0.307535663	0.006701772	0.359516419	29.06042986	1.9201128	94.94062918	0.810621733	0.54144548	0.894427172
chr2_57180999_57182802	chr2	57180999	57182802	9627	57179831	57181831	4930555B11Rik	+	0	11.29708006	9.794483937	38.02618516	0.22766464	0.005408421	0.290134606	15.76968964	0.823477732	43.23069171	0.676624461	0.54144548	0.894427172
chr2_57236430_57240491	chr2	57236430	57240491	9628	57235678	57237678	Gpd2	+	0	46.35386642	10.12128856	178.2756435	0.080947819	0.003019826	0.161998503	80.85642342	1.032597238	196.2107432	0.712262567	0.54144548	0.894427172
chr2_58278505_58280849	chr2	58278505	58280849	9634	58274779	58276779	Gm13544	+	1727	14.56049553	13.20166427	48.2704705	0.004059749	0.000821539	0.044071455	10.29154015	2.300713514	54.31928773	0.835592037	0.54144548	0.894427172
chr2_58356375_58358744	chr2	58356375	58358744	9635	58357758	58359758	Acvr1c	-	0	12.01227461	12.37967548	45.94029821	0.028032983	0.00192708	0.103378174	26.21103405	3.319202422	55.57461555	0.445211476	0.54144548	0.894427172
chr2_58565787_58569724	chr2	58565787	58569724	9639	58566828	58568828	Acvr1	-	0	13.36042888	11.26575199	100.1970725	0.412029295	0.008414721	0.451407499	42.32259965	0.771736699	119.9525997	0.666808827	0.54144548	0.894427172
chr2_59159300_59163479	chr2	59159300	59163479	9641	59158850	59160850	Pkp4	+	0	13.75166317	11.08783345	106.2698062	0.358846712	0.007536541	0.404297576	41.7466591	1.848661552	116.3278768	0.805044133	0.54144548	0.894427172
chr2_59611022_59614041	chr2	59611022	59614041	9649	59610044	59612044	Tanc1	+	0	18.68113358	9.368237158	116.177383	0.428492909	0.008693685	0.466372534	53.3743632	1.225172761	136.044493	0.740033913	0.54144548	0.894427172
chr2_59881529_59883284	chr2	59881529	59883284	9656	59882606	59884606	Wdsub1	-	0	16.17281531	11.35660776	46.40778616	0.004539694	0.000865673	0.046439003	24.05624637	0.789823081	58.89204554	0.670287949	0.54144548	0.894427172
chr2_60121290_60126706	chr2	60121290	60126706	9658	60125740	60127740	Baz2b	-	0	69.40262049	10.1847877	285.2324564	0.068793415	0.002813028	0.150904821	90.39652202	1.821295574	285.7810087	0.802822889	0.54144548	0.894427172
chr2_60208881_60211898	chr2	60208881	60211898	9660	60207936	60209936	2024-03-07 00:00:00	+	0	65.99905211	10.62969227	183.0411709	0.005585502	0.000942441	0.05055721	71.10352811	1.714844277	187.7455735	0.793707382	0.54144548	0.894427172
chr2_60282096_60285421	chr2	60282096	60285421	9664	60284418	60286418	Cd302	-	0	33.59971676	13.07830681	103.309307	0.0050311	0.000894779	0.048000405	30.55650202	1.837644364	117.3155395	0.804155686	0.54144548	0.894427172
chr2_60380539_60383871	chr2	60380539	60383871	9666	60383231	60385231	Ly75	-	0	19.91978752	13.43512094	74.99473379	0.026539522	0.001879436	0.100822311	29.87693692	1.337699023	95.39173433	0.754329741	0.54144548	0.894427172
chr2_60409592_60411446	chr2	60409592	60411446	9668	60409525	60411525	Gm13580	+	0	3.08000765	8.407658969	27.59111392	0.004615067	0.000871432	0.046747946	10.06435138	2.232200932	44.95654279	0.831626029	0.54144548	0.894427172
chr2_61711598_61713019	chr2	61711598	61713019	9673	61709694	61711694	Psmd14	+	0	17.09693041	11.14232102	68.13757442	0.248718899	0.005754706	0.308711065	32.0384073	1.088311977	74.87858357	0.720757877	0.54144548	0.894427172
chr2_62408186_62412553	chr2	62408186	62412553	9674	62412231	62414231	Dpp4	-	0	46.99926441	10.42364079	158.2653959	0.024914125	0.001823252	0.097808288	65.95123391	1.924423823	216.7544373	0.810948289	0.54144548	0.894427172
chr2_62643156_62647219	chr2	62643156	62647219	9676	62646255	62648255	Ifih1	-	0	29.06600079	12.45092262	124.5943485	0.078047	0.002967101	0.15917008	46.54954867	1.564686437	150.2897769	0.779453188	0.54144548	0.894427172
chr2_62664000_62665784	chr2	62664000	62665784	9677	62662327	62664327	Gca	+	0	12.60474671	14.70751789	40.8062436	0.00740161	0.001066919	0.057234836	20.00054949	0.891216002	53.98456856	0.6888535	0.54144548	0.894427172
chr2_65236734_65240481	chr2	65236734	65240481	9679	65238626	65240626	Cobll1	-	0	29.8311731	8.5171557	141.010383	0.096323369	0.003287263	0.176345132	53.75681785	1.54005815	140.1299505	0.776946092	0.54144548	0.894427172
chr2_66123442_66125600	chr2	66123442	66125600	9680	66124793	66126793	Galnt3	-	0	26.52581548	11.07964423	80.74463593	0.030141325	0.001982274	0.106339057	25.70773725	2.083913223	77.50759977	0.82228316	0.54144548	0.894427172
chr2_68470524_68473456	chr2	68470524	68473456	9683	68471981	68473981	Stk39	-	0	19.58230278	10.4749138	65.24079449	0.098669588	0.00332871	0.178568589	24.0214702	0.781717926	74.26079107	0.668735281	0.54144548	0.894427172
chr2_68860583_68864355	chr2	68860583	68864355	9685	68859557	68861557	Lass6	+	0	50.90422882	11.74260974	167.8073192	0.063114571	0.002710853	0.145423672	48.8445881	1.468586701	164.0684876	0.769380518	0.54144548	0.894427172
chr2_69134736_69137721	chr2	69134736	69137721	9691	69133800	69135800	Nostrin	+	0	29.31426138	14.51378274	134.5208253	0.258599478	0.005917081	0.317421658	62.79247463	1.072654734	157.2120024	0.718410046	0.54144548	0.894427172
chr2_69205226_69206366	chr2	69205226	69206366	9693	69206190	69208190	Spc25	-	0	6.547467634	13.29016095	43.52408749	0.55982722	0.010930431	0.586362746	11.31800337	1.131298638	40.54293602	0.727049201	0.54144548	0.894427172
chr2_69712663_69713794	chr2	69712663	69713794	9695	69712606	69714606	Fastkd1	-	0	6.001796315	12.93071102	31.27881404	0.312724717	0.00678448	0.36395327	13.26259472	1.822884745	34.60241139	0.802953203	0.54144548	0.894427172
chr2_69721548_69724829	chr2	69721548	69724829	9696	69721088	69723088	Ppig	+	0	29.74239588	10.68417678	129.1393436	0.166120568	0.004416898	0.236944405	47.53020032	1.804238273	158.2329803	0.80141376	0.54144548	0.894427172
chr2_69788908_69790786	chr2	69788908	69790786	9697	69787737	69789737	Phospho2	+	0	6.663430551	11.10501211	60.07761569	0.696014522	0.013270822	0.711912943	23.78808989	2.273869002	69.03774857	0.834063141	0.54144548	0.894427172
