tracking_id	q9_FPKM	q10_FPKM	q11_FPKM	q12_FPKM	q9_FPKM_rep	q10_FPKM_rep	q11_FPKM_rep	q12_FPKM_rep
Nup214	2.09149	1.41727	1.44641	2.05544	2.09149	1.41727	1.44641	2.05544
Nup35	2.2393	2.25854	2.12436	2.99638	2.2393	2.25854	2.12436	2.99638
Nup37	3.45858	1.59822	2.71166	1.5627	3.45858	1.59822	2.71166	1.5627
Nup43	1.89832	1.49311	2.73015	2.09558	1.89832	1.49311	2.73015	2.09558
Nup50	15.9201	14.7488	12.1433	14.6592	15.9201	14.7488	12.1433	14.6592
Nup54	3.9912	3.92532	3.98046	3.77397	3.9912	3.92532	3.98046	3.77397
Nup62	7.83113	6.09923	8.3078	6.56837	7.83113	6.09923	8.3078	6.56837
Nup62-il4i1	0.693433	0.634532	0.533706	0	0.693433	0.634532	0.533706	0
Nup62cl	0	0	0	0	0	0	0	0
Nup85	4.56433	2.18019	3.27632	2.13172	4.56433	2.18019	3.27632	2.13172
Nup88	13.9307	12.8831	12.0123	11.4486	13.9307	12.8831	12.0123	11.4486
Nup93	4.56537	2.3774	3.18448	3.50351	4.56537	2.3774	3.18448	3.50351
Nup98	2.09449	2.01452	1.82436	2.89263	2.09449	2.01452	1.82436	2.89263
Nupl1	2.8349	2.89802	2.48409	3.8429	2.8349	2.89802	2.48409	3.8429
Nupl2	1.20485	1.03955	1.04351	1.03604	1.20485	1.03955	1.04351	1.03604
Nupr1	88.2921	119.195	83.3417	92.052	88.2921	119.195	83.3417	92.052
Nus1	35.3233	28.2959	27.028	36.7577	35.3233	28.2959	27.028	36.7577
Nusap1	1.33819	0.962131	0.974243	0.741191	1.33819	0.962131	0.974243	0.741191
Nutf2	1.76292	0.710388	1.40678	0.987798	1.76292	0.710388	1.40678	0.987798
Nutf2-ps1	32.2888	20.6789	25.426	21.2935	32.2888	20.6789	25.426	21.2935
Nvl	3.96379	2.89393	2.65149	3.63314	3.96379	2.89393	2.65149	3.63314
Nwd1	0.0113976	0	0.018298	0	0.0113976	0	0.018298	0
Nxf1	50.981	39.6685	42.9097	40.8338	50.981	39.6685	42.9097	40.8338
Nxf2	0	0	0	0	0	0	0	0
Nxf3	0	0	0	0	0	0	0	0
Nxf7	3.00042	2.00447	0.83051	2.87819	3.00042	2.00447	0.83051	2.87819
Nxn	0.509744	1.01289	2.04589	0.540205	0.509744	1.01289	2.04589	0.540205
Nxnl1	0.0333221	0.0331065	0	0	0.0333221	0.0331065	0	0
Nxnl2	0.716814	0.356088	0.215774	0.0791301	0.716814	0.356088	0.215774	0.0791301
Nxph1	0	0	0	0	0	0	0	0
Nxph2	0	0	0.0289919	0	0	0	0.0289919	0
Nxph3	0	0	0.255234	0.240689	0	0	0.255234	0.240689
Nxph4	0	0	0	0	0	0	0	0
Nxt1	4.85262	6.95152	5.40803	5.77794	4.85262	6.95152	5.40803	5.77794
Nxt2	1.10909	1.74789	1.53499	1.85764	1.10909	1.74789	1.53499	1.85764
Nynrin	0.118895	0.129938	0.209965	0.0944997	0.118895	0.129938	0.209965	0.0944997
Nyx	0.677553	0.523576	0.423019	0.642692	0.677553	0.523576	0.423019	0.642692
O3far1	4.76708	2.29635	3.36277	8.41991	4.76708	2.29635	3.36277	8.41991
ORF61	73.2183	62.6962	54.7823	69.7651	73.2183	62.6962	54.7823	69.7651
ORF63	0	0.0589006	0.0475882	0.0523557	0	0.0589006	0.0475882	0.0523557
OTTMUSG00000016609	0	0	0	0	0	0	0	0
Oaf	8.99514	6.51732	13.6528	9.01926	8.99514	6.51732	13.6528	9.01926
Oas1a	28.335	30.6832	37.349	24.7534	28.335	30.6832	37.349	24.7534
Oas1b	1.57815	1.04552	2.74473	1.11581	1.57815	1.04552	2.74473	1.11581
Oas1c	0.988969	0.655046	0.727704	0.363912	0.988969	0.655046	0.727704	0.363912
Oas1d	0	0	0.0450331	0	0	0	0.0450331	0
Oas1e	1.477	0.620842	0.684006	0	1.477	0.620842	0.684006	0
Oas1f	0.201879	0	0.054017	0	0.201879	0	0.054017	0
Oas1g	21.5849	22.7319	31.1492	19.9095	21.5849	22.7319	31.1492	19.9095
Oas1h	0.114681	0.231269	0.322261	0.0685229	0.114681	0.231269	0.322261	0.0685229
Oas2	0.937087	1.11723	2.65155	0.84826	0.937087	1.11723	2.65155	0.84826
Oas3	9.3442	8.34026	18.081	9.5101	9.3442	8.34026	18.081	9.5101
Oasl1	254.146	202.108	182.878	113.899	254.146	202.108	182.878	113.899
Oasl2	55.2524	27.6363	69.1457	38.1268	55.2524	27.6363	69.1457	38.1268
Oat	391.007	494.564	276.376	329.581	391.007	494.564	276.376	329.581
Oaz1	105.379	130.517	79.3688	78.579	105.379	130.517	79.3688	78.579
Oaz1-ps	385.405	376.447	321.655	261.132	385.405	376.447	321.655	261.132
Oaz2	8.94874	10.8666	11.216	12.3858	8.94874	10.8666	11.216	12.3858
Oaz3	0.0922053	0	0.0740145	0.162859	0.0922053	0	0.0740145	0.162859
Obfc1	2.40955	1.47713	1.85188	1.40354	2.40955	1.47713	1.85188	1.40354
Obfc2a	2.50729	2.84693	2.50926	3.39329	2.50729	2.84693	2.50926	3.39329
Obfc2b	76.0268	74.5276	62.1669	74.4824	76.0268	74.5276	62.1669	74.4824
Obox1	0	0	0	0	0	0	0	0
Obox2	0	0	0	0	0	0	0	0
Obox3	0	0	0	0	0	0	0	0
Obox5	0	0	0	0	0	0	0	0
Obox6	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0
Obscn	0.0252837	0.0294086	0.049706	0.0447797	0.0252837	0.0294086	0.049706	0.0447797
Obsl1	0.0770042	0.168313	0.197799	0.0680048	0.0770042	0.168313	0.197799	0.0680048
Oc90	0	0	0	0	0	0	0	0
Oca2	0	0	0	0	0	0	0	0
Ocel1	10.5526	9.65969	8.42312	9.94758	10.5526	9.65969	8.42312	9.94758
Ociad1	74.4716	50.5455	44.1706	59.5672	74.4716	50.5455	44.1706	59.5672
Ociad2	55.4658	49.1736	25.9345	31.606	55.4658	49.1736	25.9345	31.606
Ocln	43.3096	45.8809	22.071	44.2805	43.3096	45.8809	22.071	44.2805
Ocm	39.9023	46.7349	62.8884	77.2106	39.9023	46.7349	62.8884	77.2106
Ocrl	0.447746	0.667273	1.36853	0.66917	0.447746	0.667273	1.36853	0.66917
Ocstamp	0.832678	0.875953	0.747037	0.346053	0.832678	0.875953	0.747037	0.346053
Odam	0	0	0	0	0	0	0	0
Odc1	60.8114	52.3427	61.216	47.6905	60.8114	52.3427	61.216	47.6905
Odf1	0	0	0	0	0	0	0	0
Odf2	3.44118	3.93417	4.11306	3.91496	3.44118	3.93417	4.11306	3.91496
Odf2l	11.4214	10.6806	8.46762	10.7771	11.4214	10.6806	8.46762	10.7771
Odf3	0	0	0	0	0	0	0	0
Odf3b	10.1801	8.58174	9.9876	11.3514	10.1801	8.58174	9.9876	11.3514
Odf3l1	0	0.0974836	0.236283	0	0	0.0974836	0.236283	0
Odf3l2	0	0	0	0.0726702	0	0	0	0.0726702
Odf4	0	0	0	0	0	0	0	0
Odz1	0	0	0	0	0	0	0	0
Odz2	0	0	0	0	0	0	0	0
Odz3	0.103859	0.0634952	0.0897804	0.155225	0.103859	0.0634952	0.0897804	0.155225
Odz4	0	0.0326576	0.0395781	0.00725719	0	0.0326576	0.0395781	0.00725719
Ofcc1	0	0	0	0	0	0	0	0
Ofd1	1.06941	0.902114	0.90702	1.12262	1.06941	0.902114	0.90702	1.12262
Ogdhl	0.105703	0.157529	0.212124	0.0466749	0.105703	0.157529	0.212124	0.0466749
Ogfod1	2.27368	2.01794	2.17017	2.70772	2.27368	2.01794	2.17017	2.70772
Ogfod2	11.2431	8.75856	9.02498	8.85723	11.2431	8.75856	9.02498	8.85723
Ogfr	38.2034	36.5655	34.8301	37.4833	38.2034	36.5655	34.8301	37.4833
Ogfrl1	0.258667	0.128497	0.711893	0.146852	0.258667	0.128497	0.711893	0.146852
Ogg1	4.48842	4.8416	3.03674	6.45543	4.48842	4.8416	3.03674	6.45543
Ogn	0.220327	0.364835	2.21074	0.356725	0.220327	0.364835	2.21074	0.356725
Ogt	15.3741	16.3269	17.2827	15.1996	15.3741	16.3269	17.2827	15.1996
Oip5	0.888376	0.315224	0.560302	0.280197	0.888376	0.315224	0.560302	0.280197
Oit1	426.828	340.915	232.365	352.96	426.828	340.915	232.365	352.96
Oit3	0.273164	0.339245	0.301499	0.301549	0.273164	0.339245	0.301499	0.301549
Ola1	14.104	11.8503	11.9658	16.165	14.104	11.8503	11.9658	16.165
Olah	0	0	0	0	0	0	0	0
Olfm1	0.395698	0.798566	2.84553	0.445047	0.395698	0.798566	2.84553	0.445047
Olfm2	0.389975	0.387451	0.313038	0.286999	0.389975	0.387451	0.313038	0.286999
Olfm3	0	0	0	0	0	0	0	0
Olfm4	13.9887	4.98907	26.3447	2.11176	13.9887	4.98907	26.3447	2.11176
Olfml1	0.145859	0	0.351249	0.17175	0.145859	0	0.351249	0.17175
Olfml2a	0.0389055	0.115961	0	0.171793	0.0389055	0.115961	0	0.171793
Olfml2b	0.177989	0.442092	0.214311	0.36677	0.177989	0.442092	0.214311	0.36677
Olfml3	1.90494	2.11527	3.01327	2.91931	1.90494	2.11527	3.01327	2.91931
Olfr1	0	0	0	0	0	0	0	0
Olfr10	0	0	0	0	0	0	0	0
Olfr100	0	0	0	0	0	0	0	0
Olfr1000	0	0	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0	0	0
Olfr1009	0	0	0	0	0	0	0	0
Olfr101	0	0	0	0	0	0	0	0
Olfr1010	0	0	0	0	0	0	0	0
Olfr1012	0	0	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0	0	0
Olfr102	0	0	0	0	0	0	0	0
Olfr1020	0	0	0	0	0	0	0	0
Olfr1022	0	0	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0	0	0
Olfr1024	0	0	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0	0	0
Olfr1029	0	0	0	0	0	0	0	0
Olfr103	0	0	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0	0	0
Olfr1033	0.0969152	0.096288	0.175039	0.0855888	0.0969152	0.096288	0.175039	0.0855888
Olfr1034	0	0.104291	0	0	0	0.104291	0	0
Olfr1036	0	0	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0	0	0
Olfr1038-ps	0	0	0	0	0	0	0	0
Olfr1039	0	0	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	0	0	0
Olfr1047	0	0	0	0	0	0	0	0
Olfr1048	0	0	0	0	0	0	0	0
Olfr1049	0	0	0	0	0	0	0	0
Olfr1051	0	0	0	0	0	0	0	0
Olfr1052	0	0	0	0	0	0	0	0
Olfr1053	0	0	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0	0	0
Olfr1058	0	0	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0	0	0
Olfr107	0	0	0	0	0	0	0	0
Olfr1076	0	0	0	0	0	0	0	0
Olfr1077-ps1	0	0	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0	0	0
Olfr108	0	0	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0	0	0
Olfr1089	0	0	0	0	0	0	0	0
Olfr109	0	0	0	0	0	0	0	0
Olfr1090	0	0	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0	0	0
Olfr11	0	0	0	0	0	0	0	0
Olfr110	0	0	0	0	0	0	0	0
Olfr1100	0	0	0	0	0	0	0	0
Olfr1101	0	0	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0	0	0
Olfr1105	0	0	0	0	0	0	0	0
Olfr1106	0	0	0	0	0	0	0	0
Olfr1107	0	0	0	0	0	0	0	0
Olfr1109	0	0	0	0	0	0	0	0
Olfr111	0	0	0	0	0	0	0	0
Olfr1110	0	0	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0	0	0
Olfr1115	0	0	0	0	0	0	0	0
Olfr1116-ps	0	0	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0	0	0
Olfr112	0	0	0	0	0	0	0	0
Olfr1120	0	0	0	0	0	0	0	0
Olfr1121	0	0	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0	0	0
Olfr1123	0	0	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0	0	0
Olfr1128	0	0	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0	0	0
Olfr113	0	0	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0	0	0
Olfr1136	0	0	0	0	0	0	0	0
Olfr1137	0	0	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0	0	0
Olfr114	0	0	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0	0	0
Olfr115	0	0	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0	0	0
Olfr1154	0	0	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0	0	0
Olfr1158	0	0	0	0	0	0	0	0
Olfr116	0	0	0	0	0	0	0	0
Olfr1160	0	0	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0	0	0
Olfr117	0	0	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0	0	0
Olfr1173	0	0	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0	0	0
Olfr118	0	0	0	0	0	0	0	0
Olfr1180	0	0	0	0	0	0	0	0
Olfr1181	0	0	0	0	0	0	0	0
Olfr1182	0	0	0	0	0	0	0	0
Olfr1183	0	0	0	0	0	0	0	0
Olfr1184	0	0	0	0	0	0	0	0
Olfr1186	0	0	0	0	0	0	0	0
Olfr1188	0	0	0	0	0	0	0	0
Olfr1189	0	0	0	0	0	0	0	0
Olfr119	0	0	0	0	0	0	0	0
Olfr1193	0	0	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0	0	0
Olfr1196	0	0	0	0	0	0	0	0
Olfr1197	0	0	0	0	0	0	0	0
Olfr1198	0	0	0	0	0	0	0	0
Olfr1199	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0
Olfr120	0	0	0	0	0	0	0	0
Olfr1200	0	0	0	0	0	0	0	0
Olfr1201	0	0	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0	0	0
Olfr1204	0	0	0	0	0	0	0	0
Olfr1205	0	0	0	0	0	0	0	0
Olfr1206	0	0	0	0	0	0	0	0
Olfr1208	0	0	0	0	0	0	0	0
Olfr1209	0	0	0	0	0	0	0	0
Olfr121	0	0	0	0	0	0	0	0
Olfr1211	0	0	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0	0	0
Olfr1213	0	0	0	0	0	0	0	0
Olfr1214	0	0	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0	0	0
Olfr1216	0	0	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0	0	0
Olfr1218	0	0	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0	0	0
Olfr122	0	0	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0	0	0
Olfr1226	0	0	0	0	0	0	0	0
Olfr1228	0	0	0	0	0	0	0	0
Olfr1229	0	0	0	0	0	0	0	0
Olfr123	0	0	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0	0	0
Olfr1232	0	0	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0	0	0
Olfr1238	0	0	0	0	0	0	0	0
Olfr1239	0	0	0	0	0	0	0	0
Olfr124	0	0	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0	0	0
Olfr1241	0	0	0	0	0	0	0	0
Olfr1242	0	0	0	0	0	0	0	0
Olfr1243	0	0	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	0	0	0
Olfr1246	0	0	0	0	0	0	0	0
Olfr1247	0	0	0	0	0	0	0	0
Olfr1248	0	0	0	0	0	0	0	0
Olfr1249	0	0	0	0	0	0	0	0
Olfr125	0	0	0	0	0	0	0	0
Olfr1250	0	0	0	0	0	0	0	0
Olfr1251	0	0	0	0	0	0	0	0
Olfr1252	0	0	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0	0	0
Olfr1254	0	0	0	0	0	0	0	0
Olfr1255	0	0	0	0	0	0	0	0
Olfr1256	0	0	0	0	0	0	0	0
Olfr1257	0	0	0	0	0	0	0	0
Olfr1258	0	0	0	0	0	0	0	0
Olfr1259	0	0	0	0	0	0	0	0
Olfr126	0	0	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	0	0	0
Olfr1261	0	0	0	0	0	0	0	0
Olfr1262	0	0	0	0	0	0	0	0
Olfr1263	0	0	0	0	0	0	0	0
Olfr1264	0	0	0	0	0	0	0	0
Olfr1265	0	0	0	0	0	0	0	0
Olfr1269	0	0	0	0	0	0	0	0
Olfr127	0	0	0	0	0	0	0	0
Olfr1270	0	0	0	0	0	0	0	0
Olfr1271	0	0	0	0	0	0	0	0
Olfr1272	0	0	0	0	0	0	0	0
Olfr1273-ps	0	0	0	0	0	0	0	0
Olfr1274-ps	0	0	0	0	0	0	0	0
Olfr1275	0	0	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0	0	0
Olfr1278	0	0	0	0	0	0	0	0
Olfr1279	0	0	0	0	0	0	0	0
Olfr128	0	0	0	0	0	0	0	0
Olfr1280	0	0	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0	0	0
Olfr1283	0	0	0	0	0	0	0	0
Olfr1284	0	0	0	0	0	0	0	0
Olfr1286	0	0	0	0	0	0	0	0
Olfr1287	0	0	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0	0	0
Olfr129	0	0	0	0	0	0	0	0
Olfr1290	0	0	0	0	0	0	0	0
Olfr1294	0	0	0	0	0	0	0	0
Olfr1295	0	0	0	0	0	0	0	0
Olfr1297	0	0	0	0	0	0	0	0
Olfr1298	0	0	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0	0	0
Olfr13	0	0	0	0	0	0	0	0
Olfr130	0	0	0	0	0	0	0	0
Olfr1300-ps1	0	0	0	0	0	0	0	0
Olfr1301	0	0	0	0	0	0	0	0
Olfr1302	0	0	0	0	0	0	0	0
Olfr1303	0	0	0	0	0	0	0	0
Olfr1305	0	0	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0	0	0
Olfr1307	0	0	0	0	0	0	0	0
Olfr1308	0	0	0	0	0	0	0	0
Olfr1309	0	0	0	0	0	0	0	0
Olfr131	0	0	0	0	0	0	0	0
Olfr1310	0	0	0	0	0	0	0	0
Olfr1311	0	0	0	0	0	0	0	0
Olfr1312	0	0	0	0	0	0	0	0
Olfr1313	0	0	0	0	0	0	0	0
Olfr1314	0	0	0	0	0	0	0	0
Olfr1316	0	0	0	0	0	0	0	0
Olfr1317	0	0	0	0	0	0	0	0
Olfr1318	0	0	0	0	0	0	0	0
Olfr132	0	0	0	0	0	0	0	0
Olfr1320	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0
Olfr1322	0	0	0	0	0	0	0	0
Olfr1323	0	0	0	0	0	0	0	0
Olfr1324	0	0	0	0	0	0	0	0
Olfr1325	0	0	0	0	0	0	0	0
Olfr1328	0	0	0	0	0	0	0	0
Olfr1329	0	0	0	0	0	0	0	0
Olfr133	0	0	0	0	0	0	0	0
Olfr1330	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0	0
Olfr1336	0	0	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0
Olfr134	0	0	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0	0	0
Olfr1341	0	0	0	0	0	0	0	0
Olfr1342	0	0	0	0	0	0	0	0
Olfr1344	0	0	0	0	0	0	0	0
Olfr1346	0	0	0	0	0	0	0	0
Olfr1347	0	0	0	0	0	0	0	0
Olfr1348	0	0	0	0	0	0	0	0
Olfr1349	0	0	0	0	0	0	0	0
Olfr135	0	0	0	0	0	0	0	0
Olfr1350	0	0	0	0	0	0	0	0
Olfr1351	0	0	0	0	0	0	0	0
Olfr1352	0	0	0	0	0	0	0	0
Olfr1353	0	0	0	0	0	0	0	0
Olfr1354	0	0	0	0	0	0	0	0
Olfr1355	0	0	0	0	0	0	0	0
Olfr1356	0	0	0	0	0	0	0	0
Olfr1357	0	0.267906	0.216453	0	0	0.267906	0.216453	0
Olfr1359	0	0	0	0	0	0	0	0
Olfr136	0	0	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0	0	0
Olfr1366	0	0	0	0	0	0	0	0
Olfr1367	0	0	0	0	0	0	0	0
Olfr1368	0.116062	0	0	0.102498	0.116062	0	0	0.102498
Olfr137	0	0	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0	0	0
Olfr1371	0	0	0	0	0	0	0	0
Olfr1372-ps1	0.219517	0.0545242	0.264314	0.145397	0.219517	0.0545242	0.264314	0.145397
Olfr1373	0	0	0	0	0	0	0	0
Olfr1377	0	0	0	0	0	0	0	0
Olfr1378	0	0	0	0	0	0	0	0
Olfr138	0	0	0	0	0	0	0	0
Olfr1380	0	0	0	0	0	0	0	0
Olfr1381	0	0	0	0	0	0	0	0
Olfr1382	0	0	0	0	0	0	0	0
Olfr1383	0	0	0	0	0	0	0	0
Olfr1384	0	0	0	0	0	0	0	0
Olfr1385	0	0	0	0	0	0	0	0
Olfr1386	0	0	0	0	0	0	0	0
Olfr1387	0	0	0	0	0	0	0	0
Olfr1388	0	0	0	0	0	0	0	0
Olfr1389	0	0	0	0	0	0	0	0
Olfr139	0	0	0	0	0	0	0	0
Olfr1390	0	0	0	0	0	0	0	0
Olfr1391	0	0	0	0	0	0	0	0
Olfr1392	0	0.103909	0.0839528	0.0923633	0	0.103909	0.0839528	0.0923633
Olfr1393	0	0	0.282943	0.415052	0	0	0.282943	0.415052
Olfr1394	0	0	0	0	0	0	0	0
Olfr1395	0	0	0	0	0	0	0	0
Olfr1396	0	0	0	0.0977318	0	0	0	0.0977318
Olfr140	0	0	0	0	0	0	0	0
Olfr1402	0	0	0	0	0	0	0	0
Olfr1404	0	0	0	0	0	0	0	0
Olfr1406	0	0	0	0	0	0	0	0
Olfr1408	0	0	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0
Olfr1416	0	0	0	0	0	0	0	0
Olfr1417	0.115592	0	0.0927874	0	0.115592	0	0.0927874	0
Olfr1418	0	0	0	0	0	0	0	0
Olfr1419	0	0	0	0	0	0	0	0
Olfr142	0	0	0	0	0	0	0	0
Olfr1420	0	0	0	0	0	0	0	0
Olfr1423	0	0	0	0	0	0	0	0
Olfr1424	0	0	0	0	0	0	0	0
Olfr1425	0	0	0	0	0	0	0	0
Olfr1426	0	0	0	0	0	0	0	0
Olfr1427	0	0	0	0	0	0	0	0
Olfr1428	0	0	0	0	0	0	0	0
Olfr143	0	0	0	0	0	0	0	0
Olfr1431	0	0	0	0	0	0	0	0
Olfr1433	0	0	0	0	0	0	0	0
Olfr1434	0	0	0	0	0	0	0	0
Olfr1436	0	0	0	0	0	0	0	0
Olfr1437	0	0	0	0	0	0	0	0
Olfr1440	0	0	0	0	0	0	0	0
Olfr1441	0	0	0	0	0	0	0	0
Olfr1442	0	0	0	0	0	0	0	0
Olfr1443	0	0	0	0	0	0	0	0
Olfr1444	0	0	0	0	0	0	0	0
Olfr1445	0	0	0	0	0	0	0	0
Olfr1446	0	0	0	0	0	0	0	0
Olfr1447	0	0	0	0	0	0	0	0
Olfr1448	0	0	0	0	0	0	0	0
Olfr1449	0	0	0	0	0	0	0	0
Olfr145	0	0	0	0	0	0	0	0
Olfr1450	0	0	0	0	0	0	0	0
Olfr1451	0	0	0	0	0	0	0	0
Olfr1453	0	0	0	0	0	0	0	0
Olfr1454	0	0	0	0	0	0	0	0
Olfr1457	0	0	0	0	0	0	0	0
Olfr1459	0	0	0	0	0	0	0	0
Olfr146	0	0	0	0	0	0	0	0
Olfr1461	0	0	0	0	0	0	0	0
Olfr1462	0	0	0	0	0	0	0	0
Olfr1463	0	0	0	0	0	0	0	0
Olfr1465	0	0	0	0	0	0	0	0
Olfr1466	0	0	0	0	0	0	0	0
Olfr1467	0	0	0	0	0	0	0	0
Olfr1469	0	0	0	0	0	0	0	0
Olfr147	0	0	0	0	0	0	0	0
