peak,chr,chromStart,chromEnd,Name,Start_b,End_b,Name_b,Strand,Distance,CV_amplitude,CV_phase,CV_mean,CV_pvalue,CV_qvalue,CV_fdr_BH,GF_amplitude,GF_phase,GF_mean,GF_pvalue,GF_qvalue,GF_fdr_BH
chr3_30994460_30997223,chr3,30994460,30997223,10708,30993771,30995771,Prkci,+,0,27.3957087806,11.8870126282,122.478131665,0.196233450074,0.00489239417105,0.262452377081,42.6957512276,2.2199622437,133.922876133,0.83089509746,0.541445479813,0.894427172188
chr3_31093008_31094714,chr3,31093008,31094714,10711,31093061,31095061,Skil,+,0,12.0424715914,9.91623651777,69.5328778616,0.345572659753,0.00731922525862,0.392639677089,27.8167881178,0.751181673538,66.4168046003,0.662790978774,0.541445479813,0.894427172188
chr3_31094813_31097037,chr3,31094813,31097037,10712,31093061,31095061,Skil,+,0,30.9118321152,11.9664608105,109.277963652,0.0978284718539,0.00331581632639,0.177876893479,33.8277285953,1.28468769403,101.221618577,0.747759703739,0.541445479813,0.894427172188
chr3_32364492_32366496,chr3,32364492,32366496,10714,32363489,32365489,4930429B21Rik,+,0,14.9499252014,14.0826773266,46.3528410717,0.0684801786039,0.00280518438286,0.150484054165,21.7010206752,1.60110885134,65.3758468353,0.783070600177,0.541445479813,0.894427172188
chr3_32509435_32512153,chr3,32509435,32512153,10716,32508550,32510550,Zfp639,+,0,12.8803927581,11.9185586334,79.732839193,0.411124648045,0.00839871508224,0.450548884797,26.7550421677,1.28235476984,84.570497315,0.747463939538,0.541445479813,0.894427172188
chr3_32528528_32532180,chr3,32528528,32532180,10717,32527482,32529482,Mfn1,+,0,22.6396701558,13.4038045065,91.8493578148,0.00368239812242,0.000786890919773,0.0422127459843,31.0290491559,2.06824721223,99.4515268355,0.821231517426,0.541445479813,0.894427172188
chr3_32708503_32710153,chr3,32708503,32710153,10718,32706546,32708546,Actl6a,+,0,11.5174624058,10.0410967566,76.6575473727,0.276990590912,0.0062267012454,0.334031250568,30.3284863232,2.40387143958,79.2483863212,0.841180254652,0.541445479813,0.894427172188
chr3_32735615_32738358,chr3,32735615,32738358,10719,32735063,32737063,Ndufb5,+,0,11.7401683228,9.72794826886,102.269766046,0.389553534334,0.00803605284976,0.431093877358,21.6607127549,2.36483169851,96.2853442908,0.839117698312,0.541445479813,0.894427172188
chr3_33798680_33801559,chr3,33798680,33801559,10720,33798195,33800195,Ttc14,+,0,35.9969825433,10.7361959097,133.0003108,0.164822136699,0.00439280185937,0.235651758572,41.906627974,2.71722112218,137.993595687,0.855662242904,0.541445479813,0.894427172188
chr3_34019087_34021892,chr3,34019087,34021892,10721,34018079,34020079,Fxr1,+,0,21.6428410457,9.96458051509,75.4674541214,0.194086051738,0.00485349205613,0.260365473986,25.5249300522,1.88490883887,93.0081920673,0.807913043425,0.541445479813,0.894427172188
chr3_34080177_34081935,chr3,34080177,34081935,10722,34081326,34083326,Dnajc19,-,0,8.14115026491,10.8224200398,45.50035562,0.00212424717526,0.000626176720442,0.0335912363164,20.9540083419,1.81098546424,58.9646794203,0.801973440182,0.541445479813,0.894427172188
chr3_35744290_35748031,chr3,35744290,35748031,10726,35752138,35754138,Atp11b,+,4108,34.2305694879,11.5073849795,101.787128398,0.00182318745408,0.000577640889713,0.0309875327506,41.1270659154,2.96865909102,141.416403264,0.864986930535,0.541445479813,0.894427172188
chr3_35753394_35756390,chr3,35753394,35756390,10727,35752138,35754138,Atp11b,+,0,34.6523594268,10.4249366184,113.944112064,0.06591403607,0.0027599638814,0.148058201364,38.7539710224,2.17937424783,131.289912095,0.828420685567,0.541445479813,0.894427172188
chr3_35762678_35766851,chr3,35762678,35766851,10728,35752138,35754138,Atp11b,+,8541,15.494113252,14.3259393405,69.2009923071,0.0681932417722,0.0027995711995,0.150182935067,42.3464647962,3.24646777363,93.8847876732,0.434435377537,0.541445479813,0.894427172188
chr3_35929631_35936078,chr3,35929631,35936078,10730,35932966,35934966,Dcun1d1,-,0,48.2807738148,11.9292554051,212.379806533,0.107272501975,0.00346754153239,0.186016188799,76.7828109307,1.65256965957,249.091557131,0.788003877837,0.541445479813,0.894427172188
chr3_35999472_36000764,chr3,35999472,36000764,10731,35997913,35999913,A330050B17Rik,+,0,11.9703027621,11.4992376051,34.3155706211,0.000620490101736,0.000362731750394,0.0194587367258,21.3633288851,3.46771008447,40.1891829526,0.454773285346,0.541445479813,0.894427172188
chr3_36065234_36067300,chr3,36065234,36067300,10732,36064000,36066000,Acad9,+,0,7.00601270684,9.89026302021,56.509135282,0.490739322316,0.00974981292083,0.523028498461,27.004639625,2.90312588229,56.4998819054,0.404270714194,0.541445479813,0.894427172188
chr3_36151049_36151768,chr3,36151049,36151768,10733,36149080,36151080,D3Ertd254e,+,0,8.47111753775,9.45602343586,26.3942909011,0.0210124348471,0.00169331222758,0.0908376969906,8.11691971924,1.04218939385,28.2404276157,0.713753318551,0.541445479813,0.894427172188
chr3_36531717_36534064,chr3,36531717,36534064,10734,36521445,36523445,Gm11549,-,8273,9.44728944403,7.88747655126,43.0537454553,0.391024554915,0.00806113058199,0.432439171749,23.9002378758,0.706083392853,47.1024744716,0.653732428286,0.541445479813,0.894427172188
chr3_36551876_36553607,chr3,36551876,36553607,10735,36550606,36552606,Exosc9,+,0,2.09344912907,3.80779109706,36.0932685957,0.830080335896,0.0156104257423,0.837420943625,11.2916082824,1.54553298018,49.5058677929,0.777507743773,0.541445479813,0.894427172188
chr3_36557119_36558573,chr3,36557119,36558573,10736,36550606,36552606,Exosc9,+,4514,5.05055527501,9.80599140529,20.8155096976,0.00595556760978,0.000969093995984,0.0519870259771,7.65887721881,2.66986982689,34.2930410252,0.853692485826,0.541445479813,0.894427172188
chr3_36570404_36572994,chr3,36570404,36572994,10737,36571996,36573996,Ccna2,-,0,15.268881959,11.2766834148,65.1248265226,0.0662530610917,0.00276446300745,0.148299556881,17.376982191,0.822158721584,58.3543149915,0.676379436376,0.541445479813,0.894427172188
chr3_36861066_36865212,chr3,36861066,36865212,10741,36861106,36863106,4932438A13Rik,+,0,26.4586165978,15.2858669716,124.940274314,0.357697060517,0.00751596556223,0.403193806324,66.6214140932,3.3819988506,123.049439732,0.442600383957,0.541445479813,0.894427172188
chr3_37312232_37312951,chr3,37312232,37312951,10742,37310554,37312554,Bbs12,+,0,4.39053937855,10.1262241974,22.6176838238,0.297072495129,0.00653514181541,0.350577538123,4.61414856045,3.52015564525,25.9374704159,0.879896827063,0.541445479813,0.894427172188
chr3_37418161_37419701,chr3,37418161,37419701,10743,37418280,37420280,Spata5,+,0,8.70096475669,11.3535491993,55.7255730545,0.51915916651,0.0102394584423,0.549295521626,16.7372271589,3.01659265982,55.8892734122,0.866564835825,0.541445479813,0.894427172188
chr3_37419790_37421994,chr3,37419790,37421994,10744,37418280,37420280,Spata5,+,0,13.5127731913,9.53130248423,73.8290715841,0.372672316753,0.00775926031867,0.416245348151,31.7695326547,0.885871818807,76.6914850891,0.68791351681,0.541445479813,0.894427172188
chr3_37639313_37640768,chr3,37639313,37640768,10745,37637950,37639950,Spry1,+,0,5.24539998453,8.38104743885,36.7210874823,0.371221960222,0.00773602071649,0.414998660206,13.5348471205,3.58856279732,43.7928574675,0.881304958839,0.541445479813,0.894427172188
chr3_37722313_37725635,chr3,37722313,37725635,10748,37724360,37726360,Gm5148,-,0,34.7833607093,10.784138589,112.65038721,0.00923532743081,0.00116024957395,0.0622415627283,47.1377352083,3.51327213468,155.090190455,0.879750293761,0.541445479813,0.894427172188
chr3_38483272_38484985,chr3,38483272,38484985,10750,38484816,38486816,Ankrd50,-,0,23.5615008545,12.8391310343,64.2332304524,0.00636456973824,0.000994351709183,0.0533419754429,27.0816008171,0.681875216857,64.5966500346,0.648728833658,0.541445479813,0.894427172188
chr3_38485185_38485730,chr3,38485185,38485730,10751,38484816,38486816,Ankrd50,-,0,6.79712509322,10.2307237056,25.4294291766,0.092394735654,0.0032204618031,0.172761602187,10.3837151706,3.43838492965,18.5894732853,0.450647502516,0.541445479813,0.894427172188
chr3_40744606_40747032,chr3,40744606,40747032,10753,40743613,40745613,Hspa4l,+,0,20.4646121842,12.6950163843,71.9974487692,0.100577756095,0.00335754816526,0.180115597053,17.7950846881,1.81349993709,64.2601166239,0.80218124948,0.541445479813,0.894427172188
chr3_40798662_40801832,chr3,40798662,40801832,10754,40797951,40799951,Plk4,+,0,26.7021489482,10.8961417513,96.0461173463,0.00550517274709,0.000938002358402,0.0503191157668,36.4718651403,1.68378048536,107.150624627,0.790897962256,0.541445479813,0.894427172188
chr3_40843356_40848759,chr3,40843356,40848759,10755,40844999,40846999,Gm2011,+,0,55.5569449861,13.697423857,200.006800758,0.0766792192385,0.00295246954667,0.158385163519,62.8795577772,2.49930792379,231.212042833,0.845967936628,0.541445479813,0.894427172188
chr3_40889704_40895569,chr3,40889704,40895569,10757,40892277,40894277,3110057O12Rik,+,0,52.7146662758,12.5575408602,189.911888847,0.0140131700368,0.00141755993725,0.0760449714756,74.1771147612,1.88499158304,227.481561041,0.807919498764,0.541445479813,0.894427172188
chr3_40949620_40953197,chr3,40949620,40953197,10758,40948631,40950631,Larp1b,+,0,26.6763512862,8.93808568879,124.463426903,0.156507482737,0.00426047238273,0.228552946725,42.2067145117,1.84511295862,139.606020591,0.804758814664,0.541445479813,0.894427172188
chr3_41081291_41084358,chr3,41081291,41084358,10760,41083046,41085046,Pgrmc2,-,0,19.3019401844,11.0331831471,82.8019666213,0.0230683947935,0.00176479535213,0.0946724076258,34.3789480744,0.830734504078,93.8547697959,0.677967716966,0.541445479813,0.894427172188
chr3_41562124_41567335,chr3,41562124,41567335,10765,41553734,41555734,Phf17,+,6391,34.4669588839,11.5107759407,153.626533786,0.107700876445,0.00347426870401,0.186377067772,41.6809131805,1.64273490931,154.982269828,0.78707679596,0.541445479813,0.894427172188
chr3_41741339_41743781,chr3,41741339,41743781,10768,41740618,41742618,D3Ertd751e,+,0,23.390297541,12.8626981397,77.3595714924,0.0206969805612,0.0016870756275,0.090503134717,26.8639146739,1.2645961545,74.9210748457,0.745193816646,0.541445479813,0.894427172188
chr3_51222172_51227270,chr3,51222172,51227270,10773,51222447,51224447,Ccrn4l,+,0,63.4293716024,10.8392148178,231.405977423,0.0886105636479,0.00315359815479,0.169174703252,71.1552892372,3.75341548569,264.464557152,0.884353986359,0.541445479813,0.894427172188
chr3_51231170_51234565,chr3,51231170,51234565,10774,51222447,51224447,Ccrn4l,+,6724,30.6351154365,13.9716585129,104.397350183,0.00765567146806,0.00108109016893,0.0579950581972,29.7414690785,2.99394069223,118.572358989,0.865826636032,0.541445479813,0.894427172188
chr3_51326184_51328639,chr3,51326184,51328639,10776,51325987,51327987,Elf2,-,0,8.70027290342,16.3679553374,54.3609777284,0.0840253047105,0.00307586891787,0.165004920058,14.5900732439,2.37458889799,59.3292269686,0.839639044353,0.541445479813,0.894427172188
chr3_51407686_51409250,chr3,51407686,51409250,10779,51408955,51410955,Ndufc1,-,0,12.7311679637,10.2843567515,78.5630003342,0.539187896638,0.0105756213436,0.567328973033,18.3883384137,3.56785855652,76.0263918444,0.880887903114,0.541445479813,0.894427172188
chr3_51414805_51418185,chr3,51414805,51418185,10780,51414016,51416016,Naa15,+,0,33.1156104936,11.0194058005,145.446051765,0.0819401795617,0.00303502863998,0.162814044253,52.3473107721,1.68721338926,159.226722151,0.791211883104,0.541445479813,0.894427172188
chr3_51474786_51475979,chr3,51474786,51475979,10781,51481966,51483966,Rab33b,+,5988,10.6767754177,11.2401000517,32.2310548601,0.192553162612,0.00482941864845,0.259074056564,5.08378373637,1.05865419334,33.567004625,0.716284642062,0.541445479813,0.894427172188
chr3_51482782_51485199,chr3,51482782,51485199,10782,51481966,51483966,Rab33b,+,0,16.6548056525,8.99064151752,70.2395989211,0.217921709576,0.00524446779132,0.281339358652,30.3663010253,1.62259636438,93.0368070793,0.785155378344,0.541445479813,0.894427172188
chr3_51550899_51554714,chr3,51550899,51554714,10786,51557757,51559757,5031434O11Rik,+,3044,22.5776399349,11.6652152754,82.3706210819,0.0125046981907,0.00134433606755,0.0721168786057,29.3116159795,0.801314850446,92.8844599772,0.672471555789,0.541445479813,0.894427172188
chr3_51558879_51561973,chr3,51558879,51561973,10787,51557757,51559757,5031434O11Rik,+,0,30.7875639023,10.4965232474,122.552178884,0.162232583064,0.00435251514152,0.233490578484,54.3790386036,3.01542470008,136.903582143,0.410508408182,0.541445479813,0.894427172188
chr3_51652321_51653503,chr3,51652321,51653503,10788,51659193,51661193,Mgst2,+,5691,8.10006914481,14.1633814989,30.4176328716,0.41631325635,0.00848873059668,0.455377765079,17.2743237472,2.98829893296,34.1202693932,0.406143074906,0.541445479813,0.894427172188
chr3_51659754_51664664,chr3,51659754,51664664,10789,51659193,51661193,Mgst2,+,0,40.7305340852,11.6298921527,169.678486963,0.179084692022,0.00461768988274,0.247715871611,53.935142645,1.63261064274,180.850969991,0.786114732463,0.541445479813,0.894427172188
chr3_52101301_52105617,chr3,52101301,52105617,10796,52105006,52107006,Maml3,-,0,19.2913278003,8.83558553405,108.374799572,0.368861599532,0.00769699462569,0.412905106429,52.1497307578,1.03590010841,133.705793736,0.712777219664,0.541445479813,0.894427172188
chr3_52267267_52272134,chr3,52267267,52272134,10798,52266337,52268337,Foxo1,+,0,24.5588238187,9.45999855567,169.216058518,0.458852442853,0.00920530598274,0.493818435812,68.2032863209,1.12625095806,198.709300352,0.726322011276,0.541445479813,0.894427172188
chr3_53015817_53017522,chr3,53015817,53017522,10802,53017223,53019223,Cog6,-,0,8.87013516155,11.0679750711,47.2500180803,0.418459949948,0.0085264941126,0.457403588054,13.7506716675,2.2074763917,59.8871544053,0.830142207106,0.541445479813,0.894427172188
chr3_53451611_53455004,chr3,53451611,53455004,10804,53461817,53463817,2810046L04Rik,+,6814,16.6112078118,13.4228556478,81.2817287931,0.0912510600937,0.00320001604007,0.171664789681,25.0118194987,1.11450701648,66.4251456558,0.724618311602,0.541445479813,0.894427172188
chr3_53462113_53465426,chr3,53462113,53465426,10805,53461817,53463817,2810046L04Rik,+,0,41.2159331383,11.5486631289,133.650879022,0.0682088229957,0.0027996732717,0.150188410729,44.5231132317,2.79808847754,156.698869247,0.858863217674,0.541445479813,0.894427172188
chr3_53862509_53864461,chr3,53862509,53864461,10806,53863807,53865807,Ufm1,-,0,25.9127106996,12.6073315123,97.2783434723,0.105739154456,0.00344700437162,0.184914473264,34.4756564595,2.12086928274,106.08513953,0.824713560139,0.541445479813,0.894427172188
chr3_54691479_54694019,chr3,54691479,54694019,10807,54691105,54693105,Fam48a,+,0,20.5113143327,11.8568315884,67.2569833785,0.0485152115502,0.00242510977348,0.130094960152,19.9802502571,1.85734229035,68.5282388494,0.805738718217,0.541445479813,0.894427172188
chr3_54733903_54736573,chr3,54733903,54736573,10808,54733539,54735539,Alg5,+,0,23.9215129461,11.3176367306,108.787927843,0.246727334607,0.00572273473307,0.306995978162,40.7497316351,1.37656669987,118.408596961,0.75896846392,0.541445479813,0.894427172188
chr3_54805405_54808749,chr3,54805405,54808749,10809,54807791,54809791,Rfxap,-,0,21.1338674092,7.66679977421,89.5954546478,0.019472057696,0.00163679319752,0.087805734873,42.3046018698,0.931262025536,105.732293495,0.695765773824,0.541445479813,0.894427172188
chr3_55111744_55113536,chr3,55111744,55113536,10811,55110108,55112108,Spg20,+,0,15.0140664154,9.56836679733,62.8922884222,0.0627680546832,0.00270818711678,0.145280637971,26.3052374305,0.755068329829,59.7555402896,0.663555950978,0.541445479813,0.894427172188
chr3_56182748_56184579,chr3,56182748,56184579,10812,56183701,56185701,Nbea,-,0,6.46585224708,9.20665122391,30.1376189007,0.652065629032,0.0125090952399,0.67105013743,18.5560102994,1.98772999424,38.09441564,0.258139134922,0.541445479813,0.894427172188
chr3_57423315_57428215,chr3,57423315,57428215,10818,57423410,57425410,Tm4sf4,+,0,17.1956984884,14.4235833375,69.5817387813,0.05313140704,0.0025317980903,0.135818252548,49.4499047332,1.74624145683,144.830708252,0.796476878258,0.541445479813,0.894427172188
chr3_57650788_57652330,chr3,57650788,57652330,10819,57651684,57653684,Commd2,-,0,14.2544775842,12.5952823894,42.9921818336,0.0750003446138,0.0029187004471,0.15657362092,16.5153532768,1.28625190746,50.333965043,0.747957694344,0.541445479813,0.894427172188
chr3_57734497_57738078,chr3,57734497,57738078,10820,57734066,57736066,Rnf13,+,0,33.050873021,11.9231389833,112.837460924,0.0622878033374,0.00269923723633,0.144800521832,50.6463927531,1.59784747931,134.017881398,0.782751004275,0.541445479813,0.894427172188
chr3_58413330_58420785,chr3,58413330,58420785,10825,58413689,58415689,Tsc22d2,+,0,68.9401406466,10.6762986246,262.819211831,0.0433930172414,0.0023192317129,0.124415133935,96.0454914746,1.70644459953,301.902479592,0.792954593878,0.541445479813,0.894427172188
chr3_58523736_58527362,chr3,58523736,58527362,10827,58523821,58525821,Eif2a,+,0,49.6248376424,10.8435782687,171.671844106,0.0626668902463,0.0027065699392,0.145193884516,51.5691122767,2.80078723272,185.296765813,0.858966608063,0.541445479813,0.894427172188
chr3_58576259_58578728,chr3,58576259,58578728,10828,58574658,58576658,2810407C02Rik,+,0,27.7896547457,10.4247803387,113.73733037,0.0308753430394,0.00200174329228,0.107383474634,36.7638341527,2.06242335269,116.670024036,0.820837270117,0.541445479813,0.894427172188
chr3_58679661_58682861,chr3,58679661,58682861,10829,58690589,58692589,4930593A02Rik,+,7729,9.09343306243,17.0792692259,50.6581692393,0.0141752789899,0.00142427889879,0.0764054100187,17.6103077443,2.23003264147,75.9899783307,0.83149703848,0.541445479813,0.894427172188
chr3_58689607_58693349,chr3,58689607,58693349,10830,58690589,58692589,4930593A02Rik,+,0,39.1639176368,9.4310977413,121.292506826,0.0346326317594,0.00210466228088,0.112904561501,42.9272357919,1.77597184465,151.330388803,0.799036120169,0.541445479813,0.894427172188
chr3_60030621_60033766,chr3,60030621,60033766,10831,60029788,60031788,Aadac,+,0,14.4279362089,16.9880174886,45.133454285,0.00112043274629,0.000466505642821,0.0250256848895,22.7714504501,1.01888728918,77.4896430281,0.710111121556,0.541445479813,0.894427172188
chr3_60999611_61005855,chr3,60999611,61005855,10841,61000795,61002795,P2ry1,+,0,53.5141285311,13.2134902088,180.194958389,0.0200558489714,0.00166054168831,0.0890797221362,58.0974740615,2.28509248616,211.260038174,0.834706233048,0.541445479813,0.894427172188
chr3_61010865_61012743,chr3,61010865,61012743,10842,61000795,61002795,P2ry1,+,8071,6.51282923967,13.2594399032,36.2172710418,0.0194873746846,0.00163689198375,0.0878110342585,12.4892963902,1.25730357869,43.8931817759,0.744251930972,0.541445479813,0.894427172188
chr3_61361941_61366172,chr3,61361941,61366172,10845,61362507,61364507,Rap2b,+,0,26.9812879337,10.7454933563,110.657206894,0.149090623101,0.00414863474257,0.222553418993,44.4360466449,1.79822236748,146.859833066,0.800912200559,0.541445479813,0.894427172188
chr3_62337723_62344303,chr3,62337723,62344303,10846,62336777,62338777,Arhgef26,+,0,59.9251723053,11.1461094874,208.029315391,0.0147197725025,0.00145127229642,0.0778534702377,61.9512667553,1.73704375683,234.453195741,0.795672747692,0.541445479813,0.894427172188
chr3_62505295_62507800,chr3,62505295,62507800,10849,62506988,62508988,Dhx36,-,0,15.3478423691,10.2296267647,59.249579204,0.0157918745838,0.00149704179841,0.0803087741596,36.1528701492,3.08974132811,71.8570677158,0.422293064652,0.541445479813,0.894427172188
chr3_63294972_63299665,chr3,63294972,63299665,10850,63293872,63295872,Mme,+,0,14.0835479941,14.4307406875,68.9489734684,0.00451075365887,0.00086442650643,0.0463721408154,42.7056472398,0.71056913253,112.761768566,0.654648651578,0.541445479813,0.894427172188
chr3_63928583_63929751,chr3,63928583,63929751,10857,63929385,63931385,E130311K13Rik,-,0,7.2075603514,9.52097802341,34.318494906,0.073527196162,0.00289128179147,0.155102747745,12.7903660234,1.5089764743,39.6537387142,0.773709824126,0.541445479813,0.894427172188
chr3_63962399_63965200,chr3,63962399,63965200,10858,63964733,63966733,Slc33a1,-,0,27.7435909617,11.9759769702,96.5147428235,0.059046928102,0.00264258347797,0.141761332219,25.8203256263,3.14171914585,106.029922719,0.870410398611,0.541445479813,0.894427172188
chr3_63975985_63977528,chr3,63975985,63977528,10859,63974143,63976143,Gmps,+,0,19.4870109977,11.8663673654,62.8145562848,0.145150689124,0.0040818744253,0.218972063249,22.8878294004,1.76208325011,70.2235575209,0.79784811728,0.541445479813,0.894427172188
chr3_64414125_64414674,chr3,64414125,64414674,10860,64410057,64412057,Vmn2r4,-,2069,3.81082938228,5.26564678849,31.0361272088,0.0254277692618,0.00184028538444,0.098722068739,4.33906339599,19.208923954,27.8917961279,0.858593549892,0.541445479813,0.894427172188
chr3_65390704_65392841,chr3,65390704,65392841,10861,65392553,65394553,Ssr3,-,0,17.1017549677,9.13827328682,88.0640960181,0.363971181877,0.00761462284377,0.40848627401,27.4257749915,2.12072058973,80.896496305,0.82470392125,0.541445479813,0.894427172188
chr3_65515875_65519123,chr3,65515875,65519123,10862,65526447,65528447,Tiparp,+,7325,12.7486667209,11.6476590503,55.8903547579,0.010135343379,0.00120745652282,0.0647739784561,28.6687252118,1.15918092239,80.3343946987,0.731011709136,0.541445479813,0.894427172188
chr3_65527259_65530515,chr3,65527259,65530515,10863,65526447,65528447,Tiparp,+,0,29.2760969087,10.1646986812,129.959160043,0.136610615853,0.00394950293527,0.211870997595,44.658888578,1.94951277827,144.10761022,0.812826879293,0.541445479813,0.894427172188
chr3_65657806_65661103,chr3,65657806,65661103,10868,65664228,65666228,Lekr1,+,3126,43.3387138163,10.4076556458,132.484272343,0.0460896590285,0.00237877282991,0.12760921584,44.2481468077,1.77294494032,135.917987618,0.798778324383,0.541445479813,0.894427172188
chr3_65665169_65668342,chr3,65665169,65668342,10869,65664228,65666228,Lekr1,+,0,26.7201922827,9.39379941156,101.053172999,0.125913706813,0.00377268975132,0.202385858253,28.3118147223,3.06320682969,108.516351652,0.868042695096,0.541445479813,0.894427172188
chr3_65953427_65960375,chr3,65953427,65960375,10870,65958225,65960225,Ccnl1,-,0,77.1452425456,10.7211995665,312.052393186,0.0906178921327,0.00318876102899,0.171061014861,129.329561567,1.89298571234,355.407772012,0.80854117808,0.541445479813,0.894427172188
chr3_66985325_66986676,chr3,66985325,66986676,10872,66983672,66985672,Rsrc1,+,0,9.98678431771,7.43513743642,39.0517370156,0.027991506592,0.00192626567913,0.103334479746,13.2215343168,1.05117127653,46.4229745174,0.715138497115,0.541445479813,0.894427172188
chr3_67429832_67431206,chr3,67429832,67431206,10873,67428115,67430115,Gfm1,+,0,12.8391068498,13.8968600849,50.4512082369,0.013419591815,0.00138817274578,0.0744684962396,15.6930915753,0.775704054149,54.5518609024,0.66757646695,0.541445479813,0.894427172188
chr3_67462690_67464885,chr3,67462690,67464885,10874,67463907,67465907,Lxn,-,0,15.4018523119,11.1821013973,61.337791964,0.106364846117,0.00345445527781,0.185314176962,22.8037343778,1.89581834203,73.7836605971,0.808760521982,0.541445479813,0.894427172188
chr3_67582194_67583869,chr3,67582194,67583869,10875,67580768,67582768,Mfsd1,+,0,12.9507114376,13.4269003414,39.9819559194,0.0112273501029,0.00126960350954,0.0681078521843,15.925077931,1.0844726579,47.9324437139,0.720184984713,0.541445479813,0.894427172188
chr3_69003985_69007496,chr3,69003985,69007496,10876,69002972,69004972,Smc4,+,0,35.3999672002,9.90856170124,133.983857982,0.0544148208791,0.00255653157154,0.137145079602,52.7167332774,1.3003388558,139.596243439,0.749729320639,0.541445479813,0.894427172188
chr3_69043634_69046034,chr3,69043634,69046034,10877,69044742,69046742,Trim59,-,0,17.8870006821,9.87963155531,78.2652989639,0.158079337486,0.00428388832621,0.229809094495,27.7514675519,1.29568945669,78.157703606,0.749146862982,0.541445479813,0.894427172188
chr3_69125283_69128436,chr3,69125283,69128436,10879,69127092,69129092,Kpna4,-,0,39.7666648962,10.8108261149,132.331576061,0.0526477251253,0.00251987705644,0.13517874895,49.2727870961,2.09075426454,140.62595007,0.822738366266,0.541445479813,0.894427172188
chr3_69220549_69224531,chr3,69220549,69224531,10880,69220419,69222419,Arl14,+,0,14.7968688879,12.0962515817,85.9273492693,0.00196933965168,0.00060009005964,0.0321918179747,31.814019226,2.30520371572,125.52277364,0.835844679656,0.541445479813,0.894427172188
chr3_69315496_69318022,chr3,69315496,69318022,10883,69314918,69316918,Ppm1l,+,0,31.2903624043,10.5165746215,108.57898142,0.019568822568,0.00164055864474,0.0880077322058,44.1511292439,1.74585996299,137.702490334,0.796443642538,0.541445479813,0.894427172188
chr3_69721711_69725239,chr3,69721711,69725239,10884,69720055,69722055,Nmd3,+,0,23.03788635,12.5335875674,113.754702496,0.269312861222,0.00609434954608,0.326931246585,36.5800893825,2.16386422708,131.065790852,0.827454304995,0.541445479813,0.894427172188
chr3_69859891_69862574,chr3,69859891,69862574,10885,69859896,69861896,1110032A04Rik,-,0,10.4782751956,14.8512209531,53.0809392668,0.253109571442,0.00582177037996,0.312308743249,22.7898127182,0.823347439749,62.014234437,0.676600269276,0.541445479813,0.894427172188
chr3_72964217_72969432,chr3,72964217,72969432,10890,72966866,72968866,Sis,-,0,52.4650789541,12.7780632248,156.661946848,0.00249124683105,0.000668815092481,0.0358785708412,51.9718195298,2.93499602767,178.802931701,0.86384247333,0.541445479813,0.894427172188
chr3_73706618_73710103,chr3,73706618,73710103,10894,73708415,73710415,Bche,-,0,13.8539557298,15.3564260582,66.0817051346,0.00181530749827,0.000576195733616,0.0309100073837,33.008281824,1.32796842885,99.0877033876,0.753145103866,0.541445479813,0.894427172188
chr3_73716514_73719960,chr3,73716514,73719960,10895,73708415,73710415,Bche,-,6100,9.65448076767,16.3912744911,46.7921667191,0.0689207692457,0.00281588004236,0.151057822582,25.8088384379,1.21582596528,77.1790599991,0.738785757399,0.541445479813,0.894427172188
chr3_75555367_75556968,chr3,75555367,75556968,10898,75555533,75557533,Serpini1,+,0,18.7191017784,9.39280430034,82.2543284495,0.0291013450881,0.00195418497936,0.104832209989,23.1916085045,2.29320086738,86.3499720905,0.835167364117,0.541445479813,0.894427172188
chr3_75950748_75957374,chr3,75950748,75957374,10899,75956831,75958831,Golim4,-,0,35.0971519957,12.7750765072,161.5978703,0.0584374746645,0.00263166819027,0.141175781851,75.4080569235,1.21211195938,210.623336263,0.738287114894,0.541445479813,0.894427172188
chr3_79566519_79568859,chr3,79566519,79568859,10904,79567679,79569679,Fnip2,-,0,4.73757876496,8.4512937426,53.4110763529,0.588110102664,0.0114120613011,0.612199776051,22.7174515398,0.982856565001,62.6240072664,0.70433868778,0.541445479813,0.894427172188
chr3_79589551_79593137,chr3,79589551,79593137,10905,79589389,79591389,Ppid,+,0,28.6800994607,14.3974469026,107.68748019,0.0776756123368,0.00296258680899,0.158927903832,33.4740528871,0.806740625468,110.865634718,0.673495318165,0.541445479813,0.894427172188
chr3_79627187_79629886,chr3,79627187,79629886,10906,79627079,79629079,4930579G24Rik,+,0,22.6244679117,12.6233776781,100.058753166,0.211313426988,0.00514029608104,0.275751069558,45.8275316349,1.43503620313,114.300780931,0.765674528446,0.541445479813,0.894427172188
chr3_79840514_79844581,chr3,79840514,79844581,10907,79842662,79844662,Tmem144,-,0,34.4159837003,12.0077922002,133.685689347,0.0423070537241,0.00229725598623,0.123236246563,42.9768248954,2.19697283346,148.162761683,0.829503164368,0.541445479813,0.894427172188
chr3_79847734_79851678,chr3,79847734,79851678,10908,79842662,79844662,Tmem144,-,3073,54.0454778728,14.5365386571,124.564478308,0.00575965772211,0.000955153610332,0.0512391942972,46.2051085475,1.49381745154,146.262879464,0.772101590548,0.541445479813,0.894427172188
