peak,chr,chromStart,chromEnd,CV_amplitude,CV_phase,CV_mean,CV_pvalue,CV_qvalue,CV_fdr_BH,GF_amplitude,GF_phase,GF_mean,GF_pvalue,GF_qvalue,GF_fdr_BH
chr3_101922404_101925127,chr3,101922404,101925127,40.4796669023,12.1237678857,86.3977665665,0.00923956329626,0.000773633277868,0.0234157878225,48.6597282792,19.7944386681,212.288286933,0.302044207755,0.00412183586007,0.369639949325
chr3_102203206_102204908,chr3,102203206,102204908,16.1255066218,12.1678699422,35.9349039598,0.000169502469141,0.000152331264316,0.00461065554702,20.5756563164,19.8269363513,59.920990109,0.295611793824,0.00407774435876,0.365685890779
chr3_102714535_102715932,chr3,102714535,102715932,5.48049258076,11.0493865498,29.0743934635,0.294572196942,0.0105380649122,0.318958735493,17.0996835402,0.8889317327,59.5288146952,0.0249505690493,0.0029624061684,0.265664064058
chr3_102995086_102998094,chr3,102995086,102998094,34.5597173078,11.82015893,79.4963783453,0.00203188570462,0.000424476206086,0.0128477471972,22.15152179,2.43091570683,225.267004924,0.333206308013,0.00434032204941,0.389233457339
chr3_103018886_103022799,chr3,103018886,103022799,115.384459579,10.5048654841,205.5035786,0.00976321015228,0.000792456935538,0.0239855290509,123.98797127,1.91847423847,681.800359379,0.255596057888,0.00382871869146,0.34335364899
chr3_103057522_103059932,chr3,103057522,103059932,81.0003062565,9.50577485368,112.969812172,0.0179361455162,0.00110875663416,0.0335590658197,93.4626061976,2.26254683874,471.427604802,0.3132189898,0.00421258088951,0.377777825073
chr3_103101925_103103793,chr3,103101925,103103793,8.45356368231,14.8035156453,32.7595728929,0.00200925421665,0.000423555820773,0.012819889622,21.9151195828,1.91163424981,87.4817065794,0.254158473398,0.0038183934788,0.342427699676
chr3_103170548_103173917,chr3,103170548,103173917,52.5916576081,10.7092371912,98.440989507,0.0172398578075,0.00108135135077,0.0327295819808,54.5235268832,1.02900792895,280.629669429,0.0574286130788,0.00303100579363,0.271815973754
chr3_103277592_103281773,chr3,103277592,103281773,99.991087129,11.3109407303,199.556103773,0.000492794111947,0.000249601504361,0.00755476274546,90.2161252461,0.776902774714,500.239819572,0.00718847476666,0.00280957396799,0.251958305573
chr3_103788368_103792295,chr3,103788368,103792295,113.837400172,11.1346674254,222.041681284,0.00738807378171,0.000698633784871,0.0211457559288,104.941272806,0.15240061206,536.946402278,0.16998815241,0.00316852346028,0.284148348225
chr3_103801099_103803307,chr3,103801099,103803307,6.67440244089,10.3802719932,36.5390139813,0.147525394162,0.00565942907642,0.171295618016,17.0790770434,0.387536748323,92.4984694416,0.0973033673817,0.00304455700197,0.273031225437
chr3_103807685_103811827,chr3,103807685,103811827,65.1111520875,11.0484979385,150.654378692,0.00778357988223,0.000714524022749,0.0216267104705,101.195352205,0.271481839786,419.321762958,0.13336868359,0.00308361724832,0.276534088717
chr3_103831611_103836275,chr3,103831611,103836275,49.6962675092,9.72210701623,113.870338476,0.0649901854184,0.00281770854443,0.085284420034,7.16973553846,0.715766170919,308.307379591,0.655705920735,0.00769443427056,0.690025122399
chr3_103862202_103865047,chr3,103862202,103865047,16.0621807155,9.55509778882,35.1665014508,0.0019075695931,0.000416011992374,0.0125915583309,7.25819196098,20.8523169355,98.2435452598,0.729388761877,0.00842322905991,0.755382326846
chr3_103913157_103917677,chr3,103913157,103917677,104.06804121,10.838930547,184.199472656,0.0011791515204,0.000349849130056,0.0105889873583,113.948691405,0.918363279454,571.079638746,0.0317843532917,0.0029998021339,0.269017677172
chr3_103966780_103969499,chr3,103966780,103969499,30.8143717766,11.0162020306,81.976736243,0.0264385282413,0.00141614081948,0.0428627541037,31.1838766502,19.6978682074,201.360887911,0.320901460868,0.00427094661531,0.383011974287
chr3_104214906_104222671,chr3,104214906,104222671,182.032663394,10.8841330008,324.527010283,0.00543043368292,0.000614402778989,0.0185963110972,133.513902128,0.75658844754,1006.16588089,0.00237344799701,0.00271635542397,0.243598608812
chr3_104225850_104229035,chr3,104225850,104229035,18.8512067383,9.98920158022,64.2961342808,0.13882958348,0.00536782216818,0.162469465256,79.0337679207,1.16015866311,254.324172676,0.0781528212817,0.00303460222973,0.272138496655
chr3_104508974_104513059,chr3,104508974,104513059,60.5170502461,10.7220018952,125.227996163,0.00146279419089,0.000377107467118,0.0114140235289,109.792266832,0.655552312072,398.037835861,0.021570688767,0.0029624061684,0.265664064058
chr3_104539967_104542268,chr3,104539967,104542268,9.46891074192,8.53619764122,42.8282311745,0.0563295252478,0.00250306394658,0.0757609786911,42.8999910528,19.5811706363,125.78570682,0.330944621863,0.00433275263846,0.388554644117
chr3_104598399_104601298,chr3,104598399,104601298,9.28364961848,12.779256386,42.9336977024,0.187206820822,0.00699211219607,0.211632333171,46.5010630514,0.562011227035,99.3389666672,0.0509755183527,0.00303100579363,0.271815973754
chr3_104637369_104642173,chr3,104637369,104642173,92.2605916882,11.240504495,191.312125267,0.00911349293387,0.00076770775848,0.0232364383701,108.084073768,0.832075600162,489.997960082,0.0202624447716,0.0029624061684,0.265664064058
chr3_104660711_104664364,chr3,104660711,104664364,6.58755818144,10.1084228822,49.8109547378,0.14711490443,0.00564478549332,0.170852396344,29.5921493089,20.1212748944,109.659271937,0.247217772835,0.00377364311893,0.338414555699
chr3_104671497_104676692,chr3,104671497,104676692,14.9640000562,12.5040390102,87.354152544,0.333454811545,0.0118070533855,0.357367585902,67.889156289,0.190772696138,212.624702716,0.158704407407,0.00313285091391,0.280949288709
chr3_104780716_104783053,chr3,104780716,104783053,17.2990495219,11.4703010144,57.1400806129,3.28296837359e-05,6.64540285358e-05,0.00201138378694,46.6622665653,2.93169672764,165.045851508,0.408975988922,0.0049548242939,0.444341080792
chr3_104785931_104791882,chr3,104785931,104791882,102.641992782,10.5200558942,213.987863986,0.00207188706903,0.00042722059866,0.012930812541,131.775111197,1.55814671949,676.558765125,0.136119119417,0.00308361724832,0.276534088717
chr3_104793640_104796717,chr3,104793640,104796717,20.6088170916,12.4595383559,70.5826678257,0.034357508447,0.00170811449874,0.0517000080313,34.5587203978,1.81356287152,229.182978425,0.233360046646,0.00368894930298,0.330819343542
chr3_104816157_104819510,chr3,104816157,104819510,67.2285600391,10.9781555275,140.632479083,0.00612781067703,0.000646210185802,0.0195590353109,114.63108304,0.993309385069,381.842272642,0.0491644547327,0.00302988782761,0.271715716268
chr3_104860774_104866928,chr3,104860774,104866928,212.95460465,10.5562810323,347.748321636,0.010017092315,0.000804170100831,0.024340054898,183.880935428,0.464121829954,1168.18051803,0.0800441949376,0.00303460222973,0.272138496655
chr3_104967529_104969179,chr3,104967529,104969179,9.51396113551,12.4897562923,24.7503905955,3.58333728726e-05,6.91473699013e-05,0.0020929039487,14.7878061358,18.8078275537,54.7698660817,0.426228938431,0.00511122184692,0.458366574658
chr3_105050294_105054072,chr3,105050294,105054072,55.8183843239,11.759046071,119.509067715,0.0292671201869,0.00152073277845,0.04602846994,52.8579776745,0.424777968762,315.184044288,0.0889204367972,0.00304455700197,0.273031225437
chr3_105685882_105688636,chr3,105685882,105688636,76.4094998058,11.639762837,139.800131265,0.0219772685155,0.00125678721278,0.0380395512374,129.209219744,0.5741949048,391.662674601,0.04815340105,0.00302533691589,0.271307597451
chr3_105704270_105705789,chr3,105704270,105705789,4.02323142237,12.3639983014,24.0592312509,0.30342157339,0.0108263472471,0.327684262404,19.224260666,19.8262516258,52.727723419,0.295747764896,0.00407775523759,0.365686866375
chr3_105798149_105802137,chr3,105798149,105802137,64.7883711078,11.0770147919,120.471700667,0.0193134974772,0.00115884665993,0.0350751554827,62.8319152242,0.468398591972,328.360147258,0.0790781728902,0.00303460222973,0.272138496655
chr3_105893983_105896474,chr3,105893983,105896474,17.8857825913,10.8796752133,57.2992111745,0.0818971618765,0.00340619523591,0.103096321226,31.0995647229,1.64788293328,124.692064288,0.197484840294,0.00348411620725,0.312450224126
chr3_105956819_105961914,chr3,105956819,105961914,182.970523906,10.7688809765,332.311421343,0.0161871670213,0.00104098064057,0.0315076697243,100.804363417,2.46466370354,804.005940211,0.33948857042,0.0043932914667,0.393983673841
chr3_106481696_106489150,chr3,106481696,106489150,108.381622015,11.7730142921,228.564093692,0.0267920175475,0.00142870377716,0.043243000869,125.220306825,20.3115726278,568.97461878,0.206344572391,0.00353100897944,0.31665549637
chr3_106527383_106529779,chr3,106527383,106529779,3.44064424312,25.25834649,19.670374241,0.230862430876,0.00843894644416,0.25542409438,10.8067886703,19.8626003253,64.1883549543,0.288503842741,0.00403188572565,0.361573358549
chr3_106544832_106550009,chr3,106544832,106550009,114.298175741,10.4204909636,214.948301258,0.0136357930095,0.000943945924846,0.0285706912105,127.360697501,20.2877391149,590.932112106,0.211529041202,0.00355657011919,0.318947780372
chr3_106721303_106723396,chr3,106721303,106723396,40.8067956795,10.9943739587,75.2408185263,0.00856847139927,0.000746802515342,0.0226036931771,26.4156606669,1.14527237688,250.006071186,0.0747879742064,0.00303432710421,0.272113823818
chr3_107278416_107281019,chr3,107278416,107281019,57.8939473081,10.055448171,95.3470777968,0.000233942572628,0.000176572567133,0.00534437424752,40.2919394404,0.489248156817,287.260487314,0.074365679062,0.00303432710421,0.272113823818
chr3_107328608_107335154,chr3,107328608,107335154,101.639670922,11.3302033825,223.53880025,0.0128346214484,0.000914293620981,0.0276731961368,155.721792531,1.68938010131,639.45943155,0.206552157931,0.00353190477967,0.316735830367
chr3_107629494_107632743,chr3,107629494,107632743,69.0152136679,10.938842072,146.453406825,0.023050279418,0.00129598596055,0.0392259913596,69.9902737638,0.96196386525,410.361334681,0.0418998071939,0.0029998021339,0.269017677172
chr3_107693184_107697007,chr3,107693184,107697007,87.7294306266,12.1057450763,175.772349933,0.0110700298952,0.000844611471415,0.0255641058534,106.182510349,1.01605117019,459.578863548,0.054430390463,0.00303100579363,0.271815973754
chr3_107758826_107761071,chr3,107758826,107761071,16.3777787858,13.9764953792,44.0377000849,0.0264603087336,0.00141692060455,0.0428863560896,27.2152603817,0.309341558237,93.7368859513,0.125268594897,0.00308361724832,0.276534088717
chr3_107864223_107871092,chr3,107864223,107871092,20.1772448065,14.2469513851,112.695340943,0.0392415708131,0.001887225305,0.057121207915,61.7031071343,0.480996927409,281.272301691,0.0697074422768,0.00303100579363,0.271815973754
chr3_107876041_107880607,chr3,107876041,107880607,210.410334522,11.1794777023,334.263037303,0.0016473914177,0.000392702373074,0.0118860391717,108.075110081,7.38082773427,1242.92978791,0.85150188012,0.00962855796317,0.863474383358
chr3_107894567_107897127,chr3,107894567,107897127,9.89620559172,13.9475472058,51.1030812808,0.0271072193613,0.00143886341251,0.0435505055647,43.8752004996,0.760742743798,117.132113926,0.00335814881752,0.00271635542397,0.243598608812
chr3_107908761_107913062,chr3,107908761,107913062,20.1083725311,10.2843858448,80.6291487362,4.22111162734e-06,2.09869435453e-05,0.00063521804343,36.5107939696,20.2941190453,154.542124416,0.210142968944,0.00355051870409,0.318405098702
chr3_107931221_107933330,chr3,107931221,107933330,8.04954478114,13.3361004895,35.1856478244,0.306226995362,0.0109146468843,0.330356853707,30.0231174321,0.286738537027,80.9979722071,0.130107530425,0.00308361724832,0.276534088717
chr3_107963807_107965525,chr3,107963807,107965525,3.95806046181,10.3057587851,26.0182722974,0.022627140896,0.00127947589075,0.0387262761814,24.8039718225,0.502816644136,55.2062032502,0.064668627628,0.00303100579363,0.271815973754
chr3_107967855_107969892,chr3,107967855,107969892,3.87669419024,13.7790629614,34.6185662839,0.337770491752,0.0119426205095,0.361470836241,18.4402389465,20.1338683406,67.7769571214,0.244551337482,0.0037584842083,0.337055127729
chr3_108016887_108019183,chr3,108016887,108019183,10.1533990093,11.8994919851,46.0167959553,0.00101979355053,0.000333632933584,0.0100981669311,45.7316003063,0.383753820374,129.001084814,0.103877856929,0.00304853084097,0.273387593254
chr3_108044113_108045679,chr3,108044113,108045679,5.32532980502,6.32745101816,28.1795680774,0.466314784196,0.0160724045412,0.486468234111,21.1180515584,0.296544233811,82.8669671482,0.128009375387,0.00308361724832,0.276534088717
chr3_108067131_108071707,chr3,108067131,108071707,9.21950597065,12.7515724238,84.6465326251,0.371023397163,0.0130205747496,0.394097596867,46.8405652166,19.4897415852,186.970732994,0.347898192138,0.00446114107545,0.400068323204
chr3_108084103_108087743,chr3,108084103,108087743,55.2196060717,11.0813571335,122.863599831,0.0329728223983,0.00165738770622,0.0501646451604,66.2152218957,0.579738690547,342.118016073,0.0468689110745,0.00301490279077,0.270371881034
chr3_108110958_108114785,chr3,108110958,108114785,16.0298866163,9.80447133675,53.7523272422,0.00391361125617,0.000536805594864,0.0162476541158,43.9670808876,1.34170839006,171.461235691,0.109104167633,0.00305881125824,0.274309525384
chr3_108130964_108133087,chr3,108130964,108133087,9.55339081758,8.24409176329,30.3429253288,4.70759708399e-05,8.14907255602e-05,0.00246650395453,28.0501741033,1.77512664374,94.5037490768,0.160907076938,0.00313285091391,0.280949288709
chr3_108138350_108140609,chr3,108138350,108140609,12.478266737,8.9486751375,24.3044241912,0.00092297868171,0.00032092395038,0.00971350036798,17.6345718883,18.6730987935,63.5598064671,0.446337377207,0.00527482577432,0.473038325181
chr3_108142659_108148220,chr3,108142659,108148220,90.7014162749,10.6188240599,175.390878728,0.00575223022253,0.000629628009294,0.0190571376575,132.717625626,1.32762071157,684.569505669,0.106007388392,0.00304853084097,0.273387593254
chr3_108185360_108187814,chr3,108185360,108187814,22.8590170143,11.7495141659,59.7804000666,0.0688254311599,0.00295438865118,0.0894213573542,42.9918730406,0.186704782916,125.937517937,0.163177829204,0.00314242671501,0.281808031937
chr3_108198097_108201897,chr3,108198097,108201897,57.8275320191,11.695500768,119.836838346,0.0291791325205,0.00151749236088,0.0459303912604,106.356975473,0.658069311501,402.347857523,0.028698380635,0.0029998021339,0.269017677172
chr3_108209054_108211854,chr3,108209054,108211854,42.2806028824,12.4238016742,96.2489871456,0.00699978307359,0.000683049180186,0.0206740520775,49.8527614051,0.79401538387,258.962171017,0.0112442423849,0.00281942335592,0.25284158365
chr3_108225218_108227980,chr3,108225218,108227980,19.251538206,10.892999275,63.7432471057,0.0327961644735,0.00165087901396,0.0499676446418,59.7811346352,20.0157981514,175.749273602,0.257413312749,0.00383434482718,0.343858192254
chr3_108255744_108259291,chr3,108255744,108259291,54.5724744508,10.8819846217,109.050669587,0.0147384161792,0.000986959127624,0.0298725845734,87.7421850212,1.57817452282,376.122357531,0.140306679988,0.00309928937296,0.277939540937
chr3_108282773_108288979,chr3,108282773,108288979,62.1441157456,11.5825610457,153.886067774,0.0189609881094,0.0011463383627,0.0346965631414,84.0601589561,20.1231818848,359.410485515,0.246814369322,0.00377136645614,0.338210388055
chr3_108304980_108307890,chr3,108304980,108307890,3.34952680895,12.6724730091,40.4732436232,0.746757655678,0.0250019184326,0.756740478881,38.2756822044,0.160288137157,93.4482239019,0.168424292636,0.00316221456198,0.283582575854
chr3_108383112_108384658,chr3,108383112,108384658,11.5863215027,10.9616219181,26.440648959,0.0256507673748,0.00138745647579,0.0419945565678,17.0434295172,20.2514140826,51.0005117592,0.21939608944,0.0036079421669,0.323554747209
chr3_108414675_108416374,chr3,108414675,108416374,19.4022234381,11.7761416457,43.7192463141,0.000234747878993,0.00017678222537,0.00535072003555,19.5965629031,0.330399025301,72.5809045045,0.12075274401,0.00306892091569,0.275216144036
chr3_108442282_108446304,chr3,108442282,108446304,55.3890338338,10.8437818281,119.829341875,0.0414977307975,0.00196600980882,0.0595058018536,59.5986281087,0.838800143507,379.575639325,0.0218553520712,0.0029624061684,0.265664064058
chr3_108457657_108459696,chr3,108457657,108459696,17.2433704241,10.8469049439,48.1573998563,0.0727938194927,0.00309270495161,0.0936078178332,40.6698849019,0.708530968557,173.419923534,0.00901748067607,0.00280957396799,0.251958305573
chr3_108532658_108536732,chr3,108532658,108536732,17.1303686967,10.230965863,64.2079480925,0.0788774297454,0.00330418414355,0.100008721245,32.3871465521,0.398033375815,133.89525731,0.0949425622895,0.00304455700197,0.273031225437
chr3_108553259_108555173,chr3,108553259,108555173,47.1320637831,11.0807132217,112.098514932,0.0265101242131,0.00141829775162,0.0429280386085,89.4061940497,1.17447980978,331.958519797,0.081387476335,0.00303569292063,0.272236308151
chr3_108559998_108563808,chr3,108559998,108563808,95.0216609787,10.7762501174,183.721375688,0.00751748625382,0.000703747716654,0.0213005408184,137.73796768,1.17936907416,572.823708625,0.0824912253007,0.00303912674631,0.272544248397
chr3_108570860_108573869,chr3,108570860,108573869,62.0192828583,9.75657038037,98.1167082683,0.0062113457797,0.000650484882102,0.0196884188113,71.597961342,1.59731351702,366.978820383,0.144301640926,0.00310870823513,0.278784210122
chr3_108590717_108592794,chr3,108590717,108592794,20.6639179409,11.8778846149,59.1750257057,0.00828798881203,0.000735515009031,0.0222620508766,32.5542267456,20.3024701369,156.396386051,0.208326719142,0.00354090768198,0.317543196906
chr3_108652596_108655451,chr3,108652596,108655451,46.6526879522,11.0306543269,95.1046562102,0.00671996481132,0.000671375969689,0.020320735554,79.5178314787,1.44872701915,274.348065504,0.12265279551,0.00307529932704,0.275788150231
chr3_108713976_108715472,chr3,108713976,108715472,8.43517713647,10.45920037,22.4760895391,0.0053302474408,0.000609865725811,0.0184589867633,21.8318577607,0.945802260138,63.895566704,0.0381515771984,0.0029998021339,0.269017677172
chr3_108718708_108723465,chr3,108718708,108723465,50.9079865541,11.6326043219,137.007273657,0.0158748131101,0.00102985329833,0.0311708751573,76.3166718596,20.2345537116,387.930738057,0.223033043859,0.00362874100323,0.325419955108
chr3_108768682_108771909,chr3,108768682,108771909,3.85137753699,11.2994916424,41.6836858631,0.164687371232,0.00624011755932,0.188871488516,39.9697357098,0.298339515631,86.5289564975,0.127625052517,0.00308361724832,0.276534088717
chr3_108829650_108831420,chr3,108829650,108831420,12.6061986408,10.4607957426,23.6724981302,6.41487079966e-06,2.77611096762e-05,0.000840253738421,15.2562490452,0.971724176585,65.4322143445,0.0441626097159,0.003003690903,0.26936641605
chr3_108836414_108840956,chr3,108836414,108840956,61.8059079799,11.7733796781,134.444141296,0.0229749460051,0.00129273834611,0.0391276948503,99.4714800722,0.704132767085,409.990911382,0.0100598674638,0.00280957396799,0.251958305573
chr3_108908218_108912711,chr3,108908218,108912711,170.463932432,10.4680493907,295.500263086,0.0161926992444,0.00104122264239,0.0315149944652,111.722973996,0.333290174876,890.753248805,0.114964092387,0.00306567600694,0.274925145572
chr3_108917992_108921587,chr3,108917992,108921587,8.10134043489,16.0424151309,43.9587813664,0.0554139043206,0.00247283249306,0.0748459543231,33.4539664518,19.9177512327,104.395198971,0.277413710102,0.00395338892903,0.354533885627
chr3_109025052_109028354,chr3,109025052,109028354,32.1327901414,11.0768919612,84.4771904025,0.0357427793704,0.00175832735436,0.0532198154217,74.6662702681,0.220815277768,281.090368208,0.148522158102,0.00310870823513,0.278784210122
chr3_109050889_109053302,chr3,109050889,109053302,1.51013681492,18.8253994511,24.2133799951,0.847006728642,0.0281931297881,0.853329819253,15.4249667949,2.02034576412,72.6996338271,0.264827604568,0.00387170536784,0.347208628523
chr3_109121972_109125432,chr3,109121972,109125432,103.825090411,11.0160136729,181.199781459,0.0115769522351,0.000865955842605,0.0262101422653,42.9568071622,1.75248150735,492.830819788,0.220237237575,0.00361081938713,0.323812771927
chr3_109155292_109160018,chr3,109155292,109160018,14.6423743603,12.5806853671,61.5239317787,0.243922252184,0.008874446024,0.2686054893,40.3521418117,0.641697153188,149.33775151,0.0324991544332,0.0029998021339,0.269017677172
chr3_109573013_109576544,chr3,109573013,109576544,7.09149294575,11.2635776194,41.7965557469,0.0984502576056,0.00398785224741,0.120701506468,40.6767638602,0.800066284117,128.587194455,0.0126782132732,0.00281942335592,0.25284158365
chr3_110248537_110251747,chr3,110248537,110251747,62.5833114866,12.2371204518,125.942934953,0.0372254129673,0.00181341515798,0.0548871743087,56.387669931,19.8959405459,345.221688966,0.281813655298,0.00398436627518,0.357311886753
chr3_113628798_113631832,chr3,113628798,113631832,103.04541701,10.7508755185,160.029575639,0.00130811737331,0.000364258583039,0.0110251225445,107.781268631,1.31441637776,612.519745052,0.103102067785,0.00304667293436,0.273220979025
chr3_115886662_115890009,chr3,115886662,115890009,25.7663792013,10.8471582576,80.9484550653,0.00773907378543,0.000712590515233,0.0215681884252,59.910611949,1.50621468254,264.011318428,0.134954551886,0.00308361724832,0.276534088717
chr3_116005291_116009535,chr3,116005291,116009535,66.3175526502,10.9997953171,132.976381739,0.0203365359234,0.00119464925908,0.0361588033675,111.476290945,0.478004989645,415.010402283,0.0769075222161,0.00303460222973,0.272138496655
chr3_116388428_116390223,chr3,116388428,116390223,6.13768502634,10.3355742354,19.8099404636,0.0103316011502,0.000815564316871,0.0246849270136,15.8330251157,0.725112201014,55.3847096969,0.00508744713268,0.00271635542397,0.243598608812
chr3_116421741_116425859,chr3,116421741,116425859,55.3454574074,11.2870549431,116.236801102,0.00699323571608,0.000682711292956,0.0206638251446,67.1866310098,20.0795402348,314.638028187,0.256013037477,0.00383089979109,0.343549246676
chr3_116506316_116508930,chr3,116506316,116508930,39.3657323892,11.8095004976,70.717326141,0.00201575479994,0.000423575126477,0.0128204739535,32.1808112749,0.34762438743,164.661188961,0.111819101701,0.00305946743773,0.27436837056
chr3_116512631_116514085,chr3,116512631,116514085,8.93433337394,10.2921356571,32.1262876681,0.073149554427,0.00310574827441,0.0940026039521,11.6587918178,1.82709853317,75.5766607009,0.171227455233,0.00317491254391,0.284721311494
chr3_116562336_116563769,chr3,116562336,116563769,0.864739234123,7.24125746988,18.4220326371,0.92476880298,0.0306514759799,0.9277373124,25.0046003432,1.49140957219,50.2113617158,0.131791953101,0.00308361724832,0.276534088717
chr3_116592928_116596601,chr3,116592928,116596601,67.6538873824,10.2772528098,125.437350196,0.021226975223,0.00122989410803,0.0372255696616,119.100839765,0.908432919418,441.29867194,0.0294790382403,0.0029998021339,0.269017677172
chr3_116659863_116663581,chr3,116659863,116663581,114.95939728,11.0571441922,214.723996163,0.0243634990865,0.0013431419271,0.040653274982,108.694828958,0.716855188115,624.814852826,0.00704453951651,0.00280957396799,0.251958305573
chr3_116709438_116713720,chr3,116709438,116713720,102.122068239,11.1358153849,217.529783328,0.034106352799,0.00169970361853,0.051445433426,81.1343521997,19.7081407647,564.139721939,0.318914202337,0.0042556128731,0.381636867687
chr3_116807215_116809160,chr3,116807215,116809160,44.4749311141,10.6374423273,77.6211687532,0.00709905438226,0.000687654919653,0.0208134553597,47.4561799501,1.19026456476,229.934329114,0.0849498082157,0.00304296189878,0.272888179017
chr3_116860549_116862307,chr3,116860549,116862307,21.8311076732,10.6836531384,52.8856709136,0.00968061486812,0.000789685972654,0.0239016594956,38.327146994,1.60844896154,159.79019179,0.14662287425,0.00310870823513,0.278784210122
chr3_117865255_117870580,chr3,117865255,117870580,62.2094603401,10.5164044076,139.84163229,0.0322399058845,0.00162875460441,0.0492979985774,80.1726442901,0.688301468427,517.758598793,0.0138116411301,0.00282327076068,0.253186613037
chr3_118507188_118508648,chr3,118507188,118508648,7.92674324413,12.2279635157,20.67616397,0.0665313475448,0.0028708628484,0.0868932571139,34.269576605,0.573143632556,81.4808450999,0.0483969536884,0.00302533691589,0.271307597451
chr3_118561478_118565070,chr3,118561478,118565070,33.3800032901,11.0027523975,89.6794355811,0.0558145309798,0.00248562189684,0.0752330549995,72.1923247609,0.532955932392,290.870368368,0.0577006843143,0.00303100579363,0.271815973754
chr3_118594652_118596466,chr3,118594652,118596466,3.9935618254,10.3937264282,21.8808412619,0.105010497977,0.00421356437206,0.127533202274,12.1176306847,1.71809095971,53.4174993306,0.21279452912,0.00356477172458,0.319683287826
chr3_118600856_118603506,chr3,118600856,118603506,5.53415796428,10.09170595,30.4042947011,0.617666873888,0.0208866168101,0.632181424386,19.8778300184,0.228610715668,101.468427527,0.151001485046,0.00311184422417,0.279065440833
chr3_119700671_119702320,chr3,119700671,119702320,4.52191759204,10.987078417,25.6072130407,0.38419389894,0.0134490951892,0.407067752079,19.8447196624,20.2062421187,70.7360686474,0.229118893133,0.00366182810645,0.328387156028
chr3_119780533_119784035,chr3,119780533,119784035,87.6886844903,11.36781914,158.590278908,0.00580832560422,0.000632574028446,0.0191463056927,87.9475949594,1.34673682686,387.765263962,0.110208786537,0.00305881125824,0.274309525384
chr3_121170782_121172526,chr3,121170782,121172526,18.9512918243,12.1719763313,55.6366010395,0.12131785757,0.00477671642326,0.144578292397,43.5615003891,1.47230142444,137.002208937,0.127704407784,0.00308361724832,0.276534088717
chr3_121261066_121264122,chr3,121261066,121264122,75.9019320843,10.5351865156,142.783696946,0.0140750063468,0.000959773863242,0.0290497601153,73.5301587921,0.499328958595,364.943821068,0.0654743720731,0.00303100579363,0.271815973754
chr3_121290031_121292989,chr3,121290031,121292989,65.4557532999,10.5862777196,116.667654414,0.00756495059883,0.000706057298011,0.0213704456022,74.1911210082,1.70652895253,420.969566963,0.156927852213,0.00313285091391,0.280949288709
chr3_121345742_121347486,chr3,121345742,121347486,10.4909654722,8.49670485681,22.2630281254,0.0189177752439,0.00114478416288,0.0346495217145,25.9269492562,0.64319158771,66.3658400432,0.0244983136747,0.0029624061684,0.265664064058
chr3_121424977_121429185,chr3,121424977,121429185,59.9371292376,11.1177913467,113.321851459,0.00715239465929,0.000688865719318,0.0208501029922,55.3536296899,0.324252681139,249.797888095,0.122071610765,0.00307061789415,0.275368326474
chr3_121529481_121532780,chr3,121529481,121532780,38.3703247494,11.2180551541,87.6965183154,0.0455548863854,0.00211501219969,0.064015701401,32.8395193492,0.702363540133,204.424774469,0.0104791705844,0.00280957396799,0.251958305573
chr3_121645543_121647931,chr3,121645543,121647931,2.62966470719,4.61174947962,32.2391516091,0.40048431173,0.0139736458477,0.422944482403,20.992340399,1.72605391184,67.7602136316,0.160895217109,0.00313285091391,0.280949288709
chr3_121722461_121724962,chr3,121722461,121724962,28.1413998042,10.8963382775,51.7109324935,0.00702130378336,0.000683950795711,0.020701341542,10.3002011044,2.78944567671,143.162510032,0.858530641573,0.00969313924723,0.869265934351
chr3_121810726_121816500,chr3,121810726,121816500,241.171512653,11.2435154648,377.195744837,0.00594325211218,0.000637465735202,0.0192943644316,123.433223283,0.424240756041,1029.67501656,0.0890414976842,0.00304455700197,0.273031225437
chr3_121851677_121854686,chr3,121851677,121854686,8.35078936205,13.4762123917,38.5039062921,0.047635799494100003,0.00218692178026,0.0661922099991,8.93990508672,19.5007112944,100.558020562,0.345883163269,0.00444592112361,0.398703421152
chr3_121873836_121876893,chr3,121873836,121876893,5.3028459272,10.7545159176,42.1122196161,0.645750312052,0.021779956594,0.659220404521,26.2478939141,1.66440271893,140.512250221,0.148343336345,0.00310870823513,0.278784210122
chr3_121952999_121954431,chr3,121952999,121954431,12.9298111156,11.1090979984,32.4689490139,0.00419945604271,0.000554853988559,0.0167939301996,19.6821762205,2.03625994312,65.3909411011,0.268076951426,0.00389266130411,0.349087924905
chr3_122207680_122210420,chr3,122207680,122210420,3.68069292692,5.6514152326,29.4210711103,0.0209210125079,0.00121695870204,0.0368340498928,19.2371365141,0.736915825438,78.5765544922,0.00228963598986,0.00271635542397,0.243598608812
chr3_122244905_122248613,chr3,122244905,122248613,58.539063662,12.3017208339,124.670059308,0.000712921566781,0.000292519805045,0.00885378367861,75.4310002676,0.690115604392,339.047494481,0.0133817450549,0.00281942335592,0.25284158365
chr3_122273060_122276311,chr3,122273060,122276311,55.8060071775,10.9342737762,116.934149942,0.00536386728152,0.000610952226298,0.0184918721957,70.7267744101,0.402004754124,368.663261814,0.0940489466506,0.00304455700197,0.273031225437
chr3_122292024_122294913,chr3,122292024,122294913,62.3174133927,12.0610817496,122.654994682,0.0289785698877,0.00150947094095,0.045687604565,82.8725663464,0.544426613443,298.899304226,0.055046537627,0.00303100579363,0.271815973754
