gene_id	q1_FPKM	q2_FPKM	q3_FPKM	q4_FPKM	q1_FPKMr	q2_FPKMr	q3_FPKMr	q4_FPKMr
Ldb3	23.5212	22.9815	25.2152	29.6998	23.5212	22.9815	25.2152	29.6998
Ldha	906.604	877.617	1141.72	1043	906.604	877.617	1141.72	1043
Ldhal6b	0	0.0475129	0.0204396	0.0183667	0	0.0475129	0.0204396	0.0183667
Ldhb	0.481751	0.886651	0.42035	0.986271	0.481751	0.886651	0.42035	0.986271
Ldhc	0.0215024	0	0.0458621	0.0206055	0.0215024	0	0.0458621	0.0206055
Ldhd	0.637113	0.69218	0.62909	0.463539	0.637113	0.69218	0.62909	0.463539
Ldlrad1	0.127939	0.0792937	0.0341114	0.030652	0.127939	0.0792937	0.0341114	0.030652
Ldlrad2	0.161158	0.145272	0.156237	0.210589	0.161158	0.145272	0.156237	0.210589
Ldlrad3	0.578226	0.418056	0.420414	0.623334	0.578226	0.418056	0.420414	0.623334
Ldlrap1	5.45094	6.61661	4.98978	5.39898	5.45094	6.61661	4.98978	5.39898
Ldoc1	0	0	0	0	0	0	0	0
Ldoc1l	0.135333	0.167734	0.132289	0.22694	0.135333	0.167734	0.132289	0.22694
Leap2	39.6913	96.8159	15.7802	53.0775	39.6913	96.8159	15.7802	53.0775
Lect1	0	0	0	0	0	0	0	0
Lect2	5.0484	6.18493	4.85703	2.70664	5.0484	6.18493	4.85703	2.70664
Lef1	0.0422536	0.034914	0	0.0404894	0.0422536	0.034914	0	0.0404894
Lefty1	0.203905	0.645881	0.326174	0.21168	0.203905	0.645881	0.326174	0.21168
Lefty2	0.0105447	0	0	0.0101044	0.0105447	0	0	0.0101044
Lekr1	0.326596	0.29082	0.406506	0.532751	0.326596	0.29082	0.406506	0.532751
Lelp1	0	0	0	0	0	0	0	0
Lemd1	0	0	0	0	0	0	0	0
Lemd2	18.0095	17.5696	17.5923	16.3136	18.0095	17.5696	17.5923	16.3136
Lemd3	1.87254	2.10199	2.13106	2.15619	1.87254	2.10199	2.13106	2.15619
Lenep	6.85409	7.65127	7.85597	6.86317	6.85409	7.65127	7.85597	6.86317
Leng1	16.2201	15	18.6106	17.695	16.2201	15	18.6106	17.695
Leng8	19.5386	15.1707	17.1595	18.3025	19.5386	15.1707	17.1595	18.3025
Leng9	47.7411	34.8984	51.3389	53.4197	47.7411	34.8984	51.3389	53.4197
Leo1	6.2605	2.28485	3.37001	6.85944	6.2605	2.28485	3.37001	6.85944
Lep	0	0	0.0582011	0	0	0	0.0582011	0
Lepr	0.31466	0.412386	0.375963	0.461851	0.31466	0.412386	0.375963	0.461851
Lepre1	0.980018	0.944728	1.103	0.913033	0.980018	0.944728	1.103	0.913033
Leprel1	0.325995	0.173166	0.211067	0.323542	0.325995	0.173166	0.211067	0.323542
Leprel2	1.8579	1.84068	1.96153	2.1789	1.8579	1.84068	1.96153	2.1789
Leprel4	0.743987	1.43051	1.02226	0.95972	0.743987	1.43051	1.02226	0.95972
Leprot	56.1467	48.4418	44.3204	47.2852	56.1467	48.4418	44.3204	47.2852
Leprotl1	25.3796	23.0938	21.8521	23.841	25.3796	23.0938	21.8521	23.841
Letm1	44.572	51.0109	53.8305	41.2134	44.572	51.0109	53.8305	41.2134
Letm2	1.17977	0.642983	1.07073	1.17862	1.17977	0.642983	1.07073	1.17862
Letmd1	8.99899	7.73392	7.65152	8.27755	8.99899	7.73392	7.65152	8.27755
Lfng	1.0526	1.64499	1.39091	1.30467	1.0526	1.64499	1.39091	1.30467
Lgals1	23.9113	29.0805	25.7145	32.6168	23.9113	29.0805	25.7145	32.6168
Lgals12	0.0746416	0.200446	0.189043	0.116228	0.0746416	0.200446	0.189043	0.116228
Lgals2	985.005	1738.65	1374.54	1060.2	985.005	1738.65	1374.54	1060.2
Lgals3	1005	814.354	2211.16	1371.84	1005	814.354	2211.16	1371.84
Lgals3bp	173.933	187.603	152.133	139.955	173.933	187.603	152.133	139.955
Lgals4	2710.25	2814.73	3013.68	2449.46	2710.25	2814.73	3013.68	2449.46
Lgals6	637.083	708.954	752.31	644.818	637.083	708.954	752.31	644.818
Lgals7	0.0603528	0.0498798	0.19312	0.23138	0.0603528	0.0498798	0.19312	0.23138
Lgals8	30.604	33.062	30.3293	32.3691	30.604	33.062	30.3293	32.3691
Lgals9	388.561	290.403	192.142	378.731	388.561	290.403	192.142	378.731
Lgi1	0.017613	0.0339577	0.0375642	0.0168773	0.017613	0.0339577	0.0375642	0.0168773
Lgi2	0	0.0456442	0.0294536	0	0	0.0456442	0.0294536	0
Lgi3	0.207891	0.257667	0.179058	0.237518	0.207891	0.257667	0.179058	0.237518
Lgi4	0.132284	0.170019	0.125381	0.161925	0.132284	0.170019	0.125381	0.161925
Lgmn	97.4246	68.6358	98.4402	90.7234	97.4246	68.6358	98.4402	90.7234
Lgr4	15.0078	15.0136	14.2106	11.5479	15.0078	15.0136	14.2106	11.5479
Lgr5	0.697281	0.803115	0.867487	0.956673	0.697281	0.803115	0.867487	0.956673
Lgr6	0.0765888	0.0632841	0.0742479	0.213498	0.0765888	0.0632841	0.0742479	0.213498
Lgsn	0	0	0.0149346	0	0	0	0.0149346	0
Lhb	0	0	0	0	0	0	0	0
Lhcgr	0	0	0	0	0	0	0	0
Lhfp	5.1253	4.93394	4.88676	6.04845	5.1253	4.93394	4.88676	6.04845
Lhfpl1	0	0	0	0	0	0	0	0
Lhfpl2	43.6733	48.3667	55.2346	46.8805	43.6733	48.3667	55.2346	46.8805
Lhfpl3	0.0174332	0.00719535	0.0557956	0.0167048	0.0174332	0.00719535	0.0557956	0.0167048
Lhfpl4	0.0313195	0.0301917	0.0222654	0.0150056	0.0313195	0.0301917	0.0222654	0.0150056
Lhfpl5	0.0227992	0	0	0	0.0227992	0	0	0
Lhpp	8.29139	12.4977	10.5418	7.6367	8.29139	12.4977	10.5418	7.6367
Lhx1	0	0.00772461	0	0	0	0.00772461	0	0
Lhx2	0	0	0	0	0	0	0	0
Lhx3	0	0	0	0	0	0	0	0
Lhx4	0	0	0	0	0	0	0	0
Lhx5	0.347806	0.248553	0.190461	0.198168	0.347806	0.248553	0.190461	0.198168
Lhx6	0.0558346	0.152938	0.0719739	0.0611466	0.0558346	0.152938	0.0719739	0.0611466
Lhx8	0	0	0	0	0	0	0	0
Lhx9	0	0.0181001	0	0	0	0.0181001	0	0
Lias	24.4401	16.0327	17.3294	22.9064	24.4401	16.0327	17.3294	22.9064
Lif	1.07997	1.39583	1.18483	1.31993	1.07997	1.39583	1.18483	1.31993
Lifr	1.16582	1.05974	0.985187	1.20349	1.16582	1.05974	0.985187	1.20349
Lig1	3.64176	3.44409	3.4254	3.50281	3.64176	3.44409	3.4254	3.50281
Lig3	2.0156	2.26513	1.65846	2.02677	2.0156	2.26513	1.65846	2.02677
Lig4	1.58424	1.92802	1.76142	1.71223	1.58424	1.92802	1.76142	1.71223
Lilra5	1.03679	1.52762	0.972428	1.36458	1.03679	1.52762	0.972428	1.36458
Lilra6	0	0.00946419	0.0244372	0.0219556	0	0.00946419	0.0244372	0.0219556
Lilrb3	0.867555	1.21554	0.965376	1.12049	0.867555	1.21554	0.965376	1.12049
Lilrb4	0.920825	1.6837	0.961107	1.01384	0.920825	1.6837	0.961107	1.01384
Lim2	0	0	0	0	0	0	0	0
Lima1	61.5825	77.7615	60.7937	54.712	61.5825	77.7615	60.7937	54.712
Limch1	0.137844	0.220892	0.0984821	0.212479	0.137844	0.220892	0.0984821	0.212479
Limd1	34.1938	33.4626	29.9428	33.0942	34.1938	33.4626	29.9428	33.0942
Limd2	3.58857	3.86049	3.27219	3.5716	3.58857	3.86049	3.27219	3.5716
Lime1	6.87397	7.11401	7.74975	7.28862	6.87397	7.11401	7.74975	7.28862
Limk1	1.07611	0.79458	0.919661	0.90684	1.07611	0.79458	0.919661	0.90684
Limk2	11.893	12.1244	11.9526	11.5402	11.893	12.1244	11.9526	11.5402
Lims1	6.35164	6.49502	6.92278	7.77941	6.35164	6.49502	6.92278	7.77941
Lims2	1.79551	2.27847	2.54732	2.84203	1.79551	2.27847	2.54732	2.84203
Lin28a	0	0	0	0	0	0	0	0
Lin28b	0	0	0	0	0	0	0	0
Lin37	21.1038	15.8563	19.2505	20.6546	21.1038	15.8563	19.2505	20.6546
Lin52	3.85161	4.14549	2.55076	2.96206	3.85161	4.14549	2.55076	2.96206
Lin54	2.97982	2.41621	2.90961	2.7967	2.97982	2.41621	2.90961	2.7967
Lin7a	0.0796031	0.0900065	0.171035	0.105144	0.0796031	0.0900065	0.171035	0.105144
Lin7b	0.324674	0.268247	0.197909	0.355606	0.324674	0.268247	0.197909	0.355606
Lin7c	14.5916	16.024	20.5961	16.6508	14.5916	16.024	20.5961	16.6508
Lin9	0.336231	0.496662	0.640978	0.436094	0.336231	0.496662	0.640978	0.436094
Lingo1	0.0231032	0.0127266	0.0328491	0.00737944	0.0231032	0.0127266	0.0328491	0.00737944
Lingo2	0	0	0	0	0	0	0	0
Lingo3	0	0	0	0	0	0	0	0
Lingo4	0.165113	0.11489	0.370683	0.424691	0.165113	0.11489	0.370683	0.424691
Lins	0.557596	0.428953	0.451083	0.46521	0.557596	0.428953	0.451083	0.46521
Lipa	31.3213	34.6587	31.5651	33.0693	31.3213	34.6587	31.5651	33.0693
Lipc	0.305051	0.160406	0.251376	0.372042	0.305051	0.160406	0.251376	0.372042
Lipe	35.026	38.6095	37.528	39.423	35.026	38.6095	37.528	39.423
Lipf	0	0	0	0	0	0	0	0
Lipg	0.205966	0.389782	0.38968	0.165531	0.205966	0.389782	0.38968	0.165531
Liph	24.1982	30.3474	21.736	24.4511	24.1982	30.3474	21.736	24.4511
Lipi	0.59097	0.946145	1.02412	0.72559	0.59097	0.946145	1.02412	0.72559
Lipk	0.0823897	0.0875323	0.163205	0.203068	0.0823897	0.0875323	0.163205	0.203068
Lipm	0	0.0157522	0	0	0	0.0157522	0	0
Lipn	0.0733028	0.166573	0.25406	0.105367	0.0733028	0.166573	0.25406	0.105367
Lipo1	7.77296	5.90705	7.62347	6.90471	7.77296	5.90705	7.62347	6.90471
Lipt1	0.721914	1.07667	1.03275	0.742411	0.721914	1.07667	1.03275	0.742411
Lipt2	0.62637	1.64864	1.38547	1.13381	0.62637	1.64864	1.38547	1.13381
Litaf	91.7486	68.548	94.5452	97.2507	91.7486	68.548	94.5452	97.2507
Lix1	0.0985298	0.108552	0.0612912	0.125887	0.0985298	0.108552	0.0612912	0.125887
Lix1l	1.41456	1.35654	1.45343	1.82052	1.41456	1.35654	1.45343	1.82052
Llgl1	4.81717	3.86311	4.53663	5.04752	4.81717	3.86311	4.53663	5.04752
Llgl2	53.3462	42.922	47.675	52.9436	53.3462	42.922	47.675	52.9436
Llph	18.068	20.2422	23.2389	16.5298	18.068	20.2422	23.2389	16.5298
Lman1	22.737	31.1429	25.0001	24.3423	22.737	31.1429	25.0001	24.3423
Lman1l	0.0155195	0.0512958	0.0331004	0.0743589	0.0155195	0.0512958	0.0331004	0.0743589
Lman2	54.0596	51.1856	50.1137	49.0713	54.0596	51.1856	50.1137	49.0713
Lman2l	5.91108	4.59244	6.15289	5.33708	5.91108	4.59244	6.15289	5.33708
Lmbr1	1.98906	1.99718	2.23921	1.50547	1.98906	1.99718	2.23921	1.50547
Lmbr1l	38.8532	29.0593	27.6264	34.4316	38.8532	29.0593	27.6264	34.4316
Lmbrd1	14.3231	16.0363	14.8136	13.5444	14.3231	16.0363	14.8136	13.5444
Lmbrd2	1.11393	1.05884	1.17001	1.18779	1.11393	1.05884	1.17001	1.18779
Lmcd1	1.52988	1.12226	0.582675	1.52587	1.52988	1.12226	0.582675	1.52587
Lmf1	3.15007	3.86766	4.043	2.76414	3.15007	3.86766	4.043	2.76414
Lmf2	5.17094	4.49107	5.37332	5.75693	5.17094	4.49107	5.37332	5.75693
Lmln	0.01828	0.0453132	0.0519821	0.110937	0.01828	0.0453132	0.0519821	0.110937
Lmna	133.122	105.726	158.61	112.888	133.122	105.726	158.61	112.888
Lmnb1	6.07899	6.33466	6.6653	5.06459	6.07899	6.33466	6.6653	5.06459
Lmnb2	8.14773	9.17314	7.41415	7.6922	8.14773	9.17314	7.41415	7.6922
Lmo1	0.0274187	0.0226576	0.0292413	0.0262758	0.0274187	0.0226576	0.0292413	0.0262758
Lmo2	2.44203	3.12126	1.99707	3.02055	2.44203	3.12126	1.99707	3.02055
Lmo3	0.0627205	0.207305	0.0267541	0.132225	0.0627205	0.207305	0.0267541	0.132225
Lmo4	13.8576	14.479	21.5099	11.6832	13.8576	14.479	21.5099	11.6832
Lmo7	52.7491	48.9104	65.2353	63.2986	52.7491	48.9104	65.2353	63.2986
Lmod1	0.719662	1.00511	0.855718	1.75757	0.719662	1.00511	0.855718	1.75757
Lmod2	0	0	0	0	0	0	0	0
Lmod3	0	0	0	0	0	0	0	0
Lmtk2	16.1202	11.9392	13.9703	17.0188	16.1202	11.9392	13.9703	17.0188
Lmtk3	0.113274	0.0808327	0.0823582	0.0986746	0.113274	0.0808327	0.0823582	0.0986746
Lmx1a	0.106336	0.0502082	0.0728969	0.0655041	0.106336	0.0502082	0.0728969	0.0655041
Lmx1b	0	0	0	0	0	0	0	0
Lnp	0.481476	0.401011	0.430649	0.540413	0.481476	0.401011	0.430649	0.540413
Lnpep	1.27726	1.2451	1.16308	1.30183	1.27726	1.2451	1.16308	1.30183
Lnx1	11.188	15.9155	13.4764	9.64873	11.188	15.9155	13.4764	9.64873
Lnx2	4.97112	6.18396	6.75797	5.28923	4.97112	6.18396	6.75797	5.28923
Loh12cr1	5.02525	4.20832	4.24786	4.78594	5.02525	4.20832	4.24786	4.78594
Lonp1	7.45444	8.73728	8.39043	7.20095	7.45444	8.73728	8.39043	7.20095
Lonp2	55.8549	56.7791	44.7561	51.6422	55.8549	56.7791	44.7561	51.6422
Lonrf1	0.428076	0.427621	0.783527	0.893858	0.428076	0.427621	0.783527	0.893858
Lonrf2	0	0.0121111	0.00521008	0	0	0.0121111	0.00521008	0
Lonrf3	0.800792	0.474976	0.87165	1.48372	0.800792	0.474976	0.87165	1.48372
Lor	0.0906361	0.0873761	0.112765	0.0289512	0.0906361	0.0873761	0.112765	0.0289512
Lox	0.0840181	0.0694228	0.0746626	0.187854	0.0840181	0.0694228	0.0746626	0.187854
Loxhd1	0	0	0	0	0	0	0	0
Loxl1	0.774737	0.546014	0.623673	0.982562	0.774737	0.546014	0.623673	0.982562
Loxl2	5.3206	4.44373	4.21447	4.99288	5.3206	4.44373	4.21447	4.99288
Loxl3	0.8425	0.901251	0.851722	1.23405	0.8425	0.901251	0.851722	1.23405
Loxl4	0.186595	0.248191	0.150448	0.322712	0.186595	0.248191	0.150448	0.322712
Lpar1	16.8063	18.2795	15.0698	15.852	16.8063	18.2795	15.0698	15.852
Lpar2	0.67136	0.705041	0.494213	0.684816	0.67136	0.705041	0.494213	0.684816
Lpar3	3.38807	3.22893	8.10158	4.71057	3.38807	3.22893	8.10158	4.71057
Lpar4	0.0295151	0.0146327	0.0188845	0.00565645	0.0295151	0.0146327	0.0188845	0.00565645
Lpar5	8.50144	10.5457	8.44761	11.6547	8.50144	10.5457	8.44761	11.6547
Lpar6	2.47035	2.71876	1.97297	2.5586	2.47035	2.71876	1.97297	2.5586
Lpcat1	0.815039	0.869915	0.706206	1.15527	0.815039	0.869915	0.706206	1.15527
Lpcat2	1.83371	2.12126	1.98478	2.829	1.83371	2.12126	1.98478	2.829
Lpcat2b	0	0	0	0	0	0	0	0
Lpcat3	165.334	158.026	156.597	190.326	165.334	158.026	156.597	190.326
Lpcat4	43.8881	53.0777	72.8491	42.8083	43.8881	53.0777	72.8491	42.8083
Lpgat1	10.8108	14.3927	12.7004	13.8688	10.8108	14.3927	12.7004	13.8688
Lphn1	1.05876	1.07443	1.38027	1.52607	1.05876	1.07443	1.38027	1.52607
Lphn2	1.00972	0.874676	0.946482	1.09238	1.00972	0.874676	0.946482	1.09238
Lphn3	0.258985	0.315726	0.285227	0.467851	0.258985	0.315726	0.285227	0.467851
Lpin1	0.320454	0.465913	0.553095	0.756445	0.320454	0.465913	0.553095	0.756445
Lpin2	36.9681	42.2789	42.6388	44.6674	36.9681	42.2789	42.6388	44.6674
Lpin3	32.8802	41.5568	37.5997	34.5655	32.8802	41.5568	37.5997	34.5655
Lpl	0.724409	0.511595	1.02999	0.581425	0.724409	0.511595	1.02999	0.581425
Lpo	0	0	0	0	0	0	0	0
Lpp	5.59421	5.95986	5.34669	5.49904	5.59421	5.95986	5.34669	5.49904
Lpxn	1.68426	2.19466	1.57162	1.86228	1.68426	2.19466	1.57162	1.86228
Lrat	10.3473	4.38575	10.131	9.56916	10.3473	4.38575	10.131	9.56916
Lrba	7.67655	9.16794	7.03381	6.87268	7.67655	9.16794	7.03381	6.87268
Lrch1	1.40455	1.75276	1.39013	1.60113	1.40455	1.75276	1.39013	1.60113
Lrch2	0.0279076	0.0403543	0.00744001	0.0334275	0.0279076	0.0403543	0.00744001	0.0334275
Lrch3	2.30005	2.38945	2.8708	2.61131	2.30005	2.38945	2.8708	2.61131
Lrch4	11.838	8.58394	7.75322	10.2225	11.838	8.58394	7.75322	10.2225
Lrdd	0.653323	0.663851	0.875577	0.795241	0.653323	0.663851	0.875577	0.795241
Lrfn1	0	0.0413156	0.0213281	0.00958256	0	0.0413156	0.0213281	0.00958256
Lrfn2	0	0	0	0	0	0	0	0
Lrfn3	1.31686	0.880848	0.783339	1.11594	1.31686	0.880848	0.783339	1.11594
Lrfn4	0.850394	1.89794	1.09383	0.873688	0.850394	1.89794	1.09383	0.873688
Lrfn5	0	0	0	0	0	0	0	0
Lrg1	0.0620964	0.171041	0.286962	0.0991771	0.0620964	0.171041	0.286962	0.0991771
Lrguk	0	0	0	0	0	0	0	0
Lrig1	1.18992	1.78051	1.75406	1.3558	1.18992	1.78051	1.75406	1.3558
Lrig2	2.32663	1.93667	1.8378	1.95528	2.32663	1.93667	1.8378	1.95528
Lrig3	5.29238	7.44177	6.07272	4.96456	5.29238	7.44177	6.07272	4.96456
Lrit1	0	0	0	0	0	0	0	0
Lrit2	0	0	0	0	0	0	0	0
Lrit3	0	0	0	0	0	0	0	0
Lrmp	3.30624	3.29139	2.7436	2.82219	3.30624	3.29139	2.7436	2.82219
Lrp1	20.9812	15.5114	18.0924	22.0714	20.9812	15.5114	18.0924	22.0714
Lrp10	90.6081	82.7973	86.7701	79.067	90.6081	82.7973	86.7701	79.067
Lrp11	0.0969173	0.178643	0.111301	0.100013	0.0969173	0.178643	0.111301	0.100013
Lrp12	10.3675	9.70293	11.5818	13.0549	10.3675	9.70293	11.5818	13.0549
Lrp1b	0	0.00135336	0	0	0	0.00135336	0	0
Lrp2	0	0.00257834	0	0	0	0.00257834	0	0
Lrp2bp	0.0518132	0.0550447	0.0631458	0.056742	0.0518132	0.0550447	0.0631458	0.056742
Lrp3	0.535543	0.679568	0.679869	0.781978	0.535543	0.679568	0.679869	0.781978
Lrp4	3.80674	2.89539	2.48716	3.307	3.80674	2.89539	2.48716	3.307
Lrp5	10.8404	10.5213	11.6059	13.4184	10.8404	10.5213	11.6059	13.4184
Lrp6	5.89199	5.49758	5.36838	5.70556	5.89199	5.49758	5.36838	5.70556
Lrp8	0.0521069	0.0776766	0.0823459	0.0850473	0.0521069	0.0776766	0.0823459	0.0850473
Lrpap1	9.90658	9.80102	10.1417	8.96128	9.90658	9.80102	10.1417	8.96128
Lrpprc	2.5387	3.14874	2.79916	2.27254	2.5387	3.14874	2.79916	2.27254
Lrr1	0	0.106082	0.117349	0.0175747	0	0.106082	0.117349	0.0175747
Lrrc1	39.0779	29.699	34.4938	37.8915	39.0779	29.699	34.4938	37.8915
Lrrc10	0	0	0	0	0	0	0	0
Lrrc10b	0.0762281	0.167967	0.135483	0.146092	0.0762281	0.167967	0.135483	0.146092
Lrrc14	4.61493	3.46234	4.27252	4.24625	4.61493	3.46234	4.27252	4.24625
Lrrc14b	0.711604	0.526099	0.59909	0.76264	0.711604	0.526099	0.59909	0.76264
Lrrc15	0.0139943	0.00770875	0.0099487	0.0134096	0.0139943	0.00770875	0.0099487	0.0134096
Lrrc16a	10.4097	12.0958	10.9929	10.8544	10.4097	12.0958	10.9929	10.8544
Lrrc16b	0.108365	0.0716315	0.0982234	0.145373	0.108365	0.0716315	0.0982234	0.145373
Lrrc17	0.311856	0.495553	0.69071	0.597675	0.311856	0.495553	0.69071	0.597675
Lrrc18	0.0867668	0.056617	0.0532307	0.019133	0.0867668	0.056617	0.0532307	0.019133
Lrrc19	27.3962	22.4536	20.1255	22.0441	27.3962	22.4536	20.1255	22.0441
Lrrc2	0.3587	0.484481	0.500206	0.396598	0.3587	0.484481	0.500206	0.396598
Lrrc20	2.5898	2.2213	2.2892	2.76474	2.5898	2.2213	2.2892	2.76474
Lrrc23	0.469708	0.170778	0.34062	0.396099	0.469708	0.170778	0.34062	0.396099
Lrrc24	0.405894	0.161914	0.194036	0.415777	0.405894	0.161914	0.194036	0.415777
Lrrc25	1.66841	1.80146	1.44714	2.79262	1.66841	1.80146	1.44714	2.79262
Lrrc26	37.4807	36.1632	40.0978	33.7822	37.4807	36.1632	40.0978	33.7822
Lrrc27	0.243582	0.299503	0.126931	0.169469	0.243582	0.299503	0.126931	0.169469
Lrrc28	4.4279	3.80606	4.32155	4.39401	4.4279	3.80606	4.32155	4.39401
Lrrc29	1.20424	1.0637	0.944705	0.901955	1.20424	1.0637	0.944705	0.901955
Lrrc3	0.936919	0.49046	0.322692	0.864324	0.936919	0.49046	0.322692	0.864324
Lrrc30	0	0	0	0.0146616	0	0	0	0.0146616
Lrrc32	1.87836	2.60855	2.01007	2.74723	1.87836	2.60855	2.01007	2.74723
Lrrc33	0.759205	0.721124	0.72637	0.822682	0.759205	0.721124	0.72637	0.822682
Lrrc34	0.04363	0.0120173	0.0465276	0.0278727	0.04363	0.0120173	0.0465276	0.0278727
Lrrc36	0.0126507	0	0	0.0121226	0.0126507	0	0	0.0121226
Lrrc38	0	0	0	0	0	0	0	0
Lrrc39	0.436751	0.343283	0.297699	0.242769	0.436751	0.343283	0.297699	0.242769
Lrrc3b	0.261249	0.0674608	0.121888	0.265994	0.261249	0.0674608	0.121888	0.265994
Lrrc4	0.0278586	0.0633026	0.0668426	0.00667376	0.0278586	0.0633026	0.0668426	0.00667376
Lrrc40	2.01449	2.09459	1.83479	1.41989	2.01449	2.09459	1.83479	1.41989
Lrrc41	25.5883	30.1395	25.4964	22.0549	25.5883	30.1395	25.4964	22.0549
Lrrc42	21.3695	18.3926	16.5113	17.8335	21.3695	18.3926	16.5113	17.8335
Lrrc43	0	0	0	0	0	0	0	0
Lrrc45	9.19738	8.34842	7.45995	9.11623	9.19738	8.34842	7.45995	9.11623
Lrrc46	0.195641	0.233516	0.231822	0.0624937	0.195641	0.233516	0.231822	0.0624937
Lrrc47	4.07635	3.21732	3.42067	3.7743	4.07635	3.21732	3.42067	3.7743
Lrrc48	2.1434	1.94941	1.76417	2.30207	2.1434	1.94941	1.76417	2.30207
Lrrc49	4.17195	2.57204	2.21953	3.38015	4.17195	2.57204	2.21953	3.38015
Lrrc4b	0.00946367	0	0	0.0272055	0.00946367	0	0	0.0272055
Lrrc4c	0.167382	0.204452	0.124169	0.153418	0.167382	0.204452	0.124169	0.153418
Lrrc50	3.79622	2.9234	2.61869	3.46867	3.79622	2.9234	2.61869	3.46867
Lrrc51	2.64353	3.3398	3.21206	3.18563	2.64353	3.3398	3.21206	3.18563
Lrrc52	0	0	0	0	0	0	0	0
Lrrc55	0.0529722	0.138606	0.0282444	0.0592201	0.0529722	0.138606	0.0282444	0.0592201
Lrrc56	4.7063	3.38309	3.51007	3.99181	4.7063	3.38309	3.51007	3.99181
Lrrc57	14.8236	14.4089	12.8591	15.4984	14.8236	14.4089	12.8591	15.4984
Lrrc58	3.01765	2.4066	2.62154	2.59234	3.01765	2.4066	2.62154	2.59234
Lrrc59	125.612	126.175	102.94	128.184	125.612	126.175	102.94	128.184
Lrrc6	0	0	0.0269959	0	0	0	0.0269959	0
Lrrc61	4.71082	3.38917	2.94034	4.80671	4.71082	3.38917	2.94034	4.80671
Lrrc63	0	0.00850312	0	0	0	0.00850312	0	0
Lrrc66	13.2816	11.274	11.0706	15.6008	13.2816	11.274	11.0706	15.6008
Lrrc69	0	0	0	0.0226507	0	0	0	0.0226507
Lrrc7	0	0.00344301	0	0	0	0.00344301	0	0
Lrrc8a	6.48372	6.45993	7.76657	7.36196	6.48372	6.45993	7.76657	7.36196
Lrrc8b	5.38859	6.44388	6.01583	7.68048	5.38859	6.44388	6.01583	7.68048
Lrrc8c	1.03368	0.839134	1.08296	1.75512	1.03368	0.839134	1.08296	1.75512
Lrrc8d	12.3801	8.87527	7.94156	15.0576	12.3801	8.87527	7.94156	15.0576
Lrrc8e	0.0971937	0.0696015	0.179651	0.130388	0.0971937	0.0696015	0.179651	0.130388
Lrrc9	0.00658845	0	0	0.0189407	0.00658845	0	0	0.0189407
Lrrcc1	0.711315	0.507581	0.435399	0.593194	0.711315	0.507581	0.435399	0.593194
Lrrfip1	17.5045	20.6972	22.6855	22.9409	17.5045	20.6972	22.6855	22.9409
Lrrfip2	39.0014	33.7686	45.0675	35.3889	39.0014	33.7686	45.0675	35.3889
Lrriq1	0	0	0	0	0	0	0	0
Lrriq3	0.0291914	0.0160804	0.0622588	0.0372966	0.0291914	0.0160804	0.0622588	0.0372966
Lrriq4	0	0	0	0	0	0	0	0
Lrrk1	1.4221	1.57939	1.37989	1.36898	1.4221	1.57939	1.37989	1.36898
Lrrk2	0.124606	0.147084	0.0917472	0.176257	0.124606	0.147084	0.0917472	0.176257
Lrrn1	0.134041	0.393182	0.0500283	0.147708	0.134041	0.393182	0.0500283	0.147708
Lrrn2	0	0.0375603	0.0161581	0.0362986	0	0.0375603	0.0161581	0.0362986
Lrrn3	0.0399254	0.0725777	0.0681213	0.0918192	0.0399254	0.0725777	0.0681213	0.0918192
Lrrn4	0	0.0180399	0.00776057	0	0	0.0180399	0.00776057	0
Lrrn4cl	0.100043	0.0909316	0.234707	0.0862793	0.100043	0.0909316	0.234707	0.0862793
Lrrtm1	0.0205437	0.0169751	0	0	0.0205437	0.0169751	0	0
Lrrtm2	0.0304914	0.0143967	0.032515	0.0292175	0.0304914	0.0143967	0.032515	0.0292175
Lrrtm3	0.0195772	0.0485289	0.0417534	0.0250127	0.0195772	0.0485289	0.0417534	0.0250127
Lrrtm4	0	0	0	0.00717333	0	0	0	0.00717333
Lrsam1	3.18845	3.11878	2.69453	3.24849	3.18845	3.11878	2.69453	3.24849
Lrtm1	0	0.00276559	0.00356919	0.00320722	0	0.00276559	0.00356919	0.00320722
Lrtm2	0	0	0.00792238	0.00711866	0	0	0.00792238	0.00711866
Lrwd1	3.15686	3.18598	2.51844	3.09435	3.15686	3.18598	2.51844	3.09435
Lsamp	0	0.0173799	0.011215	0.0100777	0	0.0173799	0.011215	0.0100777
Lsg1	4.5146	5.14572	5.12887	4.50004	4.5146	5.14572	5.12887	4.50004
Lsm1	20.6858	21.042	17.0683	16.2364	20.6858	21.042	17.0683	16.2364
Lsm10	13.3829	12.45	14.2801	12.9042	13.3829	12.45	14.2801	12.9042
Lsm11	0.525816	0.409281	0.475385	0.5148	0.525816	0.409281	0.475385	0.5148
Lsm12	13.358	12.3097	12.3065	12.2872	13.358	12.3097	12.3065	12.2872
Lsm14a	17.6879	17.6056	18.0863	18.0086	17.6879	17.6056	18.0863	18.0086
Lsm14b	11.7672	13.0739	12.7009	9.54336	11.7672	13.0739	12.7009	9.54336
Lsm2	8.62008	8.41273	8.65437	8.95585	8.62008	8.41273	8.65437	8.95585
Lsm3	37.2288	40.5952	43.7382	33.2847	37.2288	40.5952	43.7382	33.2847
