Gene	GF-H3K9ac_1	CV-H3K9ac_3	CV-H3K9ac_2	CV-H3K9ac_1	GF-H3K9ac_2	GF-H3K9ac_3	GF-H3K9ac_4	CV-H3K9ac_6	CV-H3K9ac_5	CV-H3K9ac_4
1700084F23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700084J12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700085C21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700086D15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700086L19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700086O06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700086P04Rik	14.0	53.0	1.0	8.0	33.0	41	55.0	7.0	2.0	5.0
1700087M22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700088E04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700091H14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700091J24Rik	31.0	25.0	1.0	9.0	34.0	26	31.0	3.0	3.0	1.0
1700092C10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700092E19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700092K14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700092M07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700093K21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700094D03Rik	24.0	23.0	6.0	9.0	20.0	19	14.0	1.0	1.0	2.0
1700094J05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700094M23Rik	18.0	41.0	14.0	10.0	36.0	25	17.0	6.0	7.0	6.0
1700095A13Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700095A21Rik	8.0	41.0	8.0	16.0	34.0	21	13.0	4.0	5.0	2.0
1700095B10Rik	12.0	19.0	6.0	10.0	23.0	15	25.0	7.0	2.0	2.0
1700095J12Rik	38.0	22.0	15.0	9.0	40.0	41	49.0	3.0	5.0	5.0
1700096J18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700096K18Rik	20.0	23.0	11.0	11.0	12.0	16	21.0	3.0	5.0	6.0
1700097N02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700099I09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700100I10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700100L14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700101O22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700102H20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700104L18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700105F02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700105P06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700108F19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700108I11Rik	17.0	16.0	8.0	6.0	21.0	23	25.0	1.0	2.0	5.0
1700108J01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700108N06Rik	4.0	14.0	1.0	7.0	22.0	9	2.0	2.0	0.0	2.0
1700109G14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700109G15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700109H08Rik	13.0	21.0	4.0	5.0	19.0	30	33.0	2.0	0.0	6.0
1700109I08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700109K24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700110C19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700110I01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700112D23Rik	24.0	25.0	9.0	6.0	40.0	26	26.0	2.0	4.0	2.0
1700112H15Rik	17.0	19.0	4.0	7.0	29.0	23	20.0	4.0	2.0	3.0
1700112J05Rik	23.0	23.0	5.0	11.0	28.0	24	28.0	3.0	3.0	5.0
1700112M02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700112N08Rik	24.0	37.0	6.0	9.0	19.0	37	41.0	2.0	2.0	5.0
1700113A16Rik	18.0	26.0	5.0	6.0	30.0	22	28.0	5.0	5.0	11.0
1700113B09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700113H08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700116B05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700116H05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700119H24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700120B22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700120C14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700120E14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700121C08Rik	84.0	56.0	9.0	22.0	90.0	48	45.0	12.0	8.0	11.0
1700121M21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700121N20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700122C19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700122H20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700122O11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700123K08Rik	14.0	20.0	15.0	23.0	37.0	29	16.0	3.0	9.0	2.0
1700123M08Rik	101.0	84.0	12.0	9.0	107.0	87	133.0	7.0	15.0	10.0
1700123O12Rik	19.0	16.0	2.0	8.0	22.0	18	16.0	1.0	2.0	5.0
1700123O20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700123O21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700124M09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700125G02Rik	43.0	36.0	5.0	7.0	53.0	51	74.0	4.0	2.0	8.0
1700125G22Rik	20.0	16.0	7.0	5.0	33.0	21	15.0	1.0	3.0	2.0
1700125H20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700126A01Rik	11.0	12.0	5.0	11.0	19.0	12	9.0	2.0	2.0	3.0
1700126H18Rik	22.0	14.0	6.0	6.0	12.0	11	14.0	5.0	2.0	4.0
1700127F24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700128A07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700129C05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810006J02Rik	12.0	21.0	5.0	8.0	24.0	18	24.0	3.0	2.0	1.0
1810007C17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810007D17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810009A15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810010H24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810010K12Rik	10.0	13.0	7.0	4.0	14.0	19	7.0	1.0	4.0	4.0
1810013A23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810013D15Rik	22.0	37.0	11.0	5.0	29.0	29	23.0	3.0	7.0	3.0
1810013L24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810014B01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810018F18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810021B22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810021M19Rik	17.0	20.0	7.0	7.0	11.0	11	13.0	7.0	4.0	6.0
1810024B03Rik	17.0	37.0	9.0	20.0	54.0	41	64.0	4.0	7.0	13.0
1810034E14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810035K13Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810037I17Rik	14.0	19.0	4.0	13.0	27.0	16	14.0	2.0	2.0	3.0
1810041H14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810053B23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810055G02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810062G17Rik	9.0	15.0	8.0	6.0	14.0	13	9.0	3.0	3.0	5.0
1810062O18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810063I02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810065E05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1810073O08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2010001A14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2010003K11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2010009K17Rik	51.0	57.0	9.0	9.0	71.0	46	57.0	3.0	13.0	13.0
2010010A06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2010016I18Rik	14.0	21.0	2.0	8.0	21.0	11	14.0	1.0	4.0	7.0
2010103J01Rik	11.0	19.0	4.0	5.0	33.0	12	9.0	3.0	1.0	0.0
2010106C02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2010109A12Rik	12.0	17.0	6.0	9.0	20.0	20	11.0	2.0	2.0	4.0
2010110K18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2010203P06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2010320O07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2210011K15Rik	14.0	19.0	9.0	4.0	15.0	17	19.0	2.0	2.0	3.0
2210016F16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2210016L21Rik	41.0	68.0	13.0	15.0	89.0	41	117.0	0.0	5.0	6.0
2210039B01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2210404E10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2210406O10Rik	29.0	24.0	11.0	6.0	28.0	40	28.0	4.0	4.0	3.0
2210408I21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2210409D07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2210409E12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2210414B05Rik	16.0	21.0	3.0	13.0	20.0	14	17.0	0.0	3.0	6.0
2210416O15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2210417A02Rik	11.0	0.0	6.0	6.0	26.0	21	15.0	1.0	1.0	6.0
2210418O10Rik	14.0	9.0	5.0	3.0	21.0	17	20.0	3.0	2.0	2.0
2210420H20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2300002M23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2300003K06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310001K24Rik	12.0	24.0	13.0	6.0	24.0	16	24.0	3.0	4.0	11.0
2310002D06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310002L09Rik	10.0	20.0	4.0	13.0	47.0	19	9.0	4.0	7.0	6.0
2310005A03Rik	36.0	34.0	8.0	9.0	38.0	53	67.0	6.0	7.0	5.0
2310005E17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310009B15Rik	10.0	15.0	4.0	15.0	13.0	10	16.0	1.0	5.0	5.0
2310011J03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310015A10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310015A16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310015D24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310015K22Rik	9.0	14.0	8.0	5.0	12.0	8	14.0	3.0	3.0	5.0
2310016D03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310016D23Rik	40.0	17.0	3.0	8.0	50.0	40	38.0	7.0	14.0	9.0
2310020H05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310026I22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310030A07Rik	13.0	14.0	3.0	5.0	18.0	11	10.0	4.0	0.0	4.0
2310033P09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310034C09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310034G01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310034O05Rik	19.0	28.0	7.0	9.0	18.0	10	25.0	2.0	2.0	3.0
2310039H08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310039L15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310043L19Rik	25.0	29.0	7.0	11.0	33.0	22	29.0	2.0	6.0	3.0
2310043M15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310043O21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310050C09Rik	9.0	9.0	4.0	6.0	14.0	14	8.0	2.0	5.0	6.0
2310057J18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310057N15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310061I04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310061N02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310065F04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310067E19Rik	17.0	22.0	2.0	10.0	22.0	20	22.0	2.0	4.0	3.0
2310068J16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310069G16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310075K07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310079G19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2310081J21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2400006E01Rik	13.0	28.0	3.0	4.0	18.0	14	16.0	1.0	4.0	4.0
2410003I16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410003L11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410004B18Rik	23.0	25.0	6.0	5.0	26.0	34	34.0	0.0	2.0	3.0
2410004I01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410004P03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410006H16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410012E07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410017I17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410018L13Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410021H03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410022M11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410080I02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410124H12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410137M14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2410141K09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2500004C02Rik	29.0	32.0	8.0	10.0	19.0	17	21.0	2.0	3.0	4.0
2510002D24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2510003B16Rik	28.0	27.0	4.0	6.0	45.0	41	50.0	6.0	3.0	6.0
2510009E07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2510039O18Rik	46.0	53.0	16.0	16.0	42.0	35	45.0	8.0	13.0	10.0
2600006K01Rik	22.0	21.0	5.0	8.0	17.0	33	34.0	1.0	3.0	3.0
2600014E21Rik	54.0	78.0	35.0	23.0	82.0	77	61.0	16.0	7.0	20.0
2610008E11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610016A17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610020C07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610024D14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610027F03Rik	56.0	111.0	22.0	29.0	84.0	65	58.0	8.0	10.0	8.0
2610027K06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610028E06Rik	9.0	10.0	4.0	3.0	20.0	10	15.0	2.0	2.0	4.0
2610028H24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610035D17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610035F20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610037D02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610042L04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610203C22Rik	24.0	30.0	4.0	7.0	22.0	29	29.0	4.0	3.0	2.0
2610301B20Rik	172.0	142.0	20.0	19.0	156.0	136	181.0	6.0	12.0	11.0
2610307P16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610316D01Rik	8.0	15.0	1.0	8.0	12.0	14	8.0	3.0	2.0	1.0
2610318M16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610318N02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610507B11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610507I01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610524H06Rik	23.0	22.0	6.0	11.0	31.0	31	43.0	1.0	4.0	5.0
2610528A11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2610528J11Rik	57.0	53.0	7.0	20.0	57.0	51	26.0	3.0	7.0	11.0
2700003A03Rik	98.0	81.0	23.0	24.0	94.0	70	84.0	6.0	12.0	24.0
2700038G22Rik	10.0	15.0	7.0	7.0	22.0	23	13.0	6.0	0.0	2.0
2700046A07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700046G09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700049A03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700054A10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700062C07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700068H02Rik	19.0	19.0	5.0	6.0	29.0	18	19.0	4.0	3.0	5.0
2700069I18Rik	9.0	17.0	3.0	9.0	15.0	10	10.0	3.0	1.0	2.0
2700070H01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700081O15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700089I24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700097O09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2700099C18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810001G20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810002D19Rik	20.0	22.0	1.0	4.0	22.0	20	26.0	3.0	3.0	4.0
2810006K23Rik	22.0	33.0	3.0	5.0	30.0	21	33.0	2.0	5.0	6.0
2810021J22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810025M15Rik	16.0	17.0	5.0	4.0	18.0	11	16.0	2.0	2.0	1.0
2810029C07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810032G03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810039B14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810049E08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810405F15Rik	8.0	17.0	6.0	8.0	25.0	19	18.0	1.0	1.0	6.0
2810407A14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810408A11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810408B13Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810408I11Rik	82.0	27.0	11.0	8.0	74.0	68	76.0	8.0	3.0	2.0
2810410L24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810414N06Rik	39.0	28.0	10.0	6.0	52.0	31	29.0	1.0	5.0	11.0
2810425M01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810429I04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810433D01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2810442N19Rik	17.0	16.0	2.0	6.0	27.0	30	27.0	4.0	0.0	4.0
2810459M11Rik	32.0	22.0	4.0	15.0	18.0	24	18.0	2.0	5.0	4.0
2810471M01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2900005J15Rik	20.0	21.0	6.0	6.0	30.0	22	23.0	1.0	1.0	2.0
2900009J06Rik	19.0	18.0	5.0	6.0	27.0	13	12.0	1.0	1.0	2.0
2900024J01Rik	31.0	36.0	5.0	5.0	30.0	18	31.0	5.0	1.0	3.0
2900026A02Rik	101.0	84.0	23.0	23.0	106.0	100	142.0	15.0	10.0	12.0
2900040C04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2900041M22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2900052L18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2900057B20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2900060B14Rik	159.0	93.0	8.0	16.0	153.0	176	222.0	7.0	7.0	10.0
2900060N12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
2900089D17Rik	47.0	52.0	22.0	19.0	57.0	48	56.0	6.0	8.0	4.0
2900092D14Rik	14.0	14.0	5.0	10.0	19.0	6	9.0	0.0	3.0	3.0
2900093K20Rik	21.0	23.0	9.0	5.0	28.0	18	18.0	2.0	2.0	3.0
3110004A20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110006O06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110009E18Rik	85.0	84.0	24.0	29.0	79.0	66	94.0	22.0	14.0	15.0
3110009F21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110015C05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110039M20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110040M04Rik	30.0	29.0	7.0	5.0	23.0	31	40.0	4.0	2.0	1.0
3110045C21Rik	11.0	15.0	3.0	7.0	22.0	21	5.0	3.0	1.0	4.0
3110053B16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110056K07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110067G11Rik	25.0	17.0	1.0	12.0	18.0	17	25.0	1.0	3.0	0.0
3110070M22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110082I17Rik	60.0	22.0	17.0	16.0	58.0	84	72.0	5.0	6.0	12.0
3110082J24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110083C13Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3110099E03Rik	18.0	23.0	5.0	5.0	19.0	19	18.0	0.0	3.0	1.0
3200001D21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3300002A11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3300002I08Rik	37.0	69.0	11.0	28.0	79.0	90	28.0	11.0	7.0	5.0
3300005D01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3425401B19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3830406C13Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3830408C21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
3830432H09Rik	15.0	24.0	8.0	11.0	22.0	11	25.0	0.0	3.0	1.0
4430402I18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
4631405J19Rik	8.0	27.0	8.0	5.0	22.0	17	13.0	1.0	2.0	6.0
4632404H12Rik	22.0	14.0	8.0	8.0	21.0	16	15.0	3.0	4.0	5.0
4632415L05Rik	8.0	18.0	4.0	7.0	22.0	14	14.0	3.0	2.0	5.0
4632428C04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
4732414G09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
4732465J04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
4732490B19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
